Name,Team,POS,Salary
Andy Lee,ARI,P,"$2,265,000"
M.J. Stewart,TB,CB,"$2,256,809"
Duron Harmon,NE,SS,"$2,250,000"
Kevin Pamphile,TEN,RT,"$2,250,000"
Johnathan Hankins,OAK,DT,"$2,250,000"
Evan Smith,TB,C,"$2,250,000"
Kenny Wiggins,DET,G,"$2,250,000"
David Irving,DAL,DT,"$2,228,352"
Trae Waynes,MIN,CB,"$2,200,142"
Matt Bosher,ATL,P,"$2,200,000"
Jon Bostic,PIT,ILB,"$2,200,000"
Terrence Brooks,NYJ,FS,"$2,200,000"
Jessie Bates III,CIN,FS,"$2,158,410"
Chris Thompson,WAS,RB,"$2,152,250"
E.J. Gaines,CLE,CB,"$2,131,250"
Billy Turner,DEN,G,"$2,105,291"
DeForest Buckner,SF,DT,"$2,103,726"
Marcedes Lewis,GB,TE,"$2,100,000"
Mike Adams,CAR,FS,"$2,100,000"
Donte Jackson,CAR,CB,"$2,060,017"
Jordan Mills,BUF,RT,"$2,050,000"
Danny Shelton,NE,DT,"$2,030,954"
Tyler Larsen,CAR,C,"$2,030,000"
Garrett Celek,SF,TE,"$2,028,125"
Sebastian Janikowski,SEA,K,"$2,015,000"
Duke Dawson,NE,CB,"$2,010,818"
James White,NE,RB,"$2,000,000"
David Andrews,NE,C,"$2,000,000"
Daren Bates,TEN,ILB,"$2,000,000"
Derek Carrier,OAK,TE,"$2,000,000"
Michael Thomas,NYG,FS,"$2,000,000"
Devonta Freeman,ATL,RB,"$2,000,000"
Connor Barwin,NYG,OLB,"$2,000,000"
Anthony Sherman,KC,FB,"$2,000,000"
Steven Hauschka,BUF,K,"$2,000,000"
Rafael Bush,BUF,FS,"$2,000,000"
Derrick Shelby,ATL,DE,"$2,000,000"
Damion Square,LAC,DT,"$2,000,000"
Robbie Gould,SF,K,"$2,000,000"
LeGarrette Blount,DET,RB,"$2,000,000"
Mason Foster,WAS,ILB,"$2,000,000"
Benjamin Watson,NO,TE,"$2,000,000"
Andrus Peat,NO,G,"$1,988,657"
Matt Slauson,IND,G,"$1,984,375"
P.J. Hall,OAK,DT,"$1,981,296"
Alex Erickson,CIN,WR,"$1,980,000"
J.R. Sweezy,SEA,G,"$1,975,000"
Ethan Westbrooks,LAR,DT,"$1,975,000"
Corey Peters,ARI,DT,"$1,953,125"
Max Garcia,DEN,G,"$1,952,965"
Clinton McDonald,OAK,DT,"$1,950,000"
Josh Martin,NYJ,OLB,"$1,950,000"
Isaiah Oliver,ATL,CB,"$1,932,104"
Dante Fowler Jr.,LAR,DE,"$1,926,114"
DeVante Parker,MIA,WR,"$1,918,165"
Josh Bynes,ARI,ILB,"$1,917,182"
Demetrius Harris,KC,TE,"$1,908,824"
Jordan Hicks,PHI,ILB,"$1,907,000"
Jay Ajayi,PHI,RB,"$1,907,000"
Dion Jordan,SEA,DE,"$1,907,000"
Trey Flowers,NE,DE,"$1,907,000"
Quinton Spain,TEN,G,"$1,907,000"
Jake Ryan,GB,ILB,"$1,907,000"
Trenton Brown,NE,RT,"$1,907,000"
T.J. Clemmings,OAK,RT,"$1,907,000"
Chris Conley,KC,WR,"$1,907,000"
Steven Nelson,KC,CB,"$1,907,000"
Adrian Amos,CHI,SS,"$1,907,000"
Josh Bellamy,CHI,WR,"$1,907,000"
Bryce Callahan,CHI,CB,"$1,907,000"
John Miller,BUF,G,"$1,907,000"
Grady Jarrett,ATL,DT,"$1,907,000"
Kyle Emanuel,LAC,OLB,"$1,907,000"
TJ Jones,DET,WR,"$1,907,000"
Kwon Alexander,TB,ILB,"$1,907,000"
Jamison Crowder,WAS,WR,"$1,907,000"
Tyler Kroft,CIN,TE,"$1,907,000"
Trevor Siemian,MIN,QB,"$1,907,000"
Jesse James,PIT,TE,"$1,907,000"
Tyeler Davison,NO,DT,"$1,907,000"
J.J. Nelson,ARI,WR,"$1,907,000"
Jordan Berry,PIT,P,"$1,907,000"
Anthony Chickillo,PIT,OLB,"$1,907,000"
Henry Anderson,NYJ,DE,"$1,907,000"
Brent Qvale,NYJ,RT,"$1,907,000"
Neal Sterling,NYJ,TE,"$1,907,000"
Daryl Williams,CAR,RT,"$1,907,000"
Za'Darius Smith,BAL,OLB,"$1,907,000"
A.J. Cann,JAC,G,"$1,907,000"
Jack Conklin,TEN,RT,"$1,895,242"
Eli Harold,DET,OLB,"$1,892,000"
Melvin Gordon,LAC,RB,"$1,889,968"
Leonard Floyd,CHI,OLB,"$1,884,806"
Tavon Austin,DAL,WR,"$1,875,000"
Derrius Guice,WAS,RB,"$1,863,224"
Myles Garrett,CLE,DE,"$1,847,375"
James Washington,PIT,WR,"$1,833,706"
Justin Reid,HOU,S,"$1,813,395"
Kevin Johnson,HOU,CB,"$1,805,375"
Randy Bullock,CIN,K,"$1,795,000"
DJ Chark,JAC,WR,"$1,794,349"
Neiko Thorpe,SEA,CB,"$1,787,500"
Sherrick McManis,CHI,CB,"$1,781,250"
Arik Armstead,SF,DE,"$1,777,177"
Brian O'Neill,MIN,T,"$1,764,828"
Carlton Davis,TB,CB,"$1,754,992"
Brynden Trawick,TEN,SS,"$1,750,000"
LaAdrian Waddle,NE,RT,"$1,750,000"
Pierre Desir,IND,CB,"$1,750,000"
Dan Bailey,MIN,K,"$1,750,000"
Solomon Thomas,SF,DE,"$1,744,745"
Marcus Peters,LAR,CB,"$1,741,931"
Vernon Hargreaves,TB,CB,"$1,738,878"
Tyquan Lewis,IND,DE,"$1,735,313"
James Develin,NE,FB,"$1,725,000"
Nelson Agholor,PHI,WR,"$1,713,733"
Shane Ray,DEN,OLB,"$1,711,950"
Cedric Ogbuehi,CIN,LT,"$1,706,684"
Pernell McPhee,WAS,OLB,"$1,706,250"
Byron Bell,GB,G,"$1,700,000"
Leonard Fournette,JAC,RB,"$1,699,129"
Matt Longacre,LAR,OLB,"$1,698,438"
Bud Dupree,PIT,OLB,"$1,692,583"
Eric Reid,CAR,SS,"$1,690,000"
Justin Bethel,ATL,CB,"$1,687,500"
Corey Graham,PHI,SS,"$1,677,500"
Chris Maragos,PHI,FS,"$1,675,000"
D.J. Humphries,ARI,LT,"$1,650,288"
Julian Stanford,BUF,OLB,"$1,650,000"
Jamize Olawale,DAL,FB,"$1,640,000"
Shaq Thompson,CAR,OLB,"$1,636,190"
Austin Reiter,KC,C,"$1,630,000"
Lance Kendricks,GB,TE,"$1,625,000"
Corey Davis,TEN,WR,"$1,619,307"
Sheldon Rankins,NO,DT,"$1,613,786"
Byron Jones,DAL,CB,"$1,607,991"
Jacquizz Rodgers,TB,RB,"$1,600,000"
Craig Robertson,NO,ILB,"$1,600,000"
Michael Hoomanawanui,NO,TE,"$1,600,000"
Spencer Ware,KC,RB,"$1,587,500"
Zach Kerr,DEN,DE,"$1,586,555"
Laremy Tunsil,MIA,LT,"$1,582,514"
Joe Thomas,DAL,ILB,"$1,575,000"
Royce Freeman,DEN,RB,"$1,557,047"
T.J. McDonald,MIA,FS,"$1,550,000"
Patrick DiMarco,BUF,FB,"$1,550,000"
Brandon Parker,OAK,T,"$1,538,424"
Karl Joseph,OAK,SS,"$1,530,392"
Lorenzo Carter,NYG,DE,"$1,529,804"
Chad Thomas,CLE,DE,"$1,528,940"
Ted Larsen,MIA,G,"$1,525,000"
Nick Dzubnar,LAC,ILB,"$1,525,000"
K'Waun Williams,SF,CB,"$1,518,750"
Damarious Randall,CLE,FS,"$1,514,418"
B.J. Hill,NYG,DE,"$1,509,516"
Ryan Allen,NE,P,"$1,500,000"
Keith Smith,OAK,FB,"$1,500,000"
Pat O'Donnell,CHI,P,"$1,500,000"
Bradley Sowell,CHI,LT,"$1,500,000"
Kyle Wilber,OAK,OLB,"$1,500,000"
Bruce Irvin,ATL,DE,"$1,500,000"
Adrian Phillips,LAC,FS,"$1,500,000"
Jeff Heath,DAL,SS,"$1,500,000"
Levine Toilolo,DET,TE,"$1,500,000"
Tress Way,WAS,P,"$1,500,000"
A.Q. Shipley,ARI,C,"$1,500,000"
Fred Warner,SF,ILB,"$1,490,188"
Stephone Anthony,MIA,OLB,"$1,489,326"
Terrell McClain,ATL,DT,"$1,487,500"
Kenny Vaccaro,TEN,SS,"$1,481,250"
Jamal Adams,NYJ,SS,"$1,476,764"
Doug Martin,OAK,RB,"$1,475,000"
Malcom Brown,NE,DT,"$1,473,167"
Martavis Bryant,OAK,WR,"$1,458,295"
Jerome Baker,MIA,OLB,"$1,455,200"
Vladimir Ducasse,BUF,G,"$1,450,000"
Chris Banjo,NO,SS,"$1,450,000"
Taylor Decker,DET,LT,"$1,446,998"
Derrick Nnadi,KC,DT,"$1,439,400"
Darren Sproles,PHI,RB,"$1,433,000"
Keanu Neal,ATL,FS,"$1,426,150"
Chance Warmack,PHI,G,"$1,421,875"
Orlando Scandrick,KC,CB,"$1,415,000"
Josey Jewell,DEN,ILB,"$1,414,537"
Mason Rudolph,PIT,QB,"$1,412,264"
Sam Beal,NYG,CB,"$1,411,490"
Brandon King,NE,FS,"$1,409,375"
Sam Hubbard,CIN,DE,"$1,409,200"
D.J. Fluker,SEA,G,"$1,406,250"
Geron Christian,WAS,T,"$1,400,806"
Ryan Kelly,IND,C,"$1,400,089"
Eric Kush,CHI,G,"$1,400,000"
Andrew DePaola,OAK,LS,"$1,400,000"
Marcus Sherels,MIN,CB,"$1,400,000"
Coty Sensabaugh,PIT,CB,"$1,400,000"
Anthony Levine,BAL,ILB,"$1,400,000"
Ryan Griffin,TB,QB,"$1,393,750"
Rasheem Green,SEA,DE,"$1,392,556"
Malik Jefferson,CIN,OLB,"$1,389,957"
Shaq Lawson,BUF,DE,"$1,384,452"
Martinas Rankin,HOU,C,"$1,381,268"
Nathan Shepherd,NYJ,DE,"$1,380,572"
Will Fuller,HOU,WR,"$1,374,028"
Michael Gallup,DAL,WR,"$1,369,980"
Isaac Yiadom,DEN,CB,"$1,365,353"
Josh Doctson,WAS,WR,"$1,363,604"
Mike Williams,LAC,WR,"$1,362,724"
Tracy Walker,DET,S,"$1,361,988"
Mike Davis,SEA,RB,"$1,357,826"
Joe Cardona,NE,LS,"$1,355,000"
Laquon Treadwell,MIN,WR,"$1,353,180"
Joe Looney,DAL,C,"$1,350,000"
Jake McQuaide,LAR,LS,"$1,350,000"
Orlando Brown Jr.,BAL,RT,"$1,345,720"
Benson Mayowa,ARI,DE,"$1,334,375"
Justin Jones,LAC,DT,"$1,334,140"
William Jackson,CIN,CB,"$1,332,331"
Shawn Lauvao,WAS,G,"$1,328,125"
Rashaan Gaulden,CAR,S,"$1,327,656"
Daesean Hamilton,DEN,WR,"$1,326,882"
Artie Burns,PIT,CB,"$1,321,907"
Mark Andrews,BAL,TE,"$1,316,660"
Arden Key,OAK,DE,"$1,306,376"
Kenny Clark,GB,DT,"$1,301,059"
Oren Burks,GB,ILB,"$1,300,756"
Walt Aikens,MIA,SS,"$1,300,000"
Wes Horton,CAR,DE,"$1,300,000"
Joseph Noteboom,LAR,T,"$1,298,892"
Deadrin Senat,ATL,DT,"$1,297,960"
Tre'quan Smith,NO,WR,"$1,297,024"
Joshua Garnett,SF,G,"$1,295,846"
Chuks Okorafor,PIT,T,"$1,292,364"
Ronnie Harrison,JAC,SS,"$1,276,150"
Alex Cappa,TB,G,"$1,273,704"
Landon Collins,NYG,SS,"$1,269,620"
Tarvarius Moore,SF,S,"$1,264,371"
Donovan Smith,TB,LT,"$1,262,571"
Mario Edwards,NYG,DT,"$1,255,521"
Harrison Phillips,BUF,DT,"$1,255,040"
Will Compton,TEN,ILB,"$1,250,000"
Russell Shepard,NYG,WR,"$1,250,000"
Kerry Wynn,NYG,DE,"$1,250,000"
Deshazor Everett,WAS,SS,"$1,250,000"
Christian McCaffrey,CAR,RB,"$1,248,695"
Carlos Hyde,JAC,RB,"$1,245,588"
Phillip Dorsett,NE,WR,"$1,244,373"
John Ross,CIN,WR,"$1,242,994"
Jordan Akins,HOU,TE,"$1,241,520"
Dorian O'Daniel,KC,DE,"$1,241,516"
Mason Cole,ARI,C,"$1,241,516"
T.J. Yeldon,JAC,RB,"$1,241,421"
Angelo Blackson,HOU,DE,"$1,240,000"
Robert Nkemdiche,ARI,DT,"$1,231,873"
Ian Thomas,CAR,TE,"$1,227,994"
Preston Smith,WAS,OLB,"$1,223,094"
Jeremiah Attaochu,NYJ,OLB,"$1,221,250"
Mark Glowinski,IND,G,"$1,219,000"
Jeremy Hill,NE,RB,"$1,218,750"
Vernon Butler,CAR,DT,"$1,213,319"
Patrick Mahomes,KC,QB,"$1,211,635"
Jalyn Holmes,MIN,DE,"$1,211,398"
Keke Coutee,HOU,WR,"$1,209,026"
Josh Harris,ATL,LS,"$1,205,000"
Clark Harris,CIN,LS,"$1,205,000"
Nyheim Hines,IND,RB,"$1,204,547"
Germain Ifedi,SEA,RT,"$1,201,373"
Chris Jones,DAL,P,"$1,200,000"
Darrius Heyward-Bey,PIT,WR,"$1,200,000"
Brandon Copeland,NYJ,DE,"$1,200,000"
Kyle Love,CAR,DT,"$1,200,000"
Devin Funchess,CAR,WR,"$1,187,850"
Kyle Lauletta,NYG,QB,"$1,187,698"
Nick Nelson,OAK,CB,"$1,178,680"
Dennis Kelly,TEN,RT,"$1,175,000"
Colin Jones,CAR,SS,"$1,175,000"
Chris Clark,CAR,LT,"$1,167,946"
Brian Allen,LAR,C,"$1,166,936"
Mark Walton,CIN,RB,"$1,165,347"
Marshon Lattimore,NO,CB,"$1,163,162"
Joel Iyiegbuniwe,CHI,ILB,"$1,158,574"
Antonio Callaway,CLE,WR,"$1,155,626"
Dekoda Watson,SF,OLB,"$1,150,000"
Fozzy Whittaker,CAR,RB,"$1,150,000"
Dorance Armstrong,DAL,DE,"$1,149,996"
Chris Herndon,NYJ,TE,"$1,149,524"
Da'shawn Hand,DET,DE,"$1,148,193"
Jordan Whitehead,TB,SS,"$1,147,257"
Anthony Averett,BAL,CB,"$1,140,997"
Troy Apke,WAS,S,"$1,121,683"
Kenny Young,BAL,ILB,"$1,119,904"
Durham Smythe,MIA,TE,"$1,112,235"
Garett Bolles,DEN,LT,"$1,112,174"
B.W. Webb,NYG,CB,"$1,110,905"
Avonte Maddox,PHI,CB,"$1,105,914"
John Simon,NE,DE,"$1,105,699"
Taron Johnson,BUF,CB,"$1,105,414"
Frank Gore,MIA,RB,"$1,105,000"
John Greco,NYG,C,"$1,105,000"
Matt Cassel,DET,QB,"$1,105,000"
Don Muhlbach,DET,LS,"$1,105,000"
L.P. Ladouceur,DAL,LS,"$1,105,000"
Eric Rowe,NE,CB,"$1,100,435"
Nate Palmer,TEN,ILB,"$1,100,000"
Beau Brinkley,TEN,LS,"$1,100,000"
Zach Line,NO,FB,"$1,100,000"
Robert Griffin III,BAL,QB,"$1,100,000"
Brent Urban,BAL,DE,"$1,100,000"
Deshaun Watson,HOU,QB,"$1,094,740"
Aaron Brewer,ARI,LS,"$1,090,000"
Matt Skura,BAL,C,"$1,088,588"
Ito Smith,ATL,RB,"$1,087,104"
Denzel Perryman,LAC,ILB,"$1,086,336"
Kayvon Webster,HOU,CB,"$1,078,125"
Haason Reddick,ARI,OLB,"$1,077,635"
Connor McGovern,DEN,G,"$1,075,423"
Luke Stocker,TEN,TE,"$1,075,000"
Eli Apple,NO,CB,"$1,074,990"
Marshall Newhouse,CAR,RT,"$1,073,529"
Kyzir White,LAC,OLB,"$1,072,489"
Mitch Morse,KC,C,"$1,072,239"
Kalen Ballage,MIA,RB,"$1,069,181"
Marcus Cooper,DET,CB,"$1,067,647"
Ronald Darby,PHI,CB,"$1,058,139"
Josh Sweat,PHI,DE,"$1,056,937"
Darron Lee,NYJ,ILB,"$1,054,713"
Justin Simmons,DEN,FS,"$1,052,951"
Emmanuel Ogbah,CLE,DE,"$1,050,876"
Derek Barnett,PHI,DE,"$1,049,126"
Benny Cunningham,CHI,RB,"$1,043,750"
Will Dissly,SEA,TE,"$1,040,786"
Jaylon Smith,DAL,ILB,"$1,040,452"
Frostee Rucker,OAK,DT,"$1,040,000"
Adarius Taylor,TB,OLB,"$1,040,000"
Malik Hooker,IND,FS,"$1,037,723"
Hunter Henry,LAC,TE,"$1,030,028"
Armani Watts,KC,S,"$1,029,634"
Myles Jack,JAC,ILB,"$1,025,858"
Matt Barkley,BUF,QB,"$1,018,235"
Chris Jones,KC,DE,"$1,016,476"
Jake Fisher,CIN,LT,"$1,015,884"
Zak DeOssie,NYG,LS,"$1,015,000"
John Denney,MIA,LS,"$1,015,000"
Garrison Sanborn,TB,LS,"$1,015,000"
Adrian Peterson,WAS,RB,"$1,015,000"
Kentavius Street,SF,DE,"$1,014,202"
Austin Blythe,LAR,G,"$1,010,060"
Xavien Howard,MIA,CB,"$1,007,094"
Will Richardson,JAC,T,"$1,007,074"
Andre Roberts,NYJ,WR,"$1,005,000"
Davon House,GB,CB,"$1,005,000"
Leon Hall,OAK,CB,"$1,005,000"
Dwayne Harris,OAK,WR,"$1,005,000"
Logan Paulsen,ATL,TE,"$1,005,000"
Nick Bellore,DET,ILB,"$1,005,000"
Ricky Jean Francois,DET,DT,"$1,005,000"
Bobby Hart,CIN,RT,"$1,005,000"
Sam Shields,LAR,CB,"$1,004,999"
Marlon Humphrey,BAL,CB,"$1,003,522"
Cory Littleton,LAR,ILB,"$1,001,379"
Nathan Stupar,NYG,OLB,"$1,000,000"
Kemal Ishmael,ATL,SS,"$1,000,000"
Geno Smith,LAC,QB,"$1,000,000"
Morgan Cox,BAL,LS,"$1,000,000"
Noah Spence,TB,DE,"$998,755"
Adam Gotsis,DEN,DE,"$995,643"
Jonathan Allen,WAS,DE,"$992,108"
Sterling Shepard,NYG,WR,"$990,416"
Tyler Shatley,JAC,G,"$990,000"
Maxx Williams,BAL,TE,"$987,646"
Reggie Ragland,KC,ILB,"$981,034"
Adoree' Jackson,TEN,CB,"$977,854"
MarQueis Gray,MIA,TE,"$975,000"
Kamalei Correa,TEN,ILB,"$972,694"
Markus Golden,ARI,DE,"$969,318"
O.J. Howard,TB,TE,"$969,301"
Austin Johnson,TEN,DT,"$964,748"
Jarrad Davis,DET,ILB,"$963,599"
Ty Sambrailo,ATL,LT,"$959,447"
Charles Harris,MIA,DE,"$957,897"
Kendall Fuller,KC,CB,"$956,968"
Jermon Bushrod,NO,G,"$955,294"
Graham Glasgow,DET,C,"$954,879"
Jonathan Jones,NE,CB,"$953,294"
Evan Engram,NYG,TE,"$952,196"
Earl Watford,CLE,RT,"$950,000"
Frank Clark,SEA,DE,"$943,938"
Jaleel Scott,BAL,WR,"$943,381"
Derrick Henry,TEN,RB,"$941,630"
Jordan Richards,ATL,SS,"$941,121"
Gareon Conley,OAK,CB,"$940,792"
Ryan Hewitt,IND,FB,"$940,000"
Jabrill Peppers,CLE,SS,"$935,090"
Curtis Riley,NYG,FS,"$934,784"
Will Parks,DEN,S,"$933,723"
Marquis Haynes,CAR,DE,"$932,359"
Chase Edmonds,ARI,RB,"$932,359"
John Franklin-Myers,LAR,DE,"$932,359"
J'Mon Moore,GB,WR,"$932,359"
Dalton Schultz,DAL,TE,"$932,359"
Jesse Davis,MIA,G,"$929,833"
Takkarist McKinley,ATL,DE,"$929,388"
Jayon Brown,TEN,ILB,"$928,575"
A'Shawn Robinson,DET,DT,"$925,785"
Tre'Davious White,BUF,CB,"$923,687"
Taco Charlton,DAL,DE,"$920,836"
Michael Thomas,NO,WR,"$915,361"
Kendrick Lewis,TEN,SS,"$915,000"
Brian Hoyer,NE,QB,"$915,000"
Mike Windt,LAC,LS,"$915,000"
Michael Person,SF,G,"$915,000"
Nick Sundberg,WAS,LS,"$915,000"
Jon Weeks,HOU,LS,"$915,000"
Joe Webb,HOU,QB,"$915,000"
J.J. Jansen,CAR,LS,"$915,000"
Chase Roullier,WAS,C,"$913,849"
Daniel Brown,CHI,TE,"$912,500"
Nick O'Leary,MIA,TE,"$905,000"
Jason Spriggs,GB,T,"$904,936"
Jeff Heuerman,DEN,TE,"$904,733"
A.J. McCarron,OAK,QB,"$900,000"
Brian Peters,HOU,ILB,"$900,000"
Tom Compton,MIN,G,"$900,000"
Shelby Harris,DEN,DE,"$899,032"
David Njoku,CLE,TE,"$897,959"
Jarran Reed,SEA,DT,"$894,512"
Jamon Brown,NYG,RT,"$890,813"
T.J. Watt,PIT,OLB,"$885,844"
Nick Martin,HOU,C,"$884,088"
Tom Johnson,MIN,DT,"$882,352"
Dakota Dozier,NYJ,G,"$880,000"
Amini Silatolu,CAR,G,"$880,000"
Jonotthan Harrison,NYJ,C,"$880,000"
Paul Worrilow,PHI,OLB,"$880,000"
