Name,Team,POS,Salary
Ryan Jensen,TB,C,"$10,000,000 "
Ronald Darby,DEN,CB,"$10,000,000 "
Shelby Harris,DEN,DT,"$10,000,000 "
Will Fuller,MIA,WR,"$9,945,000 "
Rodger Saffold,TEN,G,"$9,941,165 "
Rayshawn Jenkins,JAC,S,"$9,911,754 "
Rodney Hudson,ARI,C,"$9,900,000 "
Daryl Williams,BUF,RT,"$9,750,000 "
Myles Jack,JAC,ILB,"$9,750,000 "
Ezekiel Elliott,DAL,RB,"$9,600,000 "
Alijah Vera-Tucker,NYJ,G,"$9,572,748 "
D.J. Reader,CIN,DT,"$9,500,000 "
Carl Nassib,LV,DE,"$9,500,000 "
Kyle Fuller,DEN,CB,"$9,470,588 "
J.C. Tretter,CLE,C,"$9,435,294 "
Mac Jones,NE,QB,"$9,355,528 "
DeVante Parker,MIA,WR,"$9,269,110 "
Preston Smith,GB,OLB,"$9,232,353 "
Matt Paradis,CAR,C,"$9,059,497 "
Eddie Jackson,CHI,FS,"$9,050,000 "
Chidobe Awuzie,CIN,CB,"$9,038,235 "
Andrus Peat,NO,G,"$9,010,000 "
Stephon Tuitt,PIT,DE,"$9,000,000 "
Tyus Bowser,BAL,OLB,"$9,000,000 "
Jason Kelce,PHI,C,"$9,000,000 "
Matt Feiler,LAC,RT,"$9,000,000 "
Andrew Norwell,JAC,G,"$9,000,000 "
Jimmie Ward,SF,FS,"$8,970,576 "
Devin McCourty,NE,FS,"$8,941,176 "
Zack Martin,DAL,G,"$8,910,000 "
George Fant,NYJ,LT,"$8,852,935 "
T.Y. Hilton,IND,WR,"$8,750,000 "
Roy Robertson-Harris,JAC,DT,"$8,729,406 "
Graham Glasgow,DEN,G,"$8,705,877 "
Zaven Collins,ARI,ILB,"$8,703,824 "
Brandon Linder,JAC,C,"$8,647,053 "
Dont'a Hightower,NE,ILB,"$8,622,059 "
Andrew Whitworth,LAR,LT,"$8,500,000 "
Carlos Dunlap,SEA,DE,"$8,500,000 "
Eric Fisher,IND,LT,"$8,490,000 "
Alex Leatherwood,LV,RT,"$8,486,592 "
Eric Kendricks,MIN,ILB,"$8,470,575 "
Tyler Boyd,CIN,WR,"$8,435,294 "
Mike Hilton,CIN,CB,"$8,352,941 "
Logan Thomas,WAS,TE,"$8,270,000 "
Christian McCaffrey,CAR,RB,"$8,237,500 "
Blake Martinez,NYG,ILB,"$8,225,000 "
Adrian Phillips,NE,FS,"$8,220,588 "
Jaelan Phillips,MIA,DE,"$8,215,056 "
Anthony Barr,MIN,OLB,"$8,193,822 "
Courtland Sutton,DEN,WR,"$8,183,000 "
La'el Collins,DAL,RT,"$8,119,444 "
Jamin Davis,WAS,LB,"$8,052,128 "
JuJu Smith-Schuster,PIT,WR,"$8,000,000 "
Alejandro Villanueva,BAL,RT,"$8,000,000 "
Patrick Peterson,MIN,CB,"$8,000,000 "
Connor McGovern,NYJ,C,"$8,000,000 "
Rob Gronkowski,TB,TE,"$8,000,000 "
Kadarius Toney,NYG,WR,"$7,997,824 "
Kwity Paye,IND,DE,"$7,943,515 "
Linval Joseph,LAC,DT,"$7,900,000 "
Janoris Jenkins,TEN,CB,"$7,882,343 "
Caleb Farley,TEN,CB,"$7,834,896 "
Bryan Bulaga,LAC,RT,"$7,750,000 "
Christian Darrisaw,MIN,LT,"$7,726,284 "
Trenton Brown,NE,RT,"$7,588,235 "
Denico Autry,TEN,DE,"$7,511,754 "
Najee Harris,PIT,RB,"$7,509,052 "
Marvin Jones,JAC,WR,"$7,500,000 "
Davon Godchaux,NE,DT,"$7,500,000 "
Nick Boyle,BAL,TE,"$7,500,000 "
Nick Kwiatkoski,LV,OLB,"$7,500,000 "
Michael Dickson,SEA,P,"$7,500,000 "
Chris Harris,LAC,CB,"$7,500,000 "
Emmanuel Ogbah,MIA,DE,"$7,500,000 "
Jadeveon Clowney,CLE,DE,"$7,470,588 "
Riley Reiff,CIN,RT,"$7,464,705 "
Deatrich Wise,NE,DE,"$7,441,168 "
Travis Etienne,JAC,RB,"$7,400,440 "
Greg Newsome,CLE,CB,"$7,291,808 "
Dee Ford,SF,DE,"$7,264,702 "
A.J. Green,ARI,WR,"$7,250,000 "
Frank Ragnow,DET,C,"$7,209,111 "
Rashod Bateman,BAL,WR,"$7,183,208 "
Wyatt Teller,CLE,G,"$7,183,000 "
Bryce Callahan,DEN,CB,"$7,176,471 "
David Onyemata,NO,DT,"$7,170,000 "
Payton Turner,NO,DE,"$7,128,900 "
Jerry Hughes,BUF,DE,"$7,100,000 "
Kyle Van Noy,NE,ILB,"$7,000,000 "
Joe Haden,PIT,CB,"$7,000,000 "
Nyheim Hines,IND,RB,"$7,000,000 "
Sterling Shepard,NYG,WR,"$7,000,000 "
Kyle Rudolph,NYG,TE,"$7,000,000 "
Michael Brockers,DET,DT,"$7,000,000 "
Jimmy Graham,CHI,TE,"$7,000,000 "
Grover Stewart,IND,DT,"$6,980,000 "
Melvin Gordon,DEN,RB,"$6,941,176 "
Danny Trevathan,CHI,ILB,"$6,913,235 "
Shaq Mason,NE,G,"$6,882,345 "
Tyler Higbee,LAR,TE,"$6,875,000 "
Jordan Poyer,BUF,SS,"$6,851,464 "
Jabrill Peppers,NYG,SS,"$6,770,000 "
Kendrick Bourne,NE,WR,"$6,750,000 "
Rob Havenstein,LAR,RT,"$6,750,000 "
Malcolm Jenkins,NO,FS,"$6,700,000 "
Daniel Carlson,LV,K,"$6,699,556 "
Eric Stokes,GB,CB,"$6,693,108 "
Avonte Maddox,PHI,CB,"$6,682,997 "
Devon Kennard,ARI,OLB,"$6,678,665 "
Vita Vea,TB,DT,"$6,648,632 "
Derek Wolfe,BAL,DE,"$6,500,000 "
Cody Whitehair,CHI,C,"$6,500,000 "
Greg Rousseau,BUF,DE,"$6,462,328 "
Anthony Hitchens,KC,ILB,"$6,441,165 "
Kenny Moore,IND,CB,"$6,400,000 "
Tim Patrick,DEN,WR,"$6,384,000 "
Jalen Mills,NE,CB,"$6,382,352 "
Darren Waller,LV,TE,"$6,370,000 "
Demario Davis,NO,OLB,"$6,300,000 "
Odafe Oweh,BAL,OLB,"$6,269,012 "
Ben Jones,TEN,C,"$6,250,000 "
Larry Ogunjobi,CIN,DT,"$6,176,471 "
Quandre Diggs,SEA,FS,"$6,150,000 "
Joe Tryon,TB,DE,"$6,144,536 "
Mark Glowinski,IND,G,"$6,120,588 "
Stephon Gilmore,CAR,CB,"$6,091,505 "
Evan Engram,NYG,TE,"$6,013,000 "
David Njoku,CLE,TE,"$6,013,000 "
O.J. Howard,TB,TE,"$6,013,000 "
Marcus Cannon,HOU,RT,"$6,002,940 "
Eric Ebron,PIT,TE,"$6,000,000 "
Gerald Everett,SEA,TE,"$6,000,000 "
Cam Newton,CAR,QB,"$6,000,000 "
Case Keenum,CLE,QB,"$6,000,000 "
Haason Reddick,CAR,OLB,"$6,000,000 "
Dante Fowler Jr.,ATL,OLB,"$6,000,000 "
C.J. Mosley,NYJ,ILB,"$6,000,000 "
Brandon Williams,BAL,DT,"$5,996,000 "
Cameron Erving,CAR,LT,"$5,990,000 "
Eric Murray,HOU,SS,"$5,985,280 "
A.J. Klein,BUF,OLB,"$5,976,460 "
Emmanuel Sanders,BUF,WR,"$5,941,176 "
Mario Addison,BUF,DE,"$5,927,941 "
Dawuane Smoot,JAC,DE,"$5,900,000 "
Cole Beasley,BUF,WR,"$5,870,576 "
Christopher Carson,SEA,RB,"$5,700,000 "
Zach Ertz,ARI,TE,"$5,666,667 "
Brian O'Neill,MIN,RT,"$5,576,115 "
Eric Rowe,MIA,SS,"$5,525,000 "
Randall Cobb,GB,WR,"$5,514,694 "
Logan Ryan,NYG,CB,"$5,500,000 "
Jameis Winston,NO,QB,"$5,500,000 "
Samson Ebukam,SF,OLB,"$5,500,000 "
Alex Mack,SF,C,"$5,500,000 "
William Gholston,TB,DE,"$5,500,000 "
Jarrad Davis,NYJ,ILB,"$5,500,000 "
Mitch Morse,BUF,C,"$5,477,941 "
Kyle Juszczyk,SF,FB,"$5,475,000 "
Jarran Reed,KC,DT,"$5,470,588 "
Keelan Cole,NYJ,WR,"$5,470,588 "
Sheldon Rankins,NYJ,DT,"$5,441,168 "
Trey Hopkins,CIN,C,"$5,438,235 "
Matthew Ioannidis,WAS,DT,"$5,402,941 "
Joe Mixon,CIN,RB,"$5,376,471 "
Jamison Crowder,NYJ,WR,"$5,352,932 "
Tyrod Taylor,HOU,QB,"$5,323,529 "
Laken Tomlinson,SF,G,"$5,264,705 "
Jason Verrett,SF,CB,"$5,264,699 "
Justin Pugh,ARI,G,"$5,235,290 "
Xavier Rhodes,IND,CB,"$5,210,000 "
Taron Johnson,BUF,CB,"$5,200,667 "
Deion Jones,ATL,ILB,"$5,162,353 "
Billy Turner,GB,RT,"$5,157,058 "
Baker Mayfield,CLE,QB,"$5,106,770 "
Jack Doyle,IND,TE,"$5,100,000 "
C.J. Uzomah,CIN,TE,"$5,073,529 "
Malcom Brown,JAC,DT,"$5,000,000 "
Sammy Watkins,BAL,WR,"$5,000,000 "
Ryan Succop,TB,K,"$5,000,000 "
Jacoby Brissett,MIA,QB,"$5,000,000 "
Chase Roullier,WAS,C,"$4,990,000 "
Kareem Jackson,DEN,SS,"$4,985,294 "
Jourdan Lewis,DAL,CB,"$4,970,575 "
Jason Sanders,MIA,K,"$4,970,000 "
A.J. Cann,JAC,G,"$4,945,575 "
Kevin King,GB,CB,"$4,929,412 "
Star Lotulelei,BUF,DT,"$4,911,755 "
Jonathan Jones,NE,CB,"$4,882,348 "
Jamal Agnew,JAC,WR,"$4,876,470 "
Kareem Hunt,CLE,RB,"$4,870,588 "
Eddie Goldman,CHI,DT,"$4,850,000 "
Saquon Barkley,NYG,RB,"$4,833,829 "
Jon Feliciano,BUF,G,"$4,823,521 "
Dean Lowry,GB,DE,"$4,800,000 "
Jared Cook,LAC,TE,"$4,800,000 "
David Johnson,HOU,RB,"$4,779,411 "
Sam Darnold,CAR,QB,"$4,774,685 "
Darious Williams,LAR,CB,"$4,766,000 "
Gus Edwards,BAL,RB,"$4,750,000 "
Vernon Butler,BUF,DT,"$4,747,050 "
Maliek Collins,HOU,DT,"$4,705,882 "
Denzel Ward,CLE,CB,"$4,627,094 "
Tyson Campbell,JAC,CB,"$4,576,440 "
Adrian Amos,GB,FS,"$4,554,000 "
Elijah Moore,NYJ,WR,"$4,522,128 "
Mario Edwards,CHI,DE,"$4,500,097 "
Zach Banner,PIT,RT,"$4,500,000 "
Cameron Sutton,PIT,CB,"$4,500,000 "
Nicholas Morrow,LV,OLB,"$4,500,000 "
Troy Hill,CLE,CB,"$4,500,000 "
Benson Mayowa,SEA,DE,"$4,490,000 "
Vonn Bell,CIN,FS,"$4,488,235 "
Javonte Williams,DEN,RB,"$4,467,820 "
Poona Ford,SEA,DT,"$4,420,000 "
Teddy Bridgewater,DEN,QB,"$4,415,000 "
Emmanuel Moseley,SF,CB,"$4,384,000 "
Bradley Chubb,DEN,OLB,"$4,368,806 "
Jevon Holland,MIA,S,"$4,359,208 "
Morgan Moses,NYJ,RT,"$4,320,588 "
Landon Dickerson,PHI,G,"$4,315,764 "
Anthony Brown,DAL,CB,"$4,250,000 "
"Odell Beckham, Jr.",LAR,WR,"$4,250,000 "
Germain Ifedi,CHI,RT,"$4,250,000 "
Austin Ekeler,LAC,RB,"$4,250,000 "
Dan Feeney,NYJ,G,"$4,220,588 "
Christian Barmore,NE,DT,"$4,217,996 "
Teven Jenkins,CHI,T,"$4,120,252 "
James Hurst,NO,LT,"$4,075,000 "
DaQuan Jones,CAR,DT,"$4,050,000 "
Richie Grant,ATL,S,"$4,033,356 "
Marcedes Lewis,GB,TE,"$4,000,000 "
A'Shawn Robinson,LAR,DT,"$4,000,000 "
Keanu Neal,DAL,ILB,"$4,000,000 "
Isaac Seumalo,PHI,G,"$4,000,000 "
Anthony Harris,PHI,FS,"$4,000,000 "
Nick Foles,CHI,QB,"$4,000,000 "
Morgan Fox,CAR,DE,"$4,000,000 "
Brandon McManus,DEN,K,"$4,000,000 "
Jayon Brown,TEN,ILB,"$3,985,294 "
Wes Schweitzer,WAS,G,"$3,970,000 "
Levi Onwuzurike,DET,DT,"$3,946,468 "
Logan Cooke,JAC,P,"$3,920,000 "
Terrance Mitchell,HOU,CB,"$3,911,754 "
Quenton Nelson,IND,G,"$3,907,580 "
Kyler Murray,ARI,QB,"$3,866,240 "
Albert Wilson,MIA,WR,"$3,850,000 "
Liam Eichenberg,MIA,G,"$3,848,712 "
Henry Anderson,NE,DE,"$3,776,468 "
Trevon Moehrig,LV,S,"$3,761,824 "
Chris Manhertz,JAC,TE,"$3,750,000 "
Johnny Hekker,LAR,P,"$3,750,000 "
Tarell Basham,DAL,DE,"$3,750,000 "
Adam Butler,MIA,DT,"$3,750,000 "
Cameron Brate,TB,TE,"$3,750,000 "
Greg Van Roten,NYJ,G,"$3,750,000 "
Markus Golden,ARI,OLB,"$3,735,294 "
Malik Jackson,CLE,DT,"$3,735,294 "
Juston Burris,CAR,SS,"$3,715,875 "
Denzelle Good,LV,G,"$3,700,000 "
George Kittle,SF,TE,"$3,682,348 "
Kelvin Joseph,DAL,CB,"$3,679,028 "
Takkarist McKinley,CLE,DE,"$3,676,471 "
Chris Hubbard,CLE,RT,"$3,661,755 "
Nick Bosa,SF,DE,"$3,650,170 "
Kerry Hyder,SEA,DE,"$3,650,000 "
Wil Lutz,NO,K,"$3,650,000 "
Joe Schobert,PIT,ILB,"$3,632,352 "
Quinnen Williams,NYJ,DE,"$3,627,216 "
Jesse Davis,MIA,RT,"$3,585,000 "
Cairo Santos,CHI,K,"$3,575,000 "
Sheldon Richardson,MIN,DT,"$3,564,705 "
Walker Little,JAC,LT,"$3,563,056 "
Blake Jarwin,DAL,TE,"$3,544,117 "
Mason Crosby,GB,K,"$3,500,000 "
Justin Tucker,BAL,K,"$3,500,000 "
Johnathan Hankins,LV,DT,"$3,500,000 "
Marcus Mariota,LV,QB,"$3,500,000 "
Jalen Richard,LV,RB,"$3,500,000 "
Graham Gano,NYG,K,"$3,500,000 "
Devontae Booker,NYG,RB,"$3,500,000 "
D.J. Jones,SF,DT,"$3,455,870 "
Ka'imi Fairbairn,HOU,K,"$3,450,000 "
Kendall Lamm,TEN,RT,"$3,441,176 "
Jackson Carman,CIN,G,"$3,438,144 "
J.C. Jackson,NE,CB,"$3,384,000 "
Mo Alie-Cox,IND,TE,"$3,384,000 "
Zach Pascal,IND,WR,"$3,384,000 "
Robert Tonyan Jr.,GB,TE,"$3,384,000 "
Dennis Gardeck,ARI,OLB,"$3,384,000 "
Orlando Brown Jr.,KC,LT,"$3,384,000 "
Charvarius Ward,KC,CB,"$3,384,000 "
Matt Gono,ATL,T,"$3,384,000 "
A.J. Johnson,DEN,ILB,"$3,384,000 "
A.J. Bouye,CAR,CB,"$3,380,556 "
Brandon Shell,SEA,RT,"$3,375,000 "
Jason Myers,SEA,K,"$3,350,000 "
Tyler Matakevich,BUF,ILB,"$3,350,000 "
Clelin Ferrell,LV,DE,"$3,345,984 "
Devin White,TB,ILB,"$3,335,074 "
Mike Purcell,DEN,DT,"$3,323,521 "
Mike Remmers,KC,LT,"$3,300,000 "
Asante Samuel Jr.,LAC,CB,"$3,273,052 "
K.J. Wright,LV,OLB,"$3,255,000 "
Leonard Fournette,TB,RB,"$3,250,000 "
Harrison Butker,KC,K,"$3,234,118 "
Quinton Jefferson,LV,DT,"$3,220,000 "
Alex Lewis,NYJ,G,"$3,211,765 "
Desmond King,HOU,CB,"$3,191,176 "
Kevin Pierre-Louis,HOU,OLB,"$3,191,170 "
Sam Tevi,IND,LT,"$3,170,000 "
Roquan Smith,CHI,ILB,"$3,169,613 "
Aaron Banks,SF,G,"$3,164,436 "
Mike McGlinchey,SF,RT,"$3,151,166 "
Raheem Mostert,SF,RB,"$3,142,640 "
Chris Boswell,PIT,K,"$3,085,000 "
Rondale Moore,ARI,WR,"$3,055,812 "
Daniel Jones,NYG,QB,"$3,003,096 "
Trai Turner,PIT,G,"$3,000,000 "
Ereck Flowers,WAS,G,"$3,000,000 "
David Andrews,NE,C,"$3,000,000 "
Mason Rudolph,PIT,QB,"$3,000,000 "
Tyson Alualu,PIT,DE,"$3,000,000 "
Kenyan Drake,LV,RB,"$3,000,000 "
Nate Solder,NYG,RT,"$3,000,000 "
Austin Johnson,NYG,DT,"$3,000,000 "
Ethan Pocic,SEA,C,"$3,000,000 "
Anthony Firkser,TEN,TE,"$3,000,000 "
Michael Pierce,MIN,DT,"$3,000,000 "
Jordan Hicks,ARI,ILB,"$3,000,000 "
Cameron Johnston,HOU,P,"$3,000,000 "
Angelo Blackson,CHI,DE,"$3,000,000 "
Cordarrelle Patterson,ATL,RB,"$3,000,000 "
Mike Davis,ATL,RB,"$3,000,000 "
Anthony Walker Jr.,CLE,ILB,"$2,985,000 "
C.J. Beathard,JAC,QB,"$2,976,464 "
Ted Karras,NE,C,"$2,970,588 "
Azeez Ojulari,NYG,LB,"$2,947,208 "
Ryan Griffin,NYJ,TE,"$2,940,000 "
Matt Prater,ARI,K,"$2,925,000 "
John Franklin-Myers,NYJ,DE,"$2,920,000 "
LaMarcus Joyner,NYJ,FS,"$2,911,754 "
A.J. Cole,LV,P,"$2,850,000 "
Jeremiah Attaochu,CHI,OLB,"$2,850,000 "
Samuel Cosmi,WAS,RT,"$2,838,596 "
Nick Gates,NYG,C,"$2,825,000 "
Jordan Jenkins,HOU,DE,"$2,823,521 "
Solomon Thomas,LV,DE,"$2,800,000 "
Riley Dixon,NYG,P,"$2,800,000 "
Bradley Pinion,TB,P,"$2,800,000 "
Xavier Su'a-Filo,CIN,G,"$2,770,588 "
Derek Watt,PIT,FB,"$2,750,000 "
Jeremiah Owusu-Koramoah,CLE,OLB,"$2,729,976 "
Minkah Fitzpatrick,PIT,FS,"$2,722,878 "
Brett Kern,TEN,P,"$2,700,000 "
Cethan Carter,MIA,TE,"$2,700,000 "
Jon Bostic,WAS,ILB,"$2,690,000 "
Tavon Young,BAL,CB,"$2,650,000 "
Maxx Williams,ARI,TE,"$2,638,235 "
Matthew Slater,NE,WR,"$2,626,464 "
Dillon Radunz,TEN,G,"$2,621,364 "
Mike Boone,DEN,RB,"$2,600,000 "
Justin Bethel,NE,CB,"$2,576,471 "
T.J. Hockenson,DET,TE,"$2,563,812 "
Josh Allen,JAC,OLB,"$2,562,513 "
Al-Quadin Muhammad,IND,DE,"$2,555,000 "
Tashaun Gipson,CHI,FS,"$2,555,000 "
Jake Elliott,PHI,K,"$2,550,000 "
Clayton Fejedelem,MIA,SS,"$2,525,000 "
Dayo Odeyingbo,IND,DE,"$2,512,743 "
Jihad Ward,JAC,OLB,"$2,500,000 "
Cody Davis,NE,FS,"$2,500,000 "
Lawrence Guy,NE,DT,"$2,500,000 "
Chuck Clark,BAL,SS,"$2,500,000 "
Andre James,LV,C,"$2,500,000 "
Zay Jones,LV,WR,"$2,500,000 "
Casey Hayward,LV,CB,"$2,500,000 "
Ryan Kerrigan,PHI,DE,"$2,500,000 "
Steven Nelson,PHI,CB,"$2,500,000 "
Mitchell Trubisky,BUF,QB,"$2,500,000 "
