Name,Team,POS,Salary
Jamal Adams,NYJ,SS,"$14,793,154"
Tyrod Taylor,BUF,QB,"$14,500,000"
Joe Thomas,CLE,LT,"$14,500,000"
Travis Frederick,DAL,C,"$14,221,000"
Stephon Tuitt,PIT,DE,"$14,000,000"
Philip Rivers,LAC,QB,"$14,000,000"
Matt Kalil,CAR,LT,"$13,600,000"
Eli Manning,NYG,QB,"$13,500,000"
Kelechi Osemele,OAK,G,"$13,500,000"
Malik Jackson,JAC,DT,"$13,500,000"
A.J. Bouye,JAC,CB,"$13,500,000"
Russell Okung,LAC,LT,"$13,468,750"
Aaron Rodgers,GB,QB,"$13,312,500"
Alex Smith,KC,QB,"$13,300,000"
Andy Dalton,CIN,QB,"$13,300,000"
Gerald McCoy,TB,DT,"$13,250,000"
Kam Chancellor,SEA,SS,"$13,182,808"
Tony Jefferson,BAL,SS,"$13,000,000"
Dez Bryant,DAL,WR,"$13,000,000"
Drew Brees,NO,QB,"$13,000,000"
Mike Williams,LAC,WR,"$12,968,584"
Ezekiel Ansah,DET,DE,"$12,734,000"
Russell Wilson,SEA,QB,"$12,600,000"
DeSean Jackson,TB,WR,"$12,500,000"
Andrew Whitworth,LAR,LT,"$12,500,000"
Demaryius Thomas,DEN,WR,"$12,500,000"
Dont'a Hightower,NE,OLB,"$12,398,435"
Janoris Jenkins,NYG,CB,"$12,241,176"
Le'Veon Bell,PIT,RB,"$12,120,000"
Alec Ogletree,LAR,ILB,"$12,119,000"
Olivier Vernon,NYG,DE,"$12,000,000"
Ben Roethlisberger,PIT,QB,"$12,000,000"
Tyron Smith,DAL,LT,"$11,745,000"
Joel Bitonio,CLE,G,"$11,664,777"
Julio Jones,ATL,WR,"$11,500,000"
Richard Sherman,SEA,CB,"$11,431,000"
Trent Williams,WAS,LT,"$11,406,250"
Jason Peters,PHI,LT,"$11,250,000"
T.J. Lang,DET,G,"$11,203,125"
Christian McCaffrey,CAR,RB,"$11,144,128"
Morgan Moses,WAS,RT,"$11,047,000"
John Ross,CIN,WR,"$11,025,369"
Timmy Jernigan,PHI,DT,"$11,017,284"
Eric Berry,KC,FS,"$11,000,000"
Larry Fitzgerald,ARI,WR,"$11,000,000"
Cordy Glenn,BUF,LT,"$11,000,000"
Ron Leary,DEN,G,"$11,000,000"
Clay Matthews Jr.,GB,OLB,"$10,943,750"
Brandon Linder,JAC,C,"$10,906,250"
Micah Hyde,BUF,SS,"$10,800,000"
Laurent Duvernay-Tardif,KC,G,"$10,698,500"
Patrick Mahomes,KC,QB,"$10,551,026"
A.J. Green,CIN,WR,"$10,500,000"
Gabe Jackson,OAK,G,"$10,500,000"
J.J. Watt,HOU,DE,"$10,500,000"
Johnathan Hankins,IND,DT,"$10,468,750"
Aqib Talib,DEN,CB,"$10,352,941"
Michael Brockers,LAR,DT,"$10,250,000"
Rob Gronkowski,NE,TE,"$10,187,500"
Reshad Jones,MIA,SS,"$10,150,000"
Larry Warford,NO,G,"$10,100,000"
Jimmy Graham,SEA,TE,"$10,000,000"
Logan Ryan,TEN,CB,"$10,000,000"
Jay Cutler,MIA,QB,"$10,000,000"
Patrick Peterson,ARI,CB,"$10,000,000"
Anthony Castonzo,IND,LT,"$10,000,000"
Jabaal Sheard,IND,OLB,"$10,000,000"
Mark Barron,LAR,ILB,"$10,000,000"
Vontaze Burfict,CIN,OLB,"$9,841,411"
Corey Linsley,GB,C,"$9,803,450"
Eric Wood,BUF,C,"$9,800,000"
Christian Kirksey,CLE,ILB,"$9,797,000"
Robert Quinn,LAR,OLB,"$9,794,979"
Marshon Lattimore,NO,CB,"$9,775,591"
Mario Addison,CAR,DE,"$9,687,500"
Sean Smith,OAK,CB,"$9,500,000"
Darian Stewart,DEN,FS,"$9,500,000"
Randall Cobb,GB,WR,"$9,468,750"
Terron Armstead,NO,LT,"$9,300,000"
Jordy Nelson,GB,WR,"$9,218,750"
Malcolm Smith,SF,OLB,"$9,050,000"
Damon Harrison,NYG,DT,"$9,000,000"
Andre Branch,MIA,DE,"$9,000,000"
Kenny Stills,MIA,WR,"$9,000,000"
Jermaine Gresham,ARI,TE,"$9,000,000"
Sean Lee,DAL,OLB,"$9,000,000"
Everson Griffen,MIN,DE,"$9,000,000"
Nick Fairley,NO,DT,"$9,000,000"
Fletcher Cox,PHI,DT,"$9,000,000"
Robert Alford,ATL,CB,"$9,000,000"
Joe Staley,SF,LT,"$8,918,750"
Justin Pugh,NYG,G,"$8,821,000"
Charles Leno,CHI,LT,"$8,797,000"
David Amerson,OAK,CB,"$8,687,500"
Deshaun Watson,HOU,QB,"$8,618,895"
Chris Harris,DEN,CB,"$8,600,000"
Earl Thomas,SEA,FS,"$8,500,000"
Greg Olsen,CAR,TE,"$8,500,000"
Ryan Kerrigan,WAS,OLB,"$8,500,000"
Haason Reddick,ARI,ILB,"$8,407,157"
Lane Taylor,GB,G,"$8,400,000"
Linval Joseph,MIN,DT,"$8,250,000"
Brian Orakpo,TEN,OLB,"$8,200,000"
Kiko Alonso,MIA,OLB,"$8,150,000"
Sheldon Richardson,SEA,DT,"$8,069,000"
Cameron Wake,MIA,DE,"$8,000,000"
Cameron Heyward,PIT,DE,"$8,000,000"
Alejandro Villanueva,PIT,LT,"$8,000,000"
Mike Iupati,ARI,G,"$8,000,000"
Barry Church,JAC,SS,"$8,000,000"
T.Y. Hilton,IND,WR,"$8,000,000"
Corey Liuget,LAC,DT,"$8,000,000"
Brent Grimes,TB,CB,"$8,000,000"
Brian Winters,NYJ,G,"$8,000,000"
Kelvin Beachum,NYJ,LT,"$8,000,000"
Dontari Poe,ATL,DT,"$8,000,000"
Bennie Logan,KC,DT,"$7,984,375"
Lane Johnson,PHI,RT,"$7,984,375"
Mike Pouncey,MIA,C,"$7,975,000"
Jack Doyle,IND,TE,"$7,968,750"
Derek Barnett,PHI,DE,"$7,951,016"
Mike Daniels,GB,DT,"$7,937,500"
Julian Edelman,NE,WR,"$7,857,843"
David DeCastro,PIT,G,"$7,850,000"
Darius Slay,DET,CB,"$7,800,000"
Luke Kuechly,CAR,ILB,"$7,763,324"
LeSean McCoy,BUF,RB,"$7,750,000"
Malik Hooker,IND,S,"$7,699,741"
Luke Joeckel,SEA,G,"$7,687,500"
Jimmy Smith,BAL,CB,"$7,669,017"
Josh McCown,NYJ,QB,"$7,625,000"
Geno Atkins,CIN,DT,"$7,600,000"
Jerry Hughes,BUF,DE,"$7,550,000"
Maurkice Pouncey,PIT,C,"$7,500,000"
Mike Remmers,MIN,RT,"$7,500,000"
Adam Thielen,MIN,WR,"$7,496,000"
Kyle Juszczyk,SF,FB,"$7,450,000"
Terrell McClain,WAS,DE,"$7,437,500"
Jason Witten,DAL,TE,"$7,400,000"
Pernell McPhee,CHI,OLB,"$7,325,000"
Matt Prater,DET,K,"$7,300,000"
Duron Harmon,NE,SS,"$7,250,000"
Tyrone Crawford,DAL,DE,"$7,250,000"
Marlon Humphrey,BAL,CB,"$7,221,348"
Donald Penn,OAK,LT,"$7,150,000"
Cameron Jordan,NO,DE,"$7,100,000"
Devin McCourty,NE,FS,"$7,000,000"
John Cyprien,TEN,SS,"$7,000,000"
Joe Haden,PIT,CB,"$7,000,000"
Captain Munnerlyn,CAR,CB,"$7,000,000"
Bruce Irvin,OAK,OLB,"$7,000,000"
Marvin Jones,DET,WR,"$7,000,000"
Allen Hurns,JAC,WR,"$7,000,000"
Vinny Curry,PHI,DE,"$7,000,000"
Prince Amukamara,CHI,CB,"$7,000,000"
William Gholston,TB,DE,"$7,000,000"
Johnathan Joseph,HOU,CB,"$7,000,000"
Robert Woods,LAR,WR,"$7,000,000"
Ryan Schraeder,ATL,RT,"$7,000,000"
Nate Solder,NE,LT,"$6,999,750"
Jonathan Allen,WAS,DE,"$6,963,022"
DeMarco Murray,TEN,RB,"$6,950,000"
Rodney Hudson,OAK,C,"$6,950,000"
Tamba Hali,KC,OLB,"$6,937,500"
Eric Fisher,KC,LT,"$6,907,977"
Glover Quin,DET,FS,"$6,900,000"
Emmanuel Sanders,DEN,WR,"$6,850,000"
Adoree' Jackson,TEN,CB,"$6,810,661"
Kyle Williams,BUF,DT,"$6,800,000"
Star Lotulelei,CAR,DT,"$6,757,000"
Jared Veldheer,ARI,RT,"$6,750,000"
Keenan Allen,LAC,WR,"$6,750,000"
Brandon Graham,PHI,DE,"$6,750,000"
Kareem Jackson,HOU,CB,"$6,750,000"
Alex Mack,ATL,C,"$6,750,000"
J.C. Tretter,CLE,C,"$6,750,000"
O.J. Howard,TB,TE,"$6,660,048"
Garett Bolles,DEN,LT,"$6,628,203"
Dominique Rodgers-Cromartie,NYG,CB,"$6,589,411"
Jarrad Davis,DET,ILB,"$6,582,587"
Michael Crabtree,OAK,WR,"$6,569,853"
Adam-Pacman Jones,CIN,CB,"$6,504,779"
Jermey Parnell,JAC,RT,"$6,500,000"
Stacy McGee,WAS,DT,"$6,500,000"
Kyle Long,CHI,G,"$6,500,000"
Charles Harris,MIA,DE,"$6,491,356"
Lawrence Timmons,MIA,ILB,"$6,466,176"
Derrick Morgan,TEN,OLB,"$6,437,500"
Evan Engram,NYG,TE,"$6,400,130"
Robert Ayers,TB,DE,"$6,250,000"
Corey Peters,ARI,DT,"$6,212,500"
Gareon Conley,OAK,CB,"$6,169,496"
Josh Sitton,CHI,G,"$6,156,250"
Jabrill Peppers,CLE,S,"$6,126,446"
Thomas Davis,CAR,OLB,"$6,058,824"
Takkarist McKinley,ATL,DE,"$6,035,204"
T.J. McDonald,MIA,FS,"$6,004,445"
Marshal Yanda,BAL,G,"$6,000,000"
Jeremy Maclin,BAL,WR,"$6,000,000"
Sylvester Williams,TEN,DT,"$6,000,000"
Brandon Carr,BAL,CB,"$6,000,000"
Rhett Ellison,NYG,TE,"$6,000,000"
Reggie Nelson,OAK,FS,"$6,000,000"
Golden Tate,DET,WR,"$6,000,000"
Terrelle Pryor,WAS,WR,"$6,000,000"
John Simon,IND,OLB,"$6,000,000"
Vernon Davis,WAS,TE,"$6,000,000"
D.J. Swearinger,WAS,FS,"$6,000,000"
Paul Posluszny,JAC,OLB,"$6,000,000"
Malcolm Jenkins,PHI,FS,"$6,000,000"
Chris Baker,TB,DT,"$6,000,000"
Dion Sims,CHI,TE,"$6,000,000"
Lavonte David,TB,OLB,"$6,000,000"
Markus Wheaton,CHI,WR,"$6,000,000"
Marcus Cooper,CHI,CB,"$6,000,000"
Buster Skrine,NYJ,CB,"$6,000,000"
Terrance Williams,DAL,WR,"$6,000,000"
Jahleel Addae,LAC,SS,"$6,000,000"
Mohamed Sanu,ATL,WR,"$6,000,000"
Tre'Davious White,BUF,CB,"$5,943,989"
Menelik Watson,DEN,RT,"$5,937,500"
Coby Fleener,NO,TE,"$5,900,000"
Taco Charlton,DAL,DE,"$5,898,373"
Derek Wolfe,DEN,DE,"$5,893,750"
Justin Britt,SEA,C,"$5,891,400"
Bryan Bulaga,GB,RT,"$5,837,500"
K.J. Wright,SEA,OLB,"$5,800,000"
A.J. Klein,NO,ILB,"$5,800,000"
Doug Martin,TB,RB,"$5,764,705"
Mike Wallace,BAL,WR,"$5,750,000"
Marcell Dareus,JAC,DT,"$5,735,294"
Eric Reid,SF,SS,"$5,676,000"
Kenny Vaccaro,NO,SS,"$5,676,000"
Benjamin Ijalana,NYJ,RT,"$5,671,875"
Carlos Dunlap,CIN,DE,"$5,650,000"
Max Unger,NO,C,"$5,650,000"
Lawrence Guy,NE,DE,"$5,600,000"
Julius Thomas,MIA,TE,"$5,600,000"
Cordarrelle Patterson,OAK,WR,"$5,600,000"
Haloti Ngata,DET,DT,"$5,562,500"
Andre Hal,HOU,FS,"$5,547,000"
Bobby Massie,CHI,RT,"$5,534,375"
David Njoku,CLE,TE,"$5,532,342"
Mitchell Schwartz,KC,RT,"$5,500,000"
Rishard Matthews,TEN,WR,"$5,500,000"
Earl Mitchell,SF,DT,"$5,500,000"
Harrison Smith,MIN,FS,"$5,500,000"
Kyle Rudolph,MIN,TE,"$5,500,000"
Tashaun Gipson,JAC,FS,"$5,500,000"
Lamar Miller,HOU,RB,"$5,500,000"
Danny Trevathan,CHI,ILB,"$5,482,352"
C.J. Fiedorowicz,HOU,TE,"$5,472,000"
Brandon Marshall,NYG,WR,"$5,468,750"
Alan Branch,NE,DT,"$5,425,000"
Rodger Saffold,LAR,G,"$5,347,233"
T.J. Watt,PIT,OLB,"$5,338,504"
Jared Cook,OAK,TE,"$5,300,000"
Morgan Burnett,GB,SS,"$5,275,000"
Travis Benjamin,LAC,WR,"$5,250,000"
Andy Levitre,ATL,G,"$5,250,000"
Telvin Smith,JAC,OLB,"$5,196,998"
Reuben Foster,SF,ILB,"$5,176,320"
Jeff Allen,HOU,G,"$5,125,000"
Jordan Poyer,BUF,FS,"$5,100,000"
Ryan Ramczyk,NO,RT,"$5,071,585"
Dwayne Allen,NE,TE,"$5,000,000"
Bobby Wagner,SEA,ILB,"$5,000,000"
Mike Mitchell,PIT,FS,"$5,000,000"
Tyrann Mathieu,ARI,FS,"$5,000,000"
Brandon LaFell,CIN,WR,"$5,000,000"
Ted Ginn Jr.,NO,WR,"$5,000,000"
Brandon Brooks,PHI,G,"$5,000,000"
Mychal Kendricks,PHI,OLB,"$5,000,000"
Antonio Gates,LAC,TE,"$5,000,000"
Jason Kelce,PHI,C,"$5,000,000"
Torrey Smith,PHI,WR,"$5,000,000"
La'el Collins,DAL,RT,"$5,000,000"
Adrian Clayborn,ATL,DE,"$5,000,000"
Duane Brown,SEA,LT,"$4,976,470"
Chris Ivory,JAC,RB,"$4,968,750"
Morris Claiborne,NYJ,CB,"$4,968,750"
Quintin Demps,CHI,SS,"$4,906,250"
J.R. Sweezy,TB,G,"$4,843,750"
George Iloka,CIN,FS,"$4,800,000"
Tyler Eifert,CIN,TE,"$4,782,000"
William Hayes,MIA,DE,"$4,750,000"
Matt Schaub,ATL,QB,"$4,750,000"
Antoine Bethea,ARI,SS,"$4,734,375"
Daniel Sorensen,KC,SS,"$4,700,000"
James Carpenter,NYJ,G,"$4,700,000"
James White,NE,RB,"$4,690,000"
Whitney Mercilus,HOU,OLB,"$4,656,250"
Cliff Avril,SEA,DE,"$4,625,000"
Kyle Van Noy,NE,ILB,"$4,615,741"
Patrick Chung,NE,SS,"$4,600,000"
Steven Hauschka,BUF,K,"$4,600,000"
Ron Parker,KC,FS,"$4,584,375"
Joe Barksdale,LAC,RT,"$4,534,375"
Eric Decker,TEN,WR,"$4,525,000"
Austin Howard,BAL,RT,"$4,525,000"
Chris Thompson,WAS,RB,"$4,506,800"
Delanie Walker,TEN,TE,"$4,500,000"
Marquise Goodwin,SF,WR,"$4,500,000"
Charles Clay,BUF,TE,"$4,500,000"
T.J. Ward,TB,SS,"$4,500,000"
Evan Smith,TB,C,"$4,500,000"
Levine Toilolo,ATL,TE,"$4,500,000"
Allen Bailey,KC,DE,"$4,468,750"
Clint Boling,CIN,G,"$4,450,000"
Demar Dotson,TB,RT,"$4,300,000"
Elvis Dumervil,SF,OLB,"$4,250,000"
Latavius Murray,MIN,RB,"$4,250,000"
Casey Hayward,LAC,CB,"$4,250,000"
Jonathan Stewart,CAR,RB,"$4,225,000"
Joey Bosa,LAC,DE,"$4,178,661"
Kevin Minter,CIN,ILB,"$4,140,625"
Dustin Colquitt,KC,P,"$4,100,000"
Zach Ertz,PHI,TE,"$4,100,000"
Brooks Reed,ATL,DE,"$4,100,000"
Charles Johnson,CAR,DE,"$4,030,331"
Nick Foles,PHI,QB,"$4,025,433"
Brandon McManus,DEN,K,"$4,000,000"
Terrell Suggs,BAL,OLB,"$4,000,000"
Eric Weddle,BAL,FS,"$4,000,000"
Jeremy Lane,SEA,CB,"$4,000,000"
Julius Peppers,CAR,DE,"$4,000,000"
Shawn Lauvao,WAS,G,"$4,000,000"
Brian Robison,MIN,DE,"$4,000,000"
Nigel Bradham,PHI,OLB,"$4,000,000"
Darren Sproles,PHI,RB,"$4,000,000"
Rodney McLeod,PHI,FS,"$4,000,000"
Bryan Anger,TB,P,"$4,000,000"
Marcedes Lewis,JAC,TE,"$4,000,000"
Abry Jones,JAC,DT,"$4,000,000"
Matt Forte,NYJ,RB,"$4,000,000"
Michael Johnson,CIN,DE,"$3,987,500"
Kayvon Webster,LAR,CB,"$3,953,125"
Eddie Lacy,SEA,RB,"$3,937,500"
Malcolm Butler,NE,CB,"$3,910,000"
Jordan Reed,WAS,TE,"$3,843,750"
Domata Peko,DEN,DT,"$3,800,000"
Mike Gillislee,NE,RB,"$3,781,250"
Richie Incognito,BUF,G,"$3,775,000"
D.J. Hayden,DET,CB,"$3,750,000"
Akeem Spence,DET,DT,"$3,750,000"
Thomas Morstead,NO,P,"$3,750,000"
Jerrell Freeman,CHI,ILB,"$3,750,000"
Bilal Powell,NYJ,RB,"$3,750,000"
Jack Crawford,ATL,DE,"$3,750,000"
Russell Shepard,CAR,WR,"$3,725,000"
Cam Robinson,JAC,LT,"$3,709,118"
Mark Ingram,NO,RB,"$3,700,000"
K'Waun Williams,SF,CB,"$3,690,000"
Ryan Fitzpatrick,TB,QB,"$3,675,000"
Terence Newman,MIN,CB,"$3,600,000"
Budda Baker,ARI,SS,"$3,572,277"
Shawn Williams,CIN,SS,"$3,571,875"
Lorenzo Alexander,BUF,OLB,"$3,550,000"
Zay Jones,BUF,WR,"$3,535,786"
Ben Jones,TEN,C,"$3,500,000"
Wesley Woodyard,TEN,ILB,"$3,500,000"
Ryan Kalil,CAR,C,"$3,500,000"
Tahir Whitehead,DET,OLB,"$3,500,000"
Cole Beasley,DAL,WR,"$3,500,000"
Frank Gore,IND,RB,"$3,500,000"
Brandon Mebane,LAC,DT,"$3,500,000"
Connor Barwin,LAR,OLB,"$3,500,000"
Zach Strief,NO,RT,"$3,475,000"
Jadeveon Clowney,HOU,OLB,"$3,457,227"
Zane Beadles,SF,G,"$3,450,000"
Travis Kelce,KC,TE,"$3,418,750"
Da'Norris Searcy,TEN,SS,"$3,400,000"
Nate Allen,MIA,FS,"$3,400,000"
David Harris,NE,ILB,"$3,375,000"
Steve McLendon,NYJ,DT,"$3,375,000"
Marcus Maye,NYJ,FS,"$3,371,574"
John Jerry,NYG,G,"$3,350,000"
Patrick DiMarco,BUF,FB,"$3,350,000"
Ryan Griffin,HOU,TE,"$3,345,309"
Forrest Lamp,LAC,G,"$3,336,669"
Greg Robinson,DET,LT,"$3,322,377"
Ahmad Brooks,GB,OLB,"$3,312,500"
Chris Jones,DAL,P,"$3,300,000"
Malik McDowell,SEA,DT,"$3,283,503"
Curtis Samuel,CAR,WR,"$3,257,291"
Erik Walden,TEN,OLB,"$3,250,000"
Graham Gano,CAR,K,"$3,250,000"
Danny Woodhead,BAL,RB,"$3,250,000"
Josh Robinson,TB,CB,"$3,250,000"
Chad Henne,JAC,QB,"$3,250,000"
Johnny Hekker,LAR,P,"$3,250,000"
Blake Bortles,JAC,QB,"$3,236,565"
Vincent Rey,CIN,ILB,"$3,225,000"
Andre Smith,CIN,G,"$3,218,750"
Dan Bailey,DAL,K,"$3,200,000"
Willie Young,CHI,OLB,"$3,200,000"
Britton Colquitt,CLE,P,"$3,150,000"
Marcus Williams,NO,FS,"$3,143,501"
Dalvin Cook,MIN,RB,"$3,136,136"
Marcus Gilbert,PIT,RT,"$3,108,824"
Cornelius Washington,DET,DE,"$3,071,875"
Sidney Jones,PHI,CB,"$3,070,520"
Rex Burkhead,NE,RB,"$3,056,250"
Drew Stanton,ARI,QB,"$3,050,000"
Gerald Everett,LAR,TE,"$3,000,977"
Colt McCoy,WAS,QB,"$3,000,193"
C.J. Anderson,DEN,RB,"$3,000,000"
Stephen Gostkowski,NE,K,"$3,000,000"
D.J. Fluker,NYG,G,"$3,000,000"
Brynden Trawick,TEN,SS,"$3,000,000"
Tyson Alualu,PIT,DE,"$3,000,000"
Josh Mauro,ARI,DT,"$3,000,000"
Giovani Bernard,CIN,RB,"$3,000,000"
Phil Dawson,ARI,K,"$3,000,000"
Sebastian Janikowski,OAK,K,"$3,000,000"
Paul Worrilow,DET,OLB,"$3,000,000"
Orlando Scandrick,DAL,CB,"$3,000,000"
Brent Celek,PHI,TE,"$3,000,000"
Joe Hawley,TB,C,"$3,000,000"
Derrick Shelby,ATL,DT,"$3,000,000"
Marcus Gilchrist,HOU,SS,"$3,000,000"
Jason McCourty,CLE,CB,"$2,968,750"
Marshawn Lynch,OAK,RB,"$2,968,750"
Darius Butler,IND,FS,"$2,968,750"
Khalil Mack,OAK,DE,"$2,966,864"
Adam Shaheen,CHI,TE,"$2,903,573"
Jonathan Casillas,NYG,OLB,"$2,900,000"
Kevin Huber,CIN,P,"$2,850,000"
David Bakhtiari,GB,LT,"$2,846,000"
Andrew Sendejo,MIN,SS,"$2,826,470"
Sam Martin,DET,P,"$2,825,000"
Justin Tucker,BAL,K,"$2,800,000"
Brett Kern,TEN,P,"$2,800,000"
Virgil Green,DEN,TE,"$2,800,000"
Quincy Wilson,IND,CB,"$2,798,656"
Trey Burton,PHI,TE,"$2,788,958"
Chris Hogan,NE,WR,"$2,781,250"
Shane Vereen,NYG,RB,"$2,750,000"
Keenan Robinson,NYG,OLB,"$2,750,000"
Matt Cassel,TEN,QB,"$2,750,000"
Anthony Fasano,MIA,TE,"$2,750,000"
Emmanuel Lamur,MIN,OLB,"$2,750,000"
Adam Vinatieri,IND,K,"$2,750,000"
Christopher Conte,TB,FS,"$2,750,000"
Jermaine Kearse,NYJ,WR,"$2,750,000"
Matt Bryant,ATL,K,"$2,750,000"
Chris Clark,HOU,LT,"$2,750,000"
Breno Giacomini,HOU,RT,"$2,750,000"
Isaiah Crowell,CLE,RB,"$2,746,000"
Todd Davis,DEN,ILB,"$2,746,000"
Andrew Norwell,CAR,G,"$2,746,000"
Wesley Johnson,NYJ,C,"$2,746,000"
Taylor Gabriel,ATL,WR,"$2,746,000"
Jameis Winston,TB,QB,"$2,739,662"
Davon House,GB,CB,"$2,725,000"
Jermon Bushrod,MIA,G,"$2,718,750"
Ramon Foster,PIT,G,"$2,675,000"
Jake Matthews,ATL,LT,"$2,660,387"
Tyus Bowser,BAL,OLB,"$2,659,989"
Brian Cushing,HOU,ILB,"$2,655,331"
Jarius Wright,MIN,WR,"$2,650,000"
Marcus Mariota,TEN,QB,"$2,636,270"
Dante Fowler Jr.,JAC,DE,"$2,570,478"
Joe Mixon,CIN,RB,"$2,568,763"
Vance McDonald,PIT,TE,"$2,568,750"
Kamar Aiken,IND,WR,"$2,562,500"
Stefen Wisniewski,PHI,C,"$2,525,000"
Jamar Taylor,CLE,CB,"$2,525,000"
Zach Brown,WAS,ILB,"$2,503,125"
Dwayne Harris,NYG,WR,"$2,500,000"
Landry Jones,PIT,QB,"$2,500,000"
Marquette King,OAK,P,"$2,500,000"
Ryan Groy,BUF,G,"$2,500,000"
Andre Holmes,BUF,WR,"$2,500,000"
Matt Slauson,LAC,G,"$2,500,000"
Brandon Marshall,DEN,ILB,"$2,500,000"
Donald Stephenson,DEN,LT,"$2,500,000"
Amari Cooper,OAK,WR,"$2,495,284"
Karl Klug,TEN,DT,"$2,484,375"
Ryan Anderson,WAS,OLB,"$2,477,526"
David Andrews,NE,C,"$2,477,500"
Mike Evans,TB,WR,"$2,415,205"
Brice McCain,TEN,CB,"$2,400,000"
Ryan Succop,TEN,K,"$2,400,000"
Kurt Coleman,CAR,FS,"$2,400,000"
Josh Kline,TEN,G,"$2,400,000"
J.J. Wilcox,PIT,FS,"$2,375,000"
Lance Kendricks,GB,TE,"$2,375,000"
Greg Zuerlein,LAR,K,"$2,375,000"
Justin Evans,TB,S,"$2,372,541"
Brandon Scherff,WAS,G,"$2,363,694"
Shea McClellin,NE,OLB,"$2,362,500"
Allen Barbre,DEN,G,"$2,350,000"
Mason Crosby,GB,K,"$2,350,000"
Manti Te'o,NO,ILB,"$2,350,000"
Tom Johnson,MIN,DT,"$2,350,000"
Jahri Evans,GB,G,"$2,325,000"
Sam Koch,BAL,P,"$2,300,000"
DeMarcus Walker,DEN,DE,"$2,295,080"
Derrick Johnson,KC,ILB,"$2,250,000"
Arthur Moats,PIT,OLB,"$2,250,000"
Karlos Dansby,ARI,ILB,"$2,250,000"
Ted Larsen,MIA,G,"$2,250,000"
Lee Smith,OAK,TE,"$2,250,000"
James Hanna,DAL,TE,"$2,250,000"
Chris Long,PHI,DE,"$2,250,000"
Demario Davis,NYJ,ILB,"$2,225,000"
DeShone Kizer,CLE,QB,"$2,203,848"
Matt Bosher,ATL,P,"$2,200,000"
Dekoda Watson,SF,OLB,"$2,175,000"
Anthony Barr,MIN,OLB,"$2,157,750"
Leonard Williams,NYJ,DE,"$2,128,716"
Jalen Tabor,DET,CB,"$2,112,622"
Lardarius Webb,BAL,CB,"$2,100,000"
Mike Adams,CAR,SS,"$2,100,000"
Margus Hunt,IND,DT,"$2,100,000"
Jamaal Charles,DEN,RB,"$2,093,750"
Eric Ebron,DET,TE,"$2,090,337"
Ed Dickson,CAR,TE,"$2,050,000"
Garry Gilliam,SF,RT,"$2,050,000"
Sharrif Floyd,MIN,DT,"$2,012,450"
Bradley McDougald,SEA,SS,"$2,000,000"
William Gay,PIT,CB,"$2,000,000"
Ryan Mallett,BAL,QB,"$2,000,000"
Vince Williams,PIT,ILB,"$2,000,000"
Justin Bethel,ARI,CB,"$2,000,000"
