Name,Team,POS,Salary
Kevin Zeitler,CIN,G,"$8,070,000"
Mitchell Schwartz,KC,RT,"$8,000,000"
Earl Thomas,SEA,FS,"$8,000,000"
Jared Odrick,JAC,DE,"$8,000,000"
Julius Peppers,GB,DE,"$8,000,000"
Cameron Heyward,PIT,DE,"$8,000,000"
Russell Okung,DEN,LT,"$8,000,000"
Brent Grimes,TB,CB,"$8,000,000"
Pierre Garcon,WAS,WR,"$8,000,000"
DeSean Jackson,WAS,WR,"$8,000,000"
Justin Tucker,BAL,K,"$8,000,000"
Mohamed Sanu,ATL,WR,"$8,000,000"
Sheldon Rankins,NO,DT,"$7,960,289"
Vance McDonald,SF,TE,"$7,895,797"
Rodney Hudson,OAK,C,"$7,800,000"
Chandler Jones,ARI,OLB,"$7,799,000"
Dont'a Hightower,NE,OLB,"$7,767,933"
Doug Martin,TB,RB,"$7,764,706"
Melvin Ingram,SD,OLB,"$7,751,000"
Brandon Flowers,SD,CB,"$7,750,000"
Travis Benjamin,SD,WR,"$7,750,000"
Jared Veldheer,ARI,RT,"$7,750,000"
Robert Ayers,TB,DE,"$7,750,000"
Michael Oher,CAR,RT,"$7,750,000"
Laremy Tunsil,MIA,LT,"$7,710,109"
George Iloka,CIN,FS,"$7,600,000"
Cameron Wake,MIA,DE,"$7,600,000"
Joe Barksdale,SD,RT,"$7,550,000"
Dre Kirkpatrick,CIN,CB,"$7,507,000"
Bobby Wagner,SEA,ILB,"$7,500,000"
Tashaun Gipson,JAC,FS,"$7,500,000"
Chris Ivory,JAC,RB,"$7,500,000"
David Harris,NYJ,ILB,"$7,500,000"
Dan Williams,OAK,DT,"$7,500,000"
Jairus Byrd,NO,FS,"$7,500,000"
Jameis Winston,TB,QB,"$7,431,383"
Kendall Wright,TEN,WR,"$7,320,000"
Karl Joseph,OAK,SS,"$7,293,140"
Reshad Jones,MIA,SS,"$7,250,000"
Pernell McPhee,CHI,OLB,"$7,175,000"
Corey Coleman,CLE,WR,"$7,126,361"
Vontae Davis,IND,CB,"$7,125,000"
Sam Bradford,MIN,QB,"$7,026,285"
Andrew Whitworth,CIN,LT,"$7,000,000"
William Hayes,LAR,DE,"$7,000,000"
Chase Daniel,PHI,QB,"$7,000,000"
Tamba Hali,KC,OLB,"$7,000,000"
Derrick Johnson,KC,ILB,"$7,000,000"
Anthony Castonzo,IND,LT,"$7,000,000"
Jeremy Lane,SEA,CB,"$7,000,000"
Jason McCourty,TEN,CB,"$7,000,000"
Brian Orakpo,TEN,OLB,"$7,000,000"
Duane Brown,HOU,LT,"$7,000,000"
Chris Harris,DEN,CB,"$7,000,000"
Maurkice Pouncey,PIT,C,"$7,000,000"
Everson Griffen,MIN,DE,"$7,000,000"
Jimmy Smith,BAL,CB,"$7,000,000"
Luke Kuechly,CAR,ILB,"$7,000,000"
Delanie Walker,TEN,TE,"$6,984,375"
Robert Griffin III,CLE,QB,"$6,984,375"
Johnathan Joseph,HOU,CB,"$6,906,250"
Bobby Massie,CHI,RT,"$6,834,375"
Casey Hayward,SD,CB,"$6,800,000"
Connor Barwin,PHI,OLB,"$6,750,000"
Tyrone Crawford,DAL,DE,"$6,750,000"
Alterraun Verner,TB,CB,"$6,750,000"
Josh Sitton,CHI,G,"$6,750,000"
Alex Boone,MIN,G,"$6,725,580"
Taylor Decker,DET,T,"$6,625,985"
Geno Atkins,CIN,DT,"$6,600,000"
Nate Solder,NE,LT,"$6,516,762"
Buster Skrine,NYJ,CB,"$6,504,000"
Jermey Parnell,JAC,RT,"$6,500,000"
Eric Decker,NYJ,WR,"$6,500,000"
Jason Witten,DAL,TE,"$6,500,000"
Keanu Neal,ATL,FS,"$6,459,196"
Tramon Williams,CLE,CB,"$6,425,000"
DeMarcus Ware,DEN,OLB,"$6,343,750"
Giovani Bernard,CIN,RB,"$6,321,364"
Jermaine Kearse,SEA,WR,"$6,300,000"
Donald Penn,OAK,LT,"$6,300,000"
Ryan Kelly,IND,C,"$6,250,715"
Reggie Nelson,OAK,FS,"$6,250,000"
Kareem Jackson,HOU,CB,"$6,218,750"
Haloti Ngata,DET,DT,"$6,203,125"
Marshal Yanda,BAL,G,"$6,185,882"
Mason Crosby,GB,K,"$6,150,000"
Dontari Poe,KC,DT,"$6,146,000"
Shaq Lawson,BUF,DE,"$6,125,619"
Julius Thomas,JAC,TE,"$6,100,000"
DeMarco Murray,TEN,RB,"$6,100,000"
Darron Lee,NYJ,ILB,"$6,083,926"
Kurt Coleman,CAR,FS,"$6,050,000"
Will Fuller,HOU,WR,"$6,042,228"
Kyle Rudolph,MIN,TE,"$6,026,622"
Brian Cushing,HOU,ILB,"$6,015,625"
Antonio Gates,SD,TE,"$6,000,000"
Jaye Howard,KC,DE,"$6,000,000"
Cliff Avril,SEA,DE,"$6,000,000"
Ahtyba Rubin,SEA,DT,"$6,000,000"
Davon House,JAC,CB,"$6,000,000"
Jurrell Casey,TEN,DT,"$6,000,000"
Jordy Nelson,GB,WR,"$6,000,000"
Ryan Clady,NYJ,LT,"$6,000,000"
Dominique Rodgers-Cromartie,NYG,CB,"$6,000,000"
C.J. Anderson,DEN,RB,"$6,000,000"
Darian Stewart,DEN,FS,"$6,000,000"
Ladarius Green,PIT,TE,"$6,000,000"
Donald Stephenson,DEN,LT,"$6,000,000"
Torrey Smith,SF,WR,"$6,000,000"
Cedric Thornton,DAL,DT,"$6,000,000"
Lamarr Houston,CHI,OLB,"$6,000,000"
Derrick Shelby,ATL,DT,"$6,000,000"
Jordan Cameron,MIA,TE,"$6,000,000"
Tavon Austin,LAR,WR,"$5,897,884"
Laquon Treadwell,MIN,WR,"$5,875,439"
Willie Young,CHI,OLB,"$5,850,000"
Josh Doctson,WAS,WR,"$5,847,119"
Randall Cobb,GB,WR,"$5,806,250"
Ahmad Brooks,SF,OLB,"$5,750,000"
Linval Joseph,MIN,DT,"$5,750,000"
Mike Wallace,BAL,WR,"$5,750,000"
Jonathan Stewart,CAR,RB,"$5,750,000"
William Jackson,CIN,CB,"$5,708,650"
Prince Amukamara,JAC,CB,"$5,687,500"
Shawn Williams,CIN,SS,"$5,634,375"
Artie Burns,PIT,CB,"$5,625,259"
Orlando Franklin,SD,G,"$5,600,000"
Richie Incognito,BUF,G,"$5,550,000"
Paxton Lynch,DEN,QB,"$5,541,852"
Brandon Mebane,SD,DT,"$5,500,000"
Rishard Matthews,TEN,WR,"$5,500,000"
Brandon Carr,DAL,CB,"$5,500,000"
Lardarius Webb,BAL,CB,"$5,500,000"
Chris Hogan,NE,WR,"$5,493,870"
Kenny Clark,GB,DE,"$5,458,470"
Joshua Garnett,SF,G,"$5,416,772"
Jamaal Charles,KC,RB,"$5,312,500"
Victor Cruz,NYG,WR,"$5,300,000"
K.J. Wright,SEA,OLB,"$5,250,000"
DeAndre Levy,DET,OLB,"$5,250,000"
Marquette King,OAK,P,"$5,250,000"
Ryan Kerrigan,WAS,OLB,"$5,250,000"
Martellus Bennett,NE,TE,"$5,214,153"
Kam Chancellor,SEA,SS,"$5,100,000"
LeSean McCoy,BUF,RB,"$5,050,000"
T.J. Lang,GB,G,"$5,043,750"
Chad Henne,JAC,QB,"$5,000,035"
Michael Johnson,CIN,DE,"$5,000,000"
Michael Bennett,SEA,DE,"$5,000,000"
Doug Baldwin,SEA,WR,"$5,000,000"
Robert Mathis,IND,OLB,"$5,000,000"
Patrick Robinson,IND,CB,"$5,000,000"
Da'Norris Searcy,TEN,SS,"$5,000,000"
Ben Jones,TEN,C,"$5,000,000"
Mike Daniels,GB,DT,"$5,000,000"
Breno Giacomini,NYJ,RT,"$5,000,000"
Marcus Gilchrist,NYJ,SS,"$5,000,000"
Matt Forte,NYJ,RB,"$5,000,000"
Mike Mitchell,PIT,FS,"$5,000,000"
Antoine Bethea,SF,SS,"$5,000,000"
Sean Lee,DAL,OLB,"$5,000,000"
Orlando Scandrick,DAL,CB,"$5,000,000"
Elvis Dumervil,BAL,OLB,"$5,000,000"
Akiem Hicks,CHI,DE,"$5,000,000"
Rodger Saffold,LAR,G,"$4,968,750"
Patrick Chung,NE,SS,"$4,965,000"
Jabaal Sheard,NE,OLB,"$4,952,389"
Kelvin Beachum,JAC,LT,"$4,937,500"
Paul Posluszny,JAC,OLB,"$4,937,500"
Eric Wood,BUF,C,"$4,925,000"
Robert Nkemdiche,ARI,DE,"$4,904,982"
Nick Perry,GB,OLB,"$4,875,000"
Kenny Britt,LAR,WR,"$4,850,000"
Derrick Morgan,TEN,OLB,"$4,812,500"
Shareece Wright,BAL,CB,"$4,760,000"
Vernon Butler,CAR,DT,"$4,756,556"
Derek Newton,HOU,RT,"$4,750,000"
Glover Quin,DET,FS,"$4,750,000"
Golden Tate,DET,WR,"$4,750,000"
Tahir Whitehead,DET,OLB,"$4,750,000"
Tyson Jackson,ATL,DE,"$4,750,000"
Kyle Williams,BUF,DT,"$4,750,000"
Whitney Mercilus,HOU,OLB,"$4,734,375"
James Carpenter,NYJ,G,"$4,700,000"
Germain Ifedi,SEA,RT,"$4,660,986"
Theo Riddick,DET,RB,"$4,650,000"
Jerrell Freeman,CHI,ILB,"$4,647,059"
Trent Cole,IND,OLB,"$4,625,000"
Vincent Rey,CIN,ILB,"$4,500,000"
Lance Kendricks,LAR,TE,"$4,500,000"
Mike Iupati,ARI,G,"$4,500,000"
Austin Howard,OAK,RT,"$4,500,000"
T.J. Ward,DEN,SS,"$4,500,000"
Terrell Suggs,BAL,OLB,"$4,500,000"
Eddie Royal,CHI,WR,"$4,500,000"
Tracy Porter,CHI,CB,"$4,500,000"
King Dunlap,SD,LT,"$4,475,000"
Sen'Derrick Marks,JAC,DT,"$4,475,000"
Gosder Cherilus,TB,RT,"$4,437,500"
Morgan Burnett,GB,SS,"$4,381,250"
Josh McCown,CLE,QB,"$4,375,000"
Corey Graham,BUF,FS,"$4,375,000"
Carlos Dunlap,CIN,DE,"$4,350,000"
Ramon Foster,PIT,G,"$4,337,019"
Koa Misi,MIA,OLB,"$4,300,000"
Brian Robison,MIN,DE,"$4,282,589"
Captain Munnerlyn,MIN,CB,"$4,276,575"
Isa Abdul-Quddus,MIA,FS,"$4,250,000"
Clint Boling,CIN,G,"$4,250,000"
Barry Church,DAL,SS,"$4,250,000"
Demar Dotson,TB,RT,"$4,250,000"
DeAngelo Hall,WAS,CB,"$4,250,000"
Adrian Clayborn,ATL,DE,"$4,250,000"
D'Qwell Jackson,IND,ILB,"$4,205,882"
Demario Davis,CLE,ILB,"$4,200,000"
Rey Maualuga,CIN,ILB,"$4,068,750"
David Amerson,OAK,CB,"$4,050,000"
Andrew Sendejo,MIN,SS,"$4,047,008"
Julian Edelman,NE,WR,"$4,028,635"
Evan Mathis,ARI,G,"$4,006,900"
Jason Kelce,PHI,C,"$4,000,000"
Darren Sproles,PHI,RB,"$4,000,000"
Brandon Graham,PHI,DE,"$4,000,000"
Brent Celek,PHI,TE,"$4,000,000"
Tyvon Branch,ARI,SS,"$4,000,000"
Kendall Langford,IND,DE,"$4,000,000"
Erik Walden,IND,OLB,"$4,000,000"
Frank Gore,IND,RB,"$4,000,000"
Marcedes Lewis,JAC,TE,"$4,000,000"
Vince Wilfork,HOU,DT,"$4,000,000"
Bryan Bulaga,GB,RT,"$4,000,000"
Steve McLendon,NYJ,DT,"$4,000,000"
Aldon Smith,OAK,OLB,"$4,000,000"
Marcus Gilbert,PIT,RT,"$4,000,000"
Doug Free,DAL,RT,"$4,000,000"
Andy Levitre,ATL,G,"$4,000,000"
Shawn Lauvao,WAS,G,"$4,000,000"
Benson Mayowa,DAL,DE,"$4,000,000"
Dennis Pitta,BAL,TE,"$4,000,000"
Benjamin Watson,BAL,TE,"$4,000,000"
Al Woods,TEN,DT,"$3,968,750"
Letroy Guion,GB,DE,"$3,950,000"
Travis Frederick,DAL,C,"$3,941,882"
Shea McClellin,NE,OLB,"$3,907,624"
Paul Soliai,CAR,DT,"$3,906,250"
Quinton Dial,SF,DT,"$3,902,000"
Garrett Celek,SF,TE,"$3,900,000"
Jamar Taylor,CLE,CB,"$3,899,475"
Roy Miller,JAC,DT,"$3,875,000"
Robert Alford,ATL,CB,"$3,868,827"
Zane Beadles,SF,G,"$3,800,000"
Shane Vereen,NYG,RB,"$3,750,000"
William Gay,PIT,CB,"$3,750,000"
Domata Peko,CIN,DT,"$3,725,000"
Aaron Williams,BUF,SS,"$3,675,000"
Dustin Colquitt,KC,P,"$3,650,000"
Case Keenum,LAR,QB,"$3,635,000"
Dan Skuta,JAC,OLB,"$3,600,000"
Sebastian Janikowski,OAK,K,"$3,600,000"
Nigel Bradham,PHI,OLB,"$3,500,000"
Jermaine Gresham,ARI,TE,"$3,500,000"
Drew Stanton,ARI,QB,"$3,500,000"
Wesley Woodyard,TEN,ILB,"$3,500,000"
Bilal Powell,NYJ,RB,"$3,500,000"
Thomas Morstead,NO,P,"$3,500,000"
Joe Hawley,TB,C,"$3,500,000"
Jeremy Zuttah,BAL,C,"$3,500,000"
Thomas Davis,CAR,OLB,"$3,500,000"
Andre Smith,MIN,G,"$3,468,750"
Zach Miller,CHI,TE,"$3,468,750"
Emmanuel Ogbah,CLE,DE,"$3,457,012"
Kevin Dodd,TEN,OLB,"$3,415,313"
Jon Ryan,SEA,P,"$3,400,000"
Jaylon Smith,DAL,ILB,"$3,373,615"
Matt Prater,DET,K,"$3,300,000"
Josh Hill,NO,TE,"$3,296,719"
Luke Joeckel,JAC,G,"$3,296,127"
Hunter Henry,SD,TE,"$3,290,223"
Brandon Fusco,MIN,G,"$3,281,259"
Chris Baker,WAS,DT,"$3,275,000"
Myles Jack,JAC,OLB,"$3,256,866"
Adam Vinatieri,IND,K,"$3,250,000"
Chris Clark,HOU,LT,"$3,250,000"
Anquan Boldin,DET,WR,"$3,250,000"
Nick Fairley,NO,DT,"$3,250,000"
Clinton McDonald,TB,DT,"$3,250,000"
James Hanna,DAL,TE,"$3,250,000"
Shaun Hill,MIN,QB,"$3,250,000"
Allen Bailey,KC,DE,"$3,212,500"
Chris Jones,KC,DE,"$3,181,801"
Sam Martin,DET,P,"$3,175,000"
Joe Reitz,IND,G,"$3,156,250"
Johnson Bademosi,DET,CB,"$3,150,000"
Tramaine Brock,SF,CB,"$3,150,000"
Terence Newman,MIN,CB,"$3,139,535"
Phil Dawson,SF,K,"$3,134,000"
Xavien Howard,MIA,CB,"$3,106,756"
Akeem Ayers,IND,OLB,"$3,100,000"
Mark Ingram,NO,RB,"$3,100,000"
Graham Gano,CAR,K,"$3,100,000"
Ryan Schraeder,ATL,RT,"$3,053,000"
Paul Kruger,NO,OLB,"$3,048,882"
Noah Spence,TB,DE,"$3,040,037"
Mychal Kendricks,PHI,OLB,"$3,000,000"
Ryan Mathews,PHI,RB,"$3,000,000"
Brandon LaFell,CIN,WR,"$3,000,000"
Leodis McKelvin,PHI,CB,"$3,000,000"
Eugene Sims,LAR,DE,"$3,000,000"
Tyson Alualu,JAC,DE,"$3,000,000"
Dwayne Harris,NYG,WR,"$3,000,000"
Nate Allen,OAK,FS,"$3,000,000"
Malcolm Smith,OAK,OLB,"$3,000,000"
Daryl Smith,TB,ILB,"$3,000,000"
Christopher Conte,TB,FS,"$3,000,000"
Colt McCoy,WAS,QB,"$3,000,000"
Steve Smith,BAL,WR,"$3,000,000"
Earl Mitchell,MIA,DT,"$3,000,000"
Rob Gronkowski,NE,TE,"$2,977,829"
Sterling Shepard,NYG,WR,"$2,973,324"
Ezekiel Ansah,DET,DE,"$2,940,621"
John Greco,CLE,G,"$2,925,000"
Justin Blackmon,JAC,WR,"$2,914,365"
Stevie Johnson,SD,WR,"$2,900,000"
Reggie Ragland,BUF,ILB,"$2,898,269"
Tony Bergstrom,HOU,C,"$2,875,000"
James Starks,GB,RB,"$2,868,750"
Tim Barnes,LAR,C,"$2,850,000"
Matt Bryant,ATL,K,"$2,850,000"
Andy Lee,CAR,P,"$2,833,000"
Kamalei Correa,BAL,ILB,"$2,831,555"
Charles Johnson,CAR,DE,"$2,812,500"
Rob Ninkovich,NE,OLB,"$2,783,125"
Chad Greenway,MIN,OLB,"$2,782,665"
Austin Johnson,TEN,DT,"$2,767,985"
Stefen Wisniewski,PHI,C,"$2,760,000"
Andre Branch,MIA,DE,"$2,750,000"
Donnie Jones,PHI,P,"$2,750,000"
Pat McAfee,IND,P,"$2,750,000"
Nick Folk,NYJ,K,"$2,750,000"
Jonathan Casillas,NYG,OLB,"$2,750,000"
Lee Smith,OAK,TE,"$2,750,000"
Emmanuel Lamur,MIN,OLB,"$2,750,000"
Kevin Huber,CIN,P,"$2,700,000"
Dwight Lowery,SD,FS,"$2,700,000"
Steven Hauschka,SEA,K,"$2,700,000"
Jeff Heath,DAL,FS,"$2,700,000"
Jihad Ward,OAK,DE,"$2,678,945"
Anthony Fasano,TEN,TE,"$2,625,000"
Keenan Robinson,NYG,OLB,"$2,615,000"
Stephen Gostkowski,NE,K,"$2,607,002"
Ed Dickson,CAR,TE,"$2,600,000"
Ron Parker,KC,FS,"$2,600,000"
Zach Strief,NO,RT,"$2,600,000"
Chris Chester,ATL,G,"$2,600,000"
Jacob Tamme,ATL,TE,"$2,584,375"
Derrick Henry,TEN,RB,"$2,583,038"
Mike Remmers,CAR,RT,"$2,553,000"
Jahleel Addae,SD,SS,"$2,553,000"
Abry Jones,JAC,DT,"$2,553,000"
Matt McGloin,OAK,QB,"$2,553,000"
Ron Leary,DAL,G,"$2,553,000"
Bradley McDougald,TB,SS,"$2,553,000"
Paul Worrilow,ATL,OLB,"$2,553,000"
Kamar Aiken,BAL,WR,"$2,553,000"
Jared Cook,GB,TE,"$2,550,000"
Jonathan Freeny,NE,OLB,"$2,549,131"
Vontaze Burfict,CIN,OLB,"$2,547,059"
Michael Thomas,NO,WR,"$2,511,357"
Stephen Tulloch,PHI,ILB,"$2,500,000"
Chris Maragos,PHI,FS,"$2,500,000"
Justin Bethel,ARI,CB,"$2,500,000"
Darius Butler,IND,FS,"$2,500,000"
Rashad Johnson,TEN,FS,"$2,500,000"
Arthur Moats,PIT,OLB,"$2,500,000"
Dannell Ellerbe,NO,OLB,"$2,500,000"
Dan Bailey,DAL,K,"$2,500,000"
Brooks Reed,ATL,DE,"$2,500,000"
Evan Smith,TB,C,"$2,500,000"
Sean Spence,TEN,ILB,"$2,468,750"
A'Shawn Robinson,DET,DT,"$2,456,280"
Jadeveon Clowney,HOU,OLB,"$2,444,818"
Alan Branch,NE,DT,"$2,442,734"
Morris Claiborne,DAL,CB,"$2,437,500"
Chris Long,NE,DE,"$2,414,002"
Virgil Green,DEN,TE,"$2,400,000"
Tom Johnson,MIN,DT,"$2,391,060"
Vernon Davis,WAS,TE,"$2,381,250"
Nolan Carroll,PHI,CB,"$2,360,000"
Cole Beasley,DAL,WR,"$2,356,000"
Greg Robinson,LAR,LT,"$2,354,918"
Cornellius Carradine,SF,DE,"$2,329,684"
Mike Adams,IND,SS,"$2,303,125"
Sam Koch,BAL,P,"$2,300,000"
Blake Bortles,JAC,QB,"$2,297,710"
Dion Jordan,MIA,DE,"$2,290,209"
Jason Spriggs,GB,T,"$2,289,486"
Akeem Dent,HOU,ILB,"$2,250,000"
Byron Bell,TEN,RT,"$2,250,000"
Rashad Jennings,NYG,RB,"$2,250,000"
Jared Crick,DEN,DE,"$2,250,000"
Sammy Watkins,BUF,WR,"$2,232,328"
Johnny Hekker,LAR,P,"$2,222,222"
Jarran Reed,SEA,DT,"$2,206,099"
Brett Kern,TEN,P,"$2,200,000"
Brice McCain,TEN,CB,"$2,200,000"
Matt Bosher,ATL,P,"$2,200,000"
Vince Williams,PIT,ILB,"$2,175,000"
Joe Berger,MIN,G,"$2,172,497"
Brad Nortman,JAC,P,"$2,150,000"
Nick Martin,HOU,C,"$2,122,708"
Khalil Mack,OAK,DE,"$2,117,909"
Ryan Hewitt,CIN,FB,"$2,100,000"
Glenn Dorsey,SF,DE,"$2,100,000"
Brad Wing,NYG,P,"$2,100,000"
Kory Lichtensteiger,WAS,C,"$2,078,125"
Chance Warmack,TEN,G,"$2,064,088"
Craig Robertson,NO,ILB,"$2,063,716"
Ryan Succop,TEN,K,"$2,050,000"
Blaine Gabbert,SF,QB,"$2,050,000"
Dan Carpenter,BUF,K,"$2,050,000"
Christian Hackenberg,NYJ,QB,"$2,039,311"
Robert Golden,PIT,FS,"$2,010,000"
Karlos Dansby,CIN,ILB,"$2,000,000"
Danny Woodhead,SD,RB,"$2,000,000"
Cory Harkey,LAR,FB,"$2,000,000"
Harry Douglas,TEN,WR,"$2,000,000"
Matt Cassel,TEN,QB,"$2,000,000"
DeAngelo Williams,PIT,RB,"$2,000,000"
Jamize Olawale,OAK,FB,"$2,000,000"
Ryan Harris,PIT,LT,"$2,000,000"
Andre Holmes,OAK,WR,"$2,000,000"
Mark Sanchez,DAL,QB,"$2,000,000"
Josh Robinson,TB,CB,"$2,000,000"
George Johnson,TB,DE,"$2,000,000"
Ricky Jean Francois,WAS,DT,"$2,000,000"
Jonathan Babineaux,ATL,DT,"$2,000,000"
Kyle Wilber,DAL,OLB,"$2,000,000"
Jarius Wright,MIN,WR,"$2,000,000"
Brian Hoyer,CHI,QB,"$2,000,000"
Marcus Sherels,MIN,CB,"$2,000,000"
Nathan Stupar,NO,OLB,"$1,980,586"
