Name,Team,POS,Salary
Bryan Bulaga,GB,RT,"$9,909,293 "
Mike Wallace,MIN,WR,"$9,900,000 "
Vincent Jackson,TB,WR,"$9,783,664 "
Von Miller,DEN,OLB,"$9,754,000 "
Julius Peppers,GB,DE,"$9,509,906 "
Matthew Stafford,DET,QB,"$9,500,000 "
Vic Beasley,ATL,DE,"$9,267,846 "
Calais Campbell,ARI,DE,"$9,260,378 "
Ereck Flowers,NYG,RT,"$9,212,450 "
Cameron Wake,MIA,DE,"$9,050,000 "
Mychal Kendricks,PHI,OLB,"$9,033,302 "
Bobby Wagner,SEA,ILB,"$9,028,070 "
Brandon Graham,PHI,DE,"$9,025,925 "
Branden Albert,MIA,LT,"$9,025,000 "
Brandon Marshall,NYJ,WR,"$9,022,441 "
DeMarco Murray,PHI,RB,"$9,016,609 "
Joe Thomas,CLE,LT,"$9,000,000 "
Kyle Williams,BUF,DT,"$9,000,000 "
Jared Odrick,JAC,DE,"$9,000,000 "
Todd Gurley,STL,RB,"$8,779,938 "
King Dunlap,SD,LT,"$8,730,526 "
Pernell McPhee,CHI,OLB,"$8,685,944 "
Clay Matthews Jr.,GB,OLB,"$8,612,789 "
Derrick Morgan,TEN,OLB,"$8,520,835 "
Joe Haden,CLE,CB,"$8,500,000 "
Haloti Ngata,DET,DT,"$8,500,000 "
Brent Grimes,MIA,CB,"$8,500,000 "
Brian Orakpo,TEN,OLB,"$8,250,275 "
Lardarius Webb,BAL,CB,"$8,250,000 "
Matt Forte,CHI,RB,"$8,207,521 "
Jairus Byrd,NO,FS,"$8,118,854 "
Trae Waynes,MIN,CB,"$8,109,086 "
Stephen Gostkowski,NE,K,"$8,100,000 "
Jason Peters,PHI,LT,"$8,064,598 "
Blake Bortles,JAC,QB,"$8,029,691 "
Jimmy Graham,SEA,TE,"$8,011,031 "
Dan Williams,OAK,DT,"$8,010,908 "
Stephen Paea,WAS,DT,"$8,007,249 "
DeSean Jackson,WAS,WR,"$8,005,251 "
Alex Mack,CLE,C,"$8,000,000 "
Brandon Carr,DAL,CB,"$8,000,000 "
Johnathan Joseph,HOU,CB,"$8,000,000 "
Jermey Parnell,JAC,RT,"$8,000,000 "
Trent Cole,IND,OLB,"$7,953,125 "
Chris Culliver,WAS,CB,"$7,833,948 "
Leon Hall,CIN,CB,"$7,800,000 "
D'Brickashaw Ferguson,NYJ,LT,"$7,719,221 "
David Harris,NYJ,ILB,"$7,527,608 "
Lawrence Timmons,PIT,ILB,"$7,519,288 "
Cliff Avril,SEA,DE,"$7,516,497 "
Eric Weddle,SD,FS,"$7,513,039 "
Pierre Garcon,WAS,WR,"$7,510,524 "
Andre Johnson,IND,WR,"$7,500,000 "
Derek Newton,HOU,RT,"$7,500,000 "
Tramon Williams,CLE,CB,"$7,481,250 "
Nick Mangold,NYJ,C,"$7,417,030 "
Jason Pierre-Paul,NYG,DE,"$7,358,245 "
Jared Veldheer,ARI,RT,"$7,270,813 "
Rodger Saffold,STL,G,"$7,255,175 "
Danny Shelton,CLE,DT,"$7,206,758 "
Andy Dalton,CIN,QB,"$7,200,000 "
Andrew Whitworth,CIN,LT,"$7,200,000 "
Rey Maualuga,CIN,ILB,"$7,184,375 "
Jahri Evans,NO,G,"$7,114,474 "
Clint Boling,CIN,G,"$7,100,000 "
Andy Levitre,ATL,G,"$7,056,277 "
Da'Norris Searcy,TEN,SS,"$7,039,559 "
Antonio Cromartie,NYJ,CB,"$7,027,926 "
Logan Mankins,TB,G,"$7,020,996 "
Jared Cook,STL,TE,"$7,014,235 "
Andrus Peat,NO,G,"$7,008,250 "
Nate Allen,OAK,FS,"$7,004,713 "
Paul Kruger,CLE,OLB,"$7,000,000 "
DeMarcus Ware,DEN,OLB,"$7,000,000 "
Everson Griffen,MIN,DE,"$7,000,000 "
John Sullivan,MIN,C,"$7,000,000 "
Duane Brown,HOU,LT,"$7,000,000 "
Muhammad Wilkerson,NYJ,DE,"$6,997,604 "
Brooks Reed,ATL,DE,"$6,916,189 "
Prince Amukamara,NYG,CB,"$6,913,549 "
Jarius Wright,MIN,WR,"$6,842,000 "
Jason McCourty,TEN,CB,"$6,803,817 "
Reshad Jones,MIA,SS,"$6,760,000 "
DeVante Parker,MIA,WR,"$6,605,213 "
Ben Grubbs,KC,G,"$6,600,000 "
Jordan Cameron,MIA,TE,"$6,562,500 "
Buster Skrine,NYJ,CB,"$6,558,413 "
Curtis Lofton,OAK,ILB,"$6,513,678 "
Davon House,JAC,CB,"$6,500,000 "
Melvin Gordon,SD,RB,"$6,469,722 "
Connor Barwin,PHI,OLB,"$6,425,075 "
Michael Griffin,TEN,FS,"$6,318,973 "
Dwayne Bowe,CLE,WR,"$6,250,000 "
Victor Cruz,NYG,WR,"$6,225,000 "
Whitney Mercilus,HOU,OLB,"$6,181,012 "
Julian Edelman,NE,WR,"$6,171,875 "
Arian Foster,HOU,RB,"$6,125,000 "
T.J. Ward,DEN,SS,"$6,117,646 "
Kevin Johnson,HOU,CB,"$6,076,223 "
Josh Sitton,GB,G,"$6,074,224 "
Nick Foles,STL,QB,"$6,069,952 "
Malcolm Smith,OAK,OLB,"$6,037,979 "
Michael Bennett,SEA,DE,"$6,016,742 "
Anquan Boldin,SF,WR,"$6,015,679 "
Jamaal Charles,KC,RB,"$6,012,500 "
Lamarr Houston,CHI,OLB,"$6,007,167 "
Desmond Bryant,CLE,DE,"$6,000,000 "
Arthur Jones,IND,DT,"$6,000,000 "
Tamba Hali,KC,OLB,"$6,000,000 "
Ron Parker,KC,FS,"$6,000,000 "
Doug Free,DAL,RT,"$6,000,000 "
Geno Atkins,CIN,DT,"$6,000,000 "
Percy Harvin,BUF,WR,"$6,000,000 "
Michael Johnson,CIN,DE,"$5,975,000 "
Aaron Williams,BUF,SS,"$5,975,000 "
Aqib Talib,DEN,CB,"$5,968,750 "
Lavonte David,TB,OLB,"$5,889,443 "
Arik Armstead,SF,DE,"$5,888,257 "
Sam Shields,GB,CB,"$5,887,511 "
Jermon Bushrod,CHI,G,"$5,853,866 "
Jabaal Sheard,NE,OLB,"$5,812,500 "
C.J. Spiller,NO,RB,"$5,763,471 "
Marcus Peters,KC,CB,"$5,665,296 "
Cortez Allen,PIT,CB,"$5,631,730 "
Lance Kendricks,STL,TE,"$5,619,639 "
Ryan Kalil,CAR,C,"$5,616,000 "
Nelson Agholor,PHI,WR,"$5,582,836 "
Cameron Erving,CLE,G,"$5,552,502 "
William Beatty,NYG,LT,"$5,550,000 "
Earl Thomas,SEA,FS,"$5,522,386 "
Brandon Mebane,SEA,DT,"$5,514,996 "
Eddie Royal,CHI,WR,"$5,509,619 "
Marcus Gilbert,PIT,RT,"$5,507,251 "
Eugene Monroe,BAL,LT,"$5,500,000 "
Greg Toler,IND,CB,"$5,500,000 "
D'Qwell Jackson,IND,ILB,"$5,500,000 "
Maurkice Pouncey,PIT,C,"$5,500,000 "
Cedric Ogbuehi,CIN,LT,"$5,477,310 "
Bud Dupree,PIT,OLB,"$5,464,411 "
Eric Berry,KC,FS,"$5,455,000 "
Donald Penn,OAK,LT,"$5,428,737 "
Andre Smith,CIN,G,"$5,362,500 "
Shane Ray,DEN,OLB,"$5,326,923 "
Dominique Rodgers-Cromartie,NYG,CB,"$5,267,704 "
Josh McCown,CLE,QB,"$5,250,000 "
Derrick Johnson,KC,ILB,"$5,250,000 "
Ahmad Brooks,SF,OLB,"$5,229,596 "
Sen'Derrick Marks,JAC,DT,"$5,225,000 "
D.J. Humphries,ARI,LT,"$5,176,536 "
Kyle Rudolph,MIN,TE,"$5,140,625 "
Shaq Thompson,CAR,OLB,"$5,101,344 "
Jason Witten,DAL,TE,"$5,100,000 "
James Carpenter,NYJ,G,"$5,094,241 "
Brian Cushing,HOU,ILB,"$5,093,750 "
Brian Hoyer,HOU,QB,"$5,093,750 "
Marcus Gilchrist,NYJ,SS,"$5,071,095 "
Jadeveon Clowney,HOU,OLB,"$5,062,045 "
Byron Jones,DAL,CB,"$5,058,212 "
Dwayne Harris,NYG,WR,"$5,058,107 "
Brandon Browner,NO,CB,"$5,048,601 "
Perrish Cox,TEN,CB,"$5,033,542 "
Eric Decker,NYJ,WR,"$5,026,693 "
Austin Howard,OAK,RT,"$5,019,053 "
Russell Okung,SEA,LT,"$5,018,838 "
Martellus Bennett,CHI,TE,"$5,013,937 "
Antrel Rolle,CHI,SS,"$5,009,220 "
Andrew Hawkins,CLE,WR,"$5,000,000 "
Elvis Dumervil,BAL,OLB,"$5,000,000 "
Kendall Langford,IND,DE,"$5,000,000 "
Louis Vasquez,DEN,G,"$5,000,000 "
Sam Koch,BAL,P,"$5,000,000 "
Phillip Loadholt,MIN,RT,"$5,000,000 "
Cole Beasley,DAL,WR,"$5,000,000 "
Vince Wilfork,HOU,DT,"$5,000,000 "
Rahim Moore,HOU,FS,"$5,000,000 "
Zane Beadles,JAC,G,"$5,000,000 "
Chris Clemons,JAC,DE,"$5,000,000 "
Breshad Perriman,BAL,WR,"$4,977,962 "
Justin Tuck,OAK,DE,"$4,976,463 "
Paul Posluszny,JAC,OLB,"$4,937,500 "
Sebastian Vollmer,NE,RT,"$4,937,500 "
Laken Tomlinson,DET,G,"$4,913,359 "
Shane Vereen,NYG,RB,"$4,874,120 "
Emmanuel Sanders,DEN,WR,"$4,850,000 "
Eric Wood,BUF,C,"$4,850,000 "
Rob Ninkovich,NE,OLB,"$4,838,235 "
Keenan Lewis,NO,CB,"$4,802,975 "
Nick Fairley,STL,DT,"$4,762,851 "
Mark Sanchez,PHI,QB,"$4,758,332 "
Owen Daniels,DEN,TE,"$4,750,000 "
Sean Smith,KC,CB,"$4,750,000 "
Navorro Bowman,SF,ILB,"$4,718,856 "
T.J. Lang,GB,G,"$4,707,260 "
Brian Robison,MIN,DE,"$4,650,000 "
Jurrell Casey,TEN,DT,"$4,619,775 "
Phillip Dorsett,IND,WR,"$4,611,665 "
Dan Skuta,JAC,OLB,"$4,600,000 "
Max Unger,NO,C,"$4,546,984 "
Breno Giacomini,NYJ,RT,"$4,543,722 "
Damarious Randall,GB,FS,"$4,542,582 "
Mark Ingram,NO,RB,"$4,519,906 "
Antonio Gates,SD,TE,"$4,518,942 "
Jonathan Stewart,CAR,RB,"$4,510,506 "
Donte Whitner,CLE,SS,"$4,500,000 "
Frank Gore,IND,RB,"$4,500,000 "
Stephen Tulloch,DET,ILB,"$4,500,000 "
Jerod Mayo,NE,ILB,"$4,500,000 "
Charles Woodson,OAK,SS,"$4,481,369 "
Gary Barnidge,CLE,TE,"$4,450,000 "
Stephone Anthony,NO,OLB,"$4,415,645 "
Blair Walsh,MIN,K,"$4,410,000 "
Vontaze Burfict,CIN,OLB,"$4,400,000 "
Delanie Walker,TEN,TE,"$4,394,903 "
Jerraud Powers,ARI,CB,"$4,375,818 "
Kenny Britt,STL,WR,"$4,326,890 "
Alterraun Verner,TB,CB,"$4,272,598 "
Bruce Carter,TB,ILB,"$4,266,389 "
Malcom Brown,NE,DT,"$4,231,894 "
Ryan Mathews,PHI,RB,"$4,211,111 "
Will Hill,BAL,SS,"$4,166,045 "
Reggie Nelson,CIN,FS,"$4,150,000 "
Stevie Johnson,SD,WR,"$4,139,377 "
Kam Chancellor,SEA,SS,"$4,138,463 "
Michael Crabtree,OAK,WR,"$4,127,809 "
Mike Mitchell,PIT,FS,"$4,070,220 "
Malcolm Jenkins,PHI,FS,"$4,039,960 "
Heath Miller,PIT,TE,"$4,037,256 "
Dashon Goldson,WAS,FS,"$4,034,624 "
J.T. Thomas,NYG,OLB,"$4,033,999 "
DeMeco Ryans,PHI,ILB,"$4,033,435 "
Ricky Jean Francois,WAS,DT,"$4,029,837 "
Riley Cooper,PHI,WR,"$4,027,083 "
DeAngelo Hall,WAS,CB,"$4,011,624 "
Brett Kern,TEN,P,"$4,010,424 "
Sammie Lee Hill,TEN,DT,"$4,007,119 "
Karlos Dansby,CLE,ILB,"$4,000,000 "
Robert Mathis,IND,OLB,"$4,000,000 "
Dennis Pitta,BAL,TE,"$4,000,000 "
Erik Walden,IND,OLB,"$4,000,000 "
Terrell Suggs,BAL,OLB,"$4,000,000 "
Corey Peters,ARI,DT,"$4,000,000 "
Linval Joseph,MIN,DT,"$4,000,000 "
Captain Munnerlyn,MIN,CB,"$4,000,000 "
Orlando Scandrick,DAL,CB,"$4,000,000 "
Glover Quin,DET,FS,"$4,000,000 "
Earl Mitchell,MIA,DT,"$4,000,000 "
Greg Jennings,MIA,WR,"$4,000,000 "
Terrance Knighton,WAS,DT,"$3,985,315 "
Leodis McKelvin,BUF,CB,"$3,900,000 "
Chad Greenway,MIN,OLB,"$3,875,000 "
Koa Misi,MIA,OLB,"$3,860,000 "
Sean Weatherspoon,ARI,ILB,"$3,859,722 "
Jah Reid,KC,RT,"$3,845,000 "
Marques Colston,NO,WR,"$3,810,458 "
Chase Daniel,KC,QB,"$3,800,000 "
Harry Douglas,TEN,WR,"$3,798,852 "
K.J. Wright,SEA,OLB,"$3,784,594 "
Henry Melton,TB,DT,"$3,768,358 "
Evan Smith,TB,C,"$3,763,774 "
Golden Tate,DET,WR,"$3,750,000 "
Roy Miller,JAC,DT,"$3,750,000 "
Justin Bethel,ARI,CB,"$3,747,268 "
William Moore,ATL,SS,"$3,732,196 "
Domata Peko,CIN,DT,"$3,700,000 "
Jerome Felton,BUF,FB,"$3,700,000 "
Roddy White,ATL,WR,"$3,692,029 "
Michael Oher,CAR,RT,"$3,671,875 "
James Laurinaitis,STL,ILB,"$3,666,297 "
Erik Pears,SF,RT,"$3,600,000 "
Randy Starks,CLE,DE,"$3,593,750 "
Kory Lichtensteiger,WAS,C,"$3,589,299 "
Patrick Chung,NE,SS,"$3,587,500 "
Malcom Floyd,SD,WR,"$3,574,774 "
Mike Scifres,SD,P,"$3,567,057 "
Doug Baldwin,SEA,WR,"$3,550,519 "
Justin Durant,ATL,OLB,"$3,539,869 "
Chad Henne,JAC,QB,"$3,500,000 "
Matt Bryant,ATL,K,"$3,496,401 "
Corey Graham,BUF,FS,"$3,450,000 "
Alex Boone,SF,G,"$3,430,208 "
Morgan Burnett,GB,SS,"$3,428,073 "
Andrew Luck,IND,QB,"$3,404,727 "
Lee Smith,OAK,TE,"$3,377,110 "
John Hughes,CLE,DE,"$3,360,000 "
Ryan Fitzpatrick,NYJ,QB,"$3,310,848 "
Walter Thurmond,PHI,FS,"$3,302,649 "
Carlos Dunlap,CIN,DE,"$3,300,000 "
Antoine Bethea,SF,SS,"$3,288,661 "
Landon Collins,NYG,FS,"$3,278,706 "
Robert Griffin III,WAS,QB,"$3,269,877 "
Donald Butler,SD,ILB,"$3,269,750 "
Clinton McDonald,TB,DT,"$3,260,981 "
David Hawthorne,NO,ILB,"$3,260,252 "
Sebastian Janikowski,OAK,K,"$3,255,637 "
William Hayes,STL,DE,"$3,251,656 "
Donovan Smith,TB,LT,"$3,251,594 "
Shaun Hill,MIN,QB,"$3,250,000 "
Scott Chandler,NE,TE,"$3,250,000 "
Jason Kelce,PHI,C,"$3,245,313 "
Josh Mauga,KC,ILB,"$3,225,000 "
Drew Stanton,ARI,QB,"$3,202,569 "
Virgil Green,DEN,TE,"$3,200,000 "
Jason Jones,DET,DE,"$3,150,000 "
Jermaine Gresham,ARI,TE,"$3,146,049 "
Phil Dawson,SF,K,"$3,135,891 "
Mario Edwards,OAK,DE,"$3,132,133 "
Garrett Graham,HOU,TE,"$3,125,000 "
Darren Sproles,PHI,RB,"$3,120,465 "
Perry Riley,WAS,ILB,"$3,114,822 "
Mike Adams,IND,SS,"$3,100,000 "
Vincent Rey,CIN,ILB,"$3,100,000 "
Shaun Suisham,PIT,K,"$3,095,000 "
Matt Kalil,MIN,LT,"$3,085,989 "
Jonathan Casillas,NYG,OLB,"$3,069,144 "
Joe Reitz,IND,G,"$3,062,500 "
Greg Hardy,DAL,DE,"$3,041,379 "
Michael Neal,GB,OLB,"$3,028,974 "
Antonio Brown,PIT,WR,"$3,024,795 "
Aldon Smith,OAK,OLB,"$3,020,600 "
Devin Smith,NYJ,WR,"$3,015,405 "
Cory Redding,ARI,DE,"$3,014,856 "
Paul Soliai,ATL,DT,"$3,013,804 "
Alan Ball,CHI,CB,"$3,011,923 "
Donald Brown,SD,RB,"$3,005,849 "
Shawn Lauvao,WAS,G,"$3,004,933 "
Robbie Gould,CHI,K,"$3,004,778 "
Brian Hartline,CLE,WR,"$3,000,000 "
Steve Smith,BAL,WR,"$3,000,000 "
Pat McAfee,IND,P,"$3,000,000 "
Matt Hasselbeck,IND,QB,"$3,000,000 "
Daryl Smith,BAL,ILB,"$3,000,000 "
Darius Butler,IND,FS,"$3,000,000 "
Jeremy Zuttah,BAL,C,"$3,000,000 "
Dustin Colquitt,KC,P,"$3,000,000 "
Justin Forsett,BAL,RB,"$3,000,000 "
Manuel Ramirez,DET,G,"$3,000,000 "
Tyson Alualu,JAC,DE,"$3,000,000 "
Brice McCain,MIA,CB,"$3,000,000 "
Toby Gerhart,JAC,RB,"$3,000,000 "
T.J. Yeldon,JAC,RB,"$2,995,927 "
Preston Smith,WAS,OLB,"$2,980,046 "
Jonathan Babineaux,ATL,DT,"$2,975,072 "
Jason Hatcher,WAS,DE,"$2,967,342 "
Mason Crosby,GB,K,"$2,955,767 "
Akeem Ayers,STL,OLB,"$2,948,765 "
Nolan Carroll,PHI,CB,"$2,948,500 "
Evan Mathis,DEN,G,"$2,921,875 "
Cecil Shorts,HOU,WR,"$2,921,875 "
Eddie Goldman,CHI,DT,"$2,890,111 "
Ropati Pitoitua,TEN,DE,"$2,888,813 "
Devin Hester,ATL,WR,"$2,876,605 "
Matt Bosher,ATL,P,"$2,863,290 "
Chris Chester,ATL,G,"$2,859,286 "
Dorial Green-Beckham,TEN,WR,"$2,858,988 "
John Greco,CLE,G,"$2,825,000 "
Arthur Moats,PIT,OLB,"$2,817,878 "
Kyle Arrington,BAL,CB,"$2,800,000 "
Brandon Pettigrew,DET,TE,"$2,800,000 "
Wesley Woodyard,TEN,ILB,"$2,779,895 "
George Johnson,TB,DE,"$2,774,824 "
Andre Roberts,WAS,WR,"$2,759,081 "
Ryan Succop,TEN,K,"$2,758,904 "
Barry Church,DAL,SS,"$2,750,000 "
Devin Funchess,CAR,WR,"$2,710,190 "
Ted Ginn Jr.,CAR,WR,"$2,700,000 "
Jon Beason,NYG,ILB,"$2,692,273 "
Brandon Fusco,MIN,G,"$2,685,000 "
Nick Folk,NYJ,K,"$2,660,074 "
Benardrick McKinney,HOU,ILB,"$2,657,888 "
Anthony Fasano,TEN,TE,"$2,634,407 "
Ahtyba Rubin,SEA,DT,"$2,630,168 "
Marcus Easley,BUF,WR,"$2,625,000 "
Rolando McClain,DAL,ILB,"$2,624,534 "
Hau'oli Kikaha,NO,OLB,"$2,611,844 "
Morris Claiborne,DAL,CB,"$2,607,887 "
Emmanuel Lamur,CIN,OLB,"$2,605,334 "
Matt Moore,MIA,QB,"$2,600,000 "
Ryan Allen,NE,P,"$2,585,000 "
Marcel Reece,OAK,FB,"$2,566,256 "
Derek Anderson,CAR,QB,"$2,566,053 "
Sean Richardson,GB,SS,"$2,555,772 "
Gosder Cherilus,TB,RT,"$2,551,685 "
Paul Fanaika,KC,G,"$2,550,000 "
Willie Young,CHI,OLB,"$2,520,642 "
Demar Dotson,TB,RT,"$2,513,034 "
Steven Hauschka,SEA,K,"$2,507,543 "
Letroy Guion,GB,DE,"$2,506,870 "
Niles Paul,WAS,TE,"$2,500,000 "
Adam Vinatieri,IND,K,"$2,500,000 "
Darian Stewart,DEN,FS,"$2,500,000 "
Vance Walker,DEN,DE,"$2,500,000 "
Chris Canty,BAL,DE,"$2,500,000 "
Sean Lee,DAL,OLB,"$2,500,000 "
Joique Bell,DET,RB,"$2,500,000 "
Stefen Wisniewski,JAC,C,"$2,500,000 "
Sergio Brown,JAC,FS,"$2,500,000 "
Brandon LaFell,NE,WR,"$2,500,000 "
Alan Branch,NE,DT,"$2,500,000 "
Jaquiski Tartt,SF,FS,"$2,485,598 "
Vernon Davis,DEN,TE,"$2,477,941 "
Thomas Morstead,NO,P,"$2,454,097 "
Terence Newman,MIN,CB,"$2,453,125 "
Kevin Huber,CIN,P,"$2,450,000 "
Marcedes Lewis,JAC,TE,"$2,450,000 "
Eric Kendricks,MIN,ILB,"$2,444,760 "
Rodney McLeod,STL,FS,"$2,437,928 "
Mark Barron,STL,ILB,"$2,426,659 "
Mike Tolbert,CAR,FB,"$2,425,000 "
Eric Fisher,KC,LT,"$2,422,318 "
Reggie Bush,SF,RB,"$2,409,535 "
Jermaine Kearse,SEA,WR,"$2,408,295 "
Damon Harrison,NYJ,DT,"$2,404,993 "
Cedric Thornton,PHI,DT,"$2,393,652 "
Geoff Schwartz,NYG,G,"$2,385,013 "
Eric Rowe,PHI,CB,"$2,372,210 "
Dexter McCluster,TEN,RB,"$2,366,942 "
Graham Gano,CAR,K,"$2,359,251 "
Rod Streater,OAK,WR,"$2,356,598 "
Tashaun Gipson,CLE,FS,"$2,356,000 "
Craig Robertson,CLE,ILB,"$2,356,000 "
Jerrell Freeman,IND,ILB,"$2,356,000 "
Justin Tucker,BAL,K,"$2,356,000 "
Derrick Shelby,MIA,DT,"$2,356,000 "
Manny Lawson,BUF,OLB,"$2,350,000 "
Danny Amendola,NE,WR,"$2,337,500 "
Luke Joeckel,JAC,G,"$2,332,418 "
Eugene Sims,STL,DE,"$2,316,299 "
Jordy Nelson,GB,WR,"$2,300,000 "
Tom Johnson,MIN,DT,"$2,300,000 "
Adam-Pacman Jones,CIN,CB,"$2,300,000 "
Louis Delmas,MIA,FS,"$2,297,375 "
Dion Jordan,MIA,DE,"$2,275,209 "
Steve McLendon,PIT,DT,"$2,274,824 "
Rashad Jennings,NYG,RB,"$2,272,917 "
Tyson Jackson,ATL,DE,"$2,271,592 "
Denzel Perryman,SD,ILB,"$2,257,443 "
Ted Larsen,ARI,G,"$2,250,527 "
Dwan Edwards,CAR,DT,"$2,250,000 "
Lane Johnson,PHI,RT,"$2,248,483 "
Johnny Hekker,STL,P,"$2,234,314 "
Kendrick Lewis,BAL,FS,"$2,200,000 "
Andrew Gachkar,DAL,OLB,"$2,200,000 "
Calvin Pace,NYJ,OLB,"$2,176,519 "
Joe Barksdale,SD,RT,"$2,174,016 "
Ed Dickson,CAR,TE,"$2,150,000 "
Zach Strief,NO,RT,"$2,142,193 "
Jalen Collins,ATL,CB,"$2,131,019 "
Frostee Rucker,ARI,DT,"$2,125,199 "
Al Woods,TEN,DT,"$2,124,822 "
Roy Helu,OAK,RB,"$2,109,700 "
Ezekiel Ansah,DET,DE,"$2,095,414 "
Mitch Morse,KC,C,"$2,093,598 "
Adrian Clayborn,ATL,DE,"$2,091,522 "
Tramaine Brock,SF,CB,"$2,089,715 "
Akeem Dent,HOU,ILB,"$2,084,375 "
DeAngelo Williams,PIT,RB,"$2,079,195 "
Patrick Robinson,SD,CB,"$2,057,960 "
Andy Lee,CLE,P,"$2,050,000 "
Lyle Sendlein,ARI,C,"$2,048,332 "
Karl Klug,TEN,DT,"$2,046,788 "
Blaine Gabbert,SF,QB,"$2,040,205 "
Bilal Powell,NYJ,RB,"$2,038,829 "
Stephon Gilmore,BUF,CB,"$2,037,839 "
Chris Ivory,NYJ,RB,"$2,036,916 "
Jeremy Kerley,NYJ,WR,"$2,022,683 "
Ronald Darby,BUF,CB,"$2,018,412 "
Cam Thomas,PIT,DT,"$2,012,545 "
Chris Baker,WAS,DT,"$2,008,247 "
Antonio Smith,DEN,DE,"$2,000,000 "
Matt Schaub,BAL,QB,"$2,000,000 "
Jeremy Mincey,DAL,DE,"$2,000,000 "
Rashean Mathis,DET,CB,"$2,000,000 "
