Name,Team,POS,Salary
Mike Evans,TB,WR,"$16,750,000"
Donovan Smith,TB,LT,"$16,500,000"
Dalvin Cook,MIN,RB,"$16,402,307"
Tyreek Hill,KC,WR,"$16,317,915"
James Bradberry,NYG,CB,"$16,250,000"
Chris Jones,KC,DT,"$16,151,062"
Leonard Williams,NYG,DE,"$16,126,000"
Dante Fowler Jr.,ATL,DE,"$16,055,053"
Chandler Jones,ARI,OLB,"$16,008,056"
Taylor Lewan,TEN,LT,"$16,000,000"
Alex Smith,WAS,QB,"$16,000,000"
Jacoby Brissett,IND,QB,"$15,876,400"
Alvin Kamara,NO,RB,"$15,833,000"
Shaquil Barrett,TB,OLB,"$15,828,000"
Bud Dupree,PIT,OLB,"$15,828,000"
J.J. Watt,HOU,DE,"$15,541,502"
Derrick Brown,CAR,DT,"$15,447,731"
Zach Cunningham,HOU,ILB,"$15,190,399"
Joe Schobert,JAC,ILB,"$15,099,877"
Kyle Van Noy,MIA,OLB,"$15,073,613"
Brandon Scherff,WAS,G,"$15,030,000"
Calais Campbell,BAL,DE,"$15,022,565"
Derrick Henry,TEN,RB,"$15,000,000"
Dion Dawkins,BUF,LT,"$14,848,536"
Stefon Diggs,BUF,WR,"$14,831,050"
Joe Thuney,NE,G,"$14,824,653"
Stephon Gilmore,NE,CB,"$14,736,972"
Graham Glasgow,DEN,G,"$14,662,069"
T.Y. Hilton,IND,WR,"$14,572,249"
D.J. Humphries,ARI,LT,"$14,522,389"
Taylor Decker,DET,LT,"$14,425,195"
Joe Mixon,CIN,RB,"$14,367,007"
Jarran Reed,SEA,DT,"$14,350,000"
"Odell Beckham, Jr.",CLE,WR,"$14,264,669"
Landon Collins,WAS,SS,"$14,125,000"
Devin McCourty,NE,FS,"$14,117,649"
Darius Slay,PHI,CB,"$14,050,000"
Melvin Ingram,LAC,DE,"$14,012,399"
Mario Addison,BUF,DE,"$14,010,396"
Blake Martinez,NYG,ILB,"$14,000,000"
Andrus Peat,NO,G,"$14,000,000"
Dee Ford,SF,DE,"$13,796,875"
Grady Jarrett,ATL,DT,"$13,544,257"
Shaq Lawson,MIA,DE,"$13,538,910"
Kendall Fuller,WAS,CB,"$13,500,000"
Deion Jones,ATL,ILB,"$13,436,199"
Eddie Jackson,CHI,FS,"$13,322,823"
Isaiah Simmons,ARI,ILB,"$13,267,743"
Javon Hargrave,PHI,DT,"$13,250,000"
Jaylon Smith,DAL,ILB,"$13,244,997"
Rodney Hudson,LV,C,"$13,239,259"
Kawann Short,CAR,DE,"$13,191,402"
C.J. Henderson,JAC,CB,"$13,145,968"
Jarvis Landry,CLE,WR,"$13,081,779"
Kyle Fuller,CHI,CB,"$13,059,818"
Russell Okung,CAR,LT,"$13,045,904"
Allen Robinson,CHI,WR,"$13,036,536"
Marcus Peters,BAL,CB,"$13,033,421"
Myles Jack,JAC,ILB,"$13,029,401"
Richard Sherman,SF,CB,"$12,987,500"
Davante Adams,GB,WR,"$12,966,419"
Ryan Kelly,IND,C,"$12,897,524"
Jason Pierre-Paul,TB,OLB,"$12,800,000"
Jadeveon Clowney,TEN,DE,"$12,718,750"
Jedrick Wills,CLE,LT,"$12,667,975"
Patrick Peterson,ARI,CB,"$12,603,421"
Trent Williams,SF,LT,"$12,500,000"
Lane Johnson,PHI,RT,"$12,435,000"
Demario Davis,NO,OLB,"$12,300,000"
Za'Darius Smith,GB,OLB,"$12,281,239"
Fletcher Cox,PHI,DT,"$12,200,000"
Cory Littleton,LV,ILB,"$12,120,312"
Shaq Thompson,CAR,ILB,"$12,089,090"
Robbie Anderson,CAR,WR,"$12,057,874"
Sheldon Richardson,CLE,DT,"$12,041,833"
Nick Foles,CHI,QB,"$12,011,711"
Xavien Howard,MIA,CB,"$11,970,823"
Cameron Jordan,NO,DE,"$11,850,000"
Terron Armstead,NO,LT,"$11,737,500"
Larry Fitzgerald,ARI,WR,"$11,694,379"
Ryan Kerrigan,WAS,DE,"$11,687,500"
Austin Hooper,CLE,TE,"$11,629,505"
Malcolm Butler,TEN,CB,"$11,600,000"
Mekhi Becton,NYJ,LT,"$11,585,308"
Bryan Bulaga,LAC,LT,"$11,554,680"
Geno Atkins,CIN,DT,"$11,504,754"
Danielle Hunter,MIN,DE,"$11,500,000"
Alshon Jeffery,PHI,WR,"$11,500,000"
Jason Kelce,PHI,C,"$11,500,000"
Anthony Harris,MIN,FS,"$11,498,358"
Justin Simmons,DEN,FS,"$11,492,808"
Jurrell Casey,DEN,DE,"$11,449,611"
Tyrann Mathieu,KC,FS,"$11,433,161"
Budda Baker,ARI,S,"$11,159,602"
Trey Flowers,DET,DE,"$11,136,607"
Chase Roullier,WAS,C,"$11,133,000"
Tyrell Williams,LV,WR,"$11,100,000"
David Johnson,HOU,RB,"$11,083,275"
Jamie Collins,DET,OLB,"$11,079,552"
Brandon Graham,PHI,DE,"$11,072,000"
Ereck Flowers,MIA,G,"$11,065,746"
Halapoulivaati Vaitai,DET,RT,"$11,052,375"
Logan Ryan,NYG,CB,"$11,050,000"
Olivier Vernon,CLE,OLB,"$11,046,040"
Zack Martin,DAL,G,"$11,045,775"
Kareem Jackson,DEN,SS,"$11,038,807"
Patrick Mahomes,KC,QB,"$10,926,636"
Brandon Brooks,PHI,G,"$10,750,000"
Lavonte David,TB,ILB,"$10,750,000"
Cody Whitehair,CHI,C,"$10,727,429"
Hunter Henry,LAC,TE,"$10,656,241"
Ali Marpet,TB,G,"$10,625,000"
Jake Matthews,ATL,LT,"$10,616,423"
Duane Brown,SEA,LT,"$10,562,500"
Malcolm Jenkins,NO,FS,"$10,550,000"
Whitney Mercilus,HOU,OLB,"$10,532,392"
Henry Ruggs,LV,WR,"$10,411,446"
Akiem Hicks,CHI,DT,"$10,340,442"
Chris Harris,LAC,CB,"$10,305,658"
Tyler Lockett,SEA,WR,"$10,200,000"
Will Fuller,HOU,WR,"$10,198,192"
A.J. Bouye,DEN,CB,"$10,171,930"
David Onyemata,NO,DT,"$10,166,666"
C.J. Mosley,NYJ,ILB,"$10,150,000"
Malik Jackson,PHI,DT,"$10,105,000"
Anthony Barr,MIN,OLB,"$10,104,454"
Leonard Floyd,LAR,ILB,"$10,052,109"
Andrew Whitworth,LAR,LT,"$10,050,928"
Janoris Jenkins,NO,CB,"$10,050,000"
Jordan Phillips,ARI,DT,"$10,044,547"
Adam Thielen,MIN,WR,"$10,034,374"
Randall Cobb,HOU,WR,"$10,023,385"
Tyron Smith,DAL,LT,"$10,012,269"
William Jackson,CIN,CB,"$10,006,945"
Kevin Zeitler,NYG,G,"$10,000,000"
Connor McGovern,NYJ,C,"$10,000,000"
Ryan Jensen,TB,C,"$10,000,000"
Tristan Wirfs,TB,T,"$9,972,200"
Rodger Saffold,TEN,G,"$9,968,750"
La'el Collins,DAL,RT,"$9,950,000"
Jimmie Ward,SF,FS,"$9,937,500"
Casey Hayward,LAC,CB,"$9,791,319"
Bradley Roby,HOU,CB,"$9,769,877"
Desmond Trufant,DET,CB,"$9,698,606"
Gabe Jackson,LV,G,"$9,678,288"
Tre Boston,CAR,FS,"$9,613,520"
Linval Joseph,LAC,DT,"$9,555,049"
Austin Ekeler,LAC,RB,"$9,546,224"
Eric Fisher,KC,LT,"$9,540,961"
Preston Smith,GB,OLB,"$9,537,330"
Javon Kinlaw,SF,DT,"$9,434,504"
Jerry Jeudy,DEN,WR,"$9,345,602"
Travis Kelce,KC,TE,"$9,294,294"
Rob Gronkowski,TB,TE,"$9,250,000"
Jordan Poyer,BUF,SS,"$9,229,861"
George Fant,NYJ,LT,"$9,225,000"
Marcus Mariota,LV,QB,"$9,130,549"
Kevin Byard,TEN,FS,"$9,100,000"
Joel Bitonio,CLE,G,"$9,081,959"
Melvin Gordon,DEN,RB,"$9,044,596"
Justin Houston,IND,DE,"$9,043,121"
Jimmy Graham,CHI,TE,"$9,039,529"
Andrew Norwell,JAC,G,"$9,033,012"
Stephon Tuitt,PIT,DE,"$9,000,000"
Sammy Watkins,KC,WR,"$8,893,617"
Jamison Crowder,NYJ,WR,"$8,875,000"
Mitch Morse,BUF,C,"$8,866,837"
Taysom Hill,NO,QB,"$8,841,000"
Harrison Smith,MIN,SS,"$8,807,828"
Trai Turner,LAC,G,"$8,797,511"
A.J. Terrell,ATL,CB,"$8,769,670"
David DeCastro,PIT,G,"$8,750,000"
DeSean Jackson,PHI,WR,"$8,675,000"
Emmanuel Sanders,NO,WR,"$8,600,000"
Tyler Higbee,LAR,TE,"$8,578,227"
Quinton Jefferson,BUF,DT,"$8,561,134"
Corey Linsley,GB,C,"$8,543,192"
Kenyan Drake,ARI,RB,"$8,526,240"
Anthony Hitchens,KC,ILB,"$8,497,357"
CeeDee Lamb,DAL,WR,"$8,486,527"
Justin Pugh,ARI,G,"$8,480,455"
J.C. Tretter,CLE,C,"$8,421,488"
Vernon Butler,BUF,DT,"$8,417,191"
Matthew Stafford,DET,QB,"$8,327,068"
Brandon Williams,BAL,DT,"$8,269,662"
Steven Nelson,PIT,CB,"$8,250,000"
Austin Jackson,MIA,LT,"$8,235,148"
Tarik Cohen,CHI,RB,"$8,150,277"
Robert Woods,LAR,WR,"$8,067,266"
Charles Leno,CHI,LT,"$8,066,146"
Riley Reiff,MIN,LT,"$8,064,710"
Trent Murphy,BUF,DE,"$8,056,897"
Alex Mack,ATL,C,"$8,055,320"
Ryan Fitzpatrick,MIA,QB,"$8,040,322"
Tyrone Crawford,DAL,DE,"$8,028,594"
Brandin Cooks,HOU,WR,"$8,017,022"
Weston Richburg,SF,C,"$8,001,473"
Golden Tate,NYG,WR,"$8,000,000"
Ndamukong Suh,TB,DT,"$8,000,000"
Maurkice Pouncey,PIT,C,"$8,000,000"
LaMarcus Joyner,LV,FS,"$7,997,928"
K’Lavon Chaisson,JAC,OLB,"$7,975,475"
John Brown,BUF,WR,"$7,965,332"
Damon Arnette,LV,CB,"$7,933,533"
Justin Jefferson,MIN,WR,"$7,889,226"
Kenneth Murray,LAC,ILB,"$7,818,546"
Cooper Kupp,LAR,WR,"$7,777,571"
Jalen Reagor,PHI,WR,"$7,771,988"
Carl Nassib,LV,DE,"$7,750,000"
Jack Doyle,IND,TE,"$7,729,937"
Darren Waller,LV,TE,"$7,715,823"
Sheldon Rankins,NO,DT,"$7,690,000"
Chuck Clark,BAL,SS,"$7,679,603"
Brandon Linder,JAC,C,"$7,596,553"
Emmanuel Ogbah,MIA,DE,"$7,576,389"
Nick Martin,HOU,C,"$7,571,107"
Jordan Hicks,ARI,ILB,"$7,562,890"
Eric Kendricks,MIN,ILB,"$7,521,392"
Eric Murray,HOU,SS,"$7,507,000"
K.J. Wright,SEA,OLB,"$7,500,000"
Danny Trevathan,CHI,ILB,"$7,497,180"
Quinnen Williams,NYJ,DE,"$7,453,629"
Jerry Hughes,BUF,DE,"$7,447,797"
Kyle Rudolph,MIN,TE,"$7,414,755"
Cesar Ruiz,NO,G,"$7,391,240"
Brandon Aiyuk,SF,WR,"$7,283,704"
Grover Stewart,IND,DT,"$7,267,738"
Robbie Gould,SF,K,"$7,240,685"
Adam Humphries,TEN,WR,"$7,218,750"
Patrick Queen,BAL,ILB,"$7,195,993"
Jordan Love,GB,QB,"$7,176,148"
Vonn Bell,CIN,FS,"$7,128,180"
Rob Havenstein,LAR,RT,"$7,104,577"
Jordyn Brooks,SEA,OLB,"$7,068,624"
Nick Kwiatkoski,LV,OLB,"$7,068,080"
Matt Paradis,CAR,C,"$7,066,980"
Bobby Massie,CHI,RT,"$7,035,872"
Justin Coleman,DET,CB,"$7,034,404"
Ka'imi Fairbairn,HOU,K,"$7,020,908"
Henry Anderson,NYJ,DE,"$7,000,000"
Jared Cook,NO,TE,"$7,000,000"
Joe Haden,PIT,CB,"$7,000,000"
DaQuan Jones,TEN,DT,"$7,000,000"
Adrian Amos,GB,FS,"$6,966,502"
Greg Olsen,SEA,TE,"$6,906,250"
A.J. Klein,BUF,OLB,"$6,881,186"
Ricky Wagner,GB,RT,"$6,788,555"
Morgan Moses,WAS,RT,"$6,750,000"
Dennis Kelly,TEN,RT,"$6,750,000"
Tyler Boyd,CIN,WR,"$6,702,008"
Zach Ertz,PHI,TE,"$6,660,000"
Michael Brockers,LAR,DE,"$6,615,570"
Marvin Jones,DET,WR,"$6,560,963"
Keanu Neal,ATL,SS,"$6,555,651"
Stephen Weatherly,CAR,DE,"$6,555,443"
A'Shawn Robinson,LAR,DT,"$6,554,781"
DeVante Parker,MIA,WR,"$6,537,500"
Sterling Shepard,NYG,WR,"$6,500,000"
Noah Igbinoghene,MIA,CB,"$6,494,706"
Julian Edelman,NE,WR,"$6,462,565"
Rodney Gunter,JAC,DT,"$6,453,125"
Breshad Perriman,NYJ,WR,"$6,437,500"
Jeff Gladney,MIN,CB,"$6,405,496"
Isaiah Wilson,TEN,RT,"$6,403,376"
Michael Pierce,MIN,DT,"$6,350,000"
Anthony Brown,DAL,CB,"$6,331,762"
Maliek Collins,LV,DT,"$6,312,093"
Devon Kennard,ARI,OLB,"$6,253,851"
Blake Jarwin,DAL,TE,"$6,253,785"
Benardrick McKinney,HOU,ILB,"$6,209,940"
De'Vondre Campbell,ARI,ILB,"$6,186,495"
Christian Kirksey,GB,ILB,"$6,175,975"
Clyde Edwards-Helaire,KC,RB,"$6,164,362"
Kenny Moore,IND,CB,"$6,107,730"
Mason Crosby,GB,K,"$6,024,800"
D.J. Hayden,JAC,CB,"$6,014,831"
Robert Alford,ARI,CB,"$6,000,000"
Eric Ebron,PIT,TE,"$6,000,000"
Mike Pouncey,LAC,C,"$6,000,000"
Billy Turner,GB,G,"$5,898,537"
Shaq Mason,NE,G,"$5,872,657"
Bobby Hart,CIN,RT,"$5,872,344"
Josh Norman,BUF,CB,"$5,845,530"
Alex Lewis,NYJ,G,"$5,825,000"
Denico Autry,IND,DT,"$5,780,982"
Jake Elliott,PHI,K,"$5,725,000"
Mitchell Schwartz,KC,RT,"$5,689,623"
Cole Beasley,BUF,WR,"$5,638,238"
Mark Glowinski,IND,G,"$5,608,396"
Bobby McCain,MIA,FS,"$5,596,907"
Todd Gurley,ATL,RB,"$5,531,369"
Brandon McManus,DEN,K,"$5,514,350"
Tavon Young,BAL,CB,"$5,504,145"
Case Keenum,CLE,QB,"$5,503,726"
Richie Incognito,LV,G,"$5,484,616"
Kyle Juszczyk,SF,FB,"$5,450,000"
Brandon Shell,SEA,RT,"$5,400,000"
Nick Williams,DET,DT,"$5,383,469"
Nick Easton,NO,C,"$5,375,000"
Ricardo Allen,ATL,FS,"$5,299,509"
Graham Gano,NYG,K,"$5,250,000"
Ben Jones,TEN,C,"$5,250,000"
Quandre Diggs,SEA,FS,"$5,200,000"
Yannick Ngakoue,BAL,DE,"$5,192,394"
Micah Hyde,BUF,FS,"$5,177,656"
Kenny Vaccaro,TEN,SS,"$5,156,250"
Vance McDonald,PIT,TE,"$5,100,000"
Johnathan Hankins,LV,DT,"$5,083,903"
A.J. Cann,JAC,G,"$5,034,263"
Danny Amendola,DET,WR,"$5,025,662"
Tyrod Taylor,LAC,QB,"$5,005,626"
Buster Skrine,CHI,CB,"$5,000,734"
Alejandro Villanueva,PIT,LT,"$5,000,000"
J.R. Sweezy,ARI,G,"$4,983,332"
Bryce Callahan,DEN,CB,"$4,948,854"
Brian Poole,NYJ,CB,"$4,937,500"
Tyeler Davison,ATL,DT,"$4,898,238"
Tevin Coleman,SF,RB,"$4,868,750"
Jason Witten,LV,TE,"$4,822,240"
C.J. Uzomah,CIN,TE,"$4,810,178"
Cordarrelle Patterson,CHI,WR,"$4,789,332"
Jaquiski Tartt,SF,SS,"$4,775,000"
Tress Way,WAS,P,"$4,750,000"
Rodney McLeod,PHI,FS,"$4,750,000"
William Gholston,TB,DE,"$4,750,000"
Bruce Irvin,SEA,DE,"$4,625,000"
Duron Harmon,DET,SS,"$4,616,343"
Michael Pittman Jr.,IND,WR,"$4,611,703"
Kyler Fackrell,NYG,OLB,"$4,600,000"
Damien Wilson,KC,OLB,"$4,573,687"
Allen Bailey,ATL,DE,"$4,568,624"
Lawrence Guy,NE,DE,"$4,560,938"
Troy Hill,LAR,CB,"$4,554,780"
Mitchell Trubisky,CHI,QB,"$4,550,980"
Chris Hubbard,CLE,LT,"$4,539,962"
Nick Boyle,BAL,TE,"$4,538,683"
Trey Hopkins,CIN,C,"$4,537,425"
Shawn Williams,CIN,SS,"$4,529,569"
Sean Lee,DAL,OLB,"$4,526,382"
D'Andre Swift,DET,RB,"$4,509,705"
Matthew Ioannidis,WAS,DT,"$4,506,250"
Brandon Dunn,HOU,DE,"$4,502,395"
Wes Schweitzer,WAS,G,"$4,500,000"
Tyler Eifert,JAC,TE,"$4,495,834"
Tee Higgins,CIN,WR,"$4,487,664"
Kyle Dugger,NE,S,"$4,450,788"
Malcom Brown,NO,DT,"$4,443,750"
Laken Tomlinson,SF,G,"$4,430,408"
Patrick Ricard,BAL,FB,"$4,387,369"
Robert Hunt,MIA,G,"$4,307,807"
Dan Bailey,MIN,K,"$4,289,334"
Sam Koch,BAL,P,"$4,282,562"
Cameron Brate,TB,TE,"$4,250,000"
Derek Watt,PIT,FB,"$4,250,000"
Yetur Gross-Matos,CAR,DE,"$4,219,211"
C.J. Ham,MIN,FB,"$4,182,753"
Juston Burris,CAR,SS,"$4,168,538"
Giovani Bernard,CIN,RB,"$4,166,801"
Ryan Griffin,NYJ,TE,"$4,160,073"
Xavier McKinney,NYG,FS,"$4,122,573"
Danny Shelton,DET,DT,"$4,118,930"
Darren Fells,HOU,TE,"$4,110,916"
Kareem Hunt,CLE,RB,"$4,099,320"
Jonathan Jones,NE,CB,"$4,087,811"
Solomon Thomas,SF,DT,"$4,085,410"
Bradley McDougald,NYJ,SS,"$4,068,750"
Austin Blythe,LAR,G,"$4,067,260"
Ross Blacklock,HOU,DT,"$4,061,589"
Jimmy Smith,BAL,CB,"$4,058,785"
James Carpenter,ATL,G,"$4,056,481"
Cam Newton,NE,QB,"$4,051,550"
John Miller,CAR,G,"$4,050,751"
Jason Peters,PHI,LT,"$4,050,000"
Mike Purcell,DEN,DE,"$4,048,090"
Mackensie Alexander,CIN,CB,"$4,043,675"
Jonathan Taylor,IND,RB,"$4,038,371"
Duke Johnson,HOU,RB,"$4,031,887"
Abry Jones,JAC,DT,"$4,025,289"
Corey Davis,TEN,WR,"$4,017,921"
Mark Ingram,BAL,RB,"$4,016,473"
Jesse Davis,MIA,RT,"$4,006,275"
A.J. McCarron,HOU,QB,"$4,000,316"
Patrick Chung,NE,SS,"$4,000,000"
Jalen Mills,PHI,SS,"$4,000,000"
Vince Williams,PIT,ILB,"$4,000,000"
Isaac Seumalo,PHI,G,"$3,990,000"
Jordan Jenkins,NYJ,OLB,"$3,937,500"
Laviska Shenault,JAC,WR,"$3,924,118"
Jesse James,DET,TE,"$3,921,719"
Cole Kmet,CHI,TE,"$3,915,430"
Tyler Matakevich,BUF,ILB,"$3,884,846"
Jason McCourty,NE,CB,"$3,875,139"
Tyler Kroft,BUF,TE,"$3,863,812"
Daniel Sorensen,KC,FS,"$3,860,425"
Jakeem Grant,MIA,WR,"$3,850,629"
Xavier Rhodes,IND,CB,"$3,819,362"
Dean Lowry,GB,DE,"$3,785,145"
Shamar Stephen,MIN,DT,"$3,783,340"
Jon Feliciano,BUF,G,"$3,755,555"
Jeff Heath,LV,SS,"$3,753,106"
Thomas Davis,WAS,ILB,"$3,750,000"
Ty Nsekhe,BUF,LT,"$3,719,084"
Willie Snead,BAL,WR,"$3,716,744"
Eric Rowe,MIA,SS,"$3,700,043"
Jalen Richard,LV,RB,"$3,672,196"
Logan Thomas,WAS,TE,"$3,660,000"
Zach Fulton,HOU,G,"$3,652,386"
Kevin Johnson,CLE,CB,"$3,620,750"
Baker Mayfield,CLE,QB,"$3,615,494"
Grant Delpit,CLE,FS,"$3,599,136"
Corey Peters,ARI,DE,"$3,597,016"
Jamal Adams,SEA,SS,"$3,590,292"
Austin Reiter,KC,C,"$3,569,751"
David Mayo,NYG,ILB,"$3,550,000"
Chase Daniel,DET,QB,"$3,519,307"
Justin Tucker,BAL,K,"$3,519,036"
Johnny Hekker,LAR,P,"$3,517,023"
K.J. Hamler,DEN,WR,"$3,515,393"
James White,NE,RB,"$3,515,333"
Jon Bostic,WAS,ILB,"$3,510,000"
Antoine Winfield Jr.,TB,S,"$3,484,316"
Everson Griffen,DET,DE,"$3,476,890"
Erik Harris,LV,SS,"$3,455,010"
Eric Wilson,MIN,OLB,"$3,454,025"
Michael Davis,LAC,CB,"$3,444,515"
Cameron Fleming,NYG,RT,"$3,437,500"
Nicholas Morrow,LV,OLB,"$3,427,786"
Quinton Dunbar,SEA,CB,"$3,421,875"
Adrian Phillips,NE,FS,"$3,420,128"
Greg Van Roten,NYJ,RT,"$3,406,250"
Saquon Barkley,NYG,RB,"$3,405,886"
Keelan Cole,JAC,WR,"$3,400,181"
L.J. Fort,BAL,ILB,"$3,390,363"
Adam Butler,NE,DT,"$3,350,955"
Elijah Wilkinson,DEN,G,"$3,341,662"
Shelby Harris,DEN,DE,"$3,333,724"
Sam Darnold,NYJ,QB,"$3,319,790"
Roy Robertson-Harris,CHI,DT,"$3,318,574"
Mike Williams,LAC,WR,"$3,316,399"
Clayton Fejedelem,MIA,SS,"$3,314,677"
Chris Conley,JAC,WR,"$3,311,644"
Lee Smith,BUF,TE,"$3,304,699"
Matt Breida,MIA,RB,"$3,304,481"
Romeo Okwara,DET,DE,"$3,301,551"
Thomas Morstead,NO,P,"$3,300,000"
Britton Colquitt,MIN,P,"$3,289,460"
Denzel Ward,CLE,CB,"$3,286,983"
Bryan Anger,HOU,P,"$3,283,984"
Zane Gonzalez,ARI,K,"$3,282,369"
Jacob Hollister,SEA,TE,"$3,259,000"
Matt Feiler,PIT,RT,"$3,259,000"
Mike Hilton,PIT,CB,"$3,259,000"
Kendrick Bourne,SF,WR,"$3,259,000"
Levine Toilolo,NYG,TE,"$3,250,000"
Christian Jones,DET,OLB,"$3,248,114"
Marlon Davidson,ATL,DT,"$3,225,038"
Jaylon Johnson,CHI,CB,"$3,202,927"
Latavius Murray,NO,RB,"$3,200,000"
Terrance Mitchell,CLE,CB,"$3,193,036"
Ted Karras,MIA,C,"$3,183,373"
Brian Winters,BUF,G,"$3,166,223"
Wil Lutz,NO,K,"$3,150,000"
Raheem Mostert,SF,RB,"$3,125,000"
Nick Vigil,LAC,OLB,"$3,122,590"
Mike Davis,CAR,RB,"$3,116,853"
David Andrews,NE,C,"$3,113,540"
Andy Dalton,DAL,QB,"$3,101,553"
Nate Solder,NYG,LT,"$3,100,000"
Derek Wolfe,BAL,DT,"$3,098,639"
Xavier Su'a-Filo,CIN,G,"$3,098,385"
Bradley Chubb,DEN,OLB,"$3,096,675"
Kamu Grugier-Hill,MIA,ILB,"$3,093,692"
Darrell Taylor,SEA,DE,"$3,089,640"
Maxx Williams,ARI,TE,"$3,087,090"
Nick Vannett,DEN,TE,"$3,085,244"
Josh Lambo,JAC,K,"$3,064,966"
Matthew Slater,NE,WR,"$3,032,739"
Benson Mayowa,SEA,DE,"$3,018,750"
Matt Prater,DET,K,"$3,013,912"
Beau Allen,NE,DT,"$3,000,000"
Eddie Goldman,CHI,DT,"$3,000,000"
Chase Claypool,PIT,WR,"$2,982,092"
Alex Okafor,KC,DE,"$2,974,557"
Trevon Diggs,DAL,CB,"$2,956,506"
Kevin Pierre-Louis,WAS,OLB,"$2,956,250"
Dustin Hopkins,WAS,K,"$2,900,000"
Demar Dotson,DEN,RT,"$2,890,144"
Adrian Clayborn,CLE,DE,"$2,872,520"
Quenton Nelson,IND,G,"$2,849,203"
Ronald Darby,WAS,CB,"$2,812,500"
John Ross,CIN,WR,"$2,807,790"
Cam Akers,LAR,RB,"$2,766,257"
Carlos Hyde,SEA,RB,"$2,750,000"
Tyson Alualu,PIT,DE,"$2,750,000"
Brett Kern,TEN,P,"$2,750,000"
Daryl Williams,BUF,G,"$2,738,813"
Virgil Green,LAC,TE,"$2,726,814"
Kevin Huber,CIN,P,"$2,725,852"
Spencer Pulley,NYG,C,"$2,725,000"
Denzelle Good,LV,RT,"$2,720,601"
Markus Golden,ARI,OLB,"$2,713,667"
Bradley Pinion,TB,P,"$2,700,000"
Riley Dixon,NYG,P,"$2,660,000"
B.J. Goodson,CLE,ILB,"$2,639,177"
Jarrod Wilson,JAC,FS,"$2,625,551"
A.J. Epenesa,BUF,DE,"$2,619,050"
Josh Allen,BUF,QB,"$2,615,637"
Karl Joseph,CLE,SS,"$2,615,133"
Joe Looney,DAL,C,"$2,604,125"
Jason Myers,SEA,K,"$2,600,000"
Tahir Whitehead,CAR,ILB,"$2,572,626"
Stephen Gostkowski,TEN,K,"$2,562,500"
Marshon Lattimore,NO,CB,"$2,559,486"
Jalen Hurts,PHI,QB,"$2,551,944"
Raekwon Davis,MIA,DT,"$2,548,295"
Andrew Sendejo,CLE,FS,"$2,545,206"
Greg Zuerlein,DAL,K,"$2,544,744"
