Name,Team,POS,Salary
Allen Bailey,KC,DE,"$10,670,000"
Roddy White,ATL,WR,"$10,550,000"
Jason Hatcher,WAS,DE,"$10,500,000"
Alex Mack,CLE,C,"$10,000,000"
Karlos Dansby,CLE,ILB,"$10,000,000"
Vontae Davis,IND,CB,"$10,000,000"
Vincent Jackson,TB,WR,"$10,000,000"
Michael Bennett,SEA,DE,"$10,000,000"
Eric Decker,NYJ,WR,"$10,000,000"
Austin Howard,OAK,RT,"$10,000,000"
Arthur Jones,IND,DT,"$9,935,294"
Adrian Peterson,MIN,RB,"$9,926,471"
Jason Worilds,PIT,OLB,"$9,754,000"
Brian Robison,MIN,DE,"$9,700,000"
Golden Tate,DET,WR,"$9,538,850"
Tyson Jackson,ATL,DE,"$9,500,000"
Cliff Avril,SEA,DE,"$9,500,000"
Mike Evans,TB,WR,"$9,381,092"
Lamarr Houston,CHI,OLB,"$9,011,518"
Linval Joseph,MIN,DT,"$9,000,000"
Michael Johnson,TB,DE,"$9,000,000"
Dashon Goldson,TB,FS,"$9,000,000"
Charles Johnson,CAR,DE,"$9,000,000"
Trent Williams,WAS,LT,"$9,000,000"
James Laurinaitis,STL,ILB,"$9,000,000"
Russell Okung,SEA,LT,"$8,960,000"
Brian Cushing,HOU,ILB,"$8,937,500"
Aaron Williams,BUF,SS,"$8,850,000"
Eric Berry,KC,FS,"$8,717,000"
Julius Peppers,GB,DE,"$8,535,880"
Tamba Hali,KC,OLB,"$8,500,000"
Haloti Ngata,BAL,DT,"$8,500,000"
Brent Grimes,MIA,CB,"$8,500,000"
Dwayne Bowe,KC,WR,"$8,485,294"
Jonathan Stewart,CAR,RB,"$8,375,000"
Jamaal Charles,KC,RB,"$8,300,000"
Alterraun Verner,TB,CB,"$8,250,000"
Troy Polamalu,PIT,S,"$8,250,000"
Justin Gilbert,CLE,CB,"$8,073,456"
Anthony Barr,MIN,OLB,"$8,008,000"
Rodger Saffold,STL,G,"$8,000,000"
Ryan Clady,DEN,LT,"$8,000,000"
LeSean McCoy,PHI,RB,"$8,000,000"
DeSean Jackson,WAS,WR,"$8,000,000"
Matt Schaub,OAK,QB,"$8,000,000"
Jake Long,STL,LT,"$8,000,000"
Marcus Gilbert,PIT,RT,"$7,940,000"
D'Brickashaw Ferguson,NYJ,LT,"$7,700,000"
Eric Ebron,DET,TE,"$7,680,486"
Vontaze Burfict,CIN,OLB,"$7,600,000"
Tim Jennings,CHI,CB,"$7,527,520"
Vince Wilfork,NE,DT,"$7,525,000"
Tramon Williams,GB,CB,"$7,519,419"
Kyle Rudolph,MIN,TE,"$7,506,343"
Daryl Washington,ARI,ILB,"$7,500,000"
Jared Veldheer,ARI,RT,"$7,500,000"
Eric Weddle,SD,FS,"$7,500,000"
Jahri Evans,NO,G,"$7,500,000"
Lardarius Webb,BAL,CB,"$7,500,000"
Johnathan Joseph,HOU,CB,"$7,500,000"
Pierre Garcon,WAS,WR,"$7,500,000"
Brandon Carr,DAL,CB,"$7,500,000"
Paul Posluszny,JAC,OLB,"$7,500,000"
Zane Beadles,JAC,G,"$7,500,000"
Cortez Allen,PIT,CB,"$7,400,000"
Jason Kelce,PHI,C,"$7,398,000"
Antrel Rolle,NYG,SS,"$7,250,000"
Sam Baker,ATL,LT,"$7,250,000"
Taylor Lewan,TEN,LT,"$7,092,730"
Blake Bortles,JAC,QB,"$7,090,836"
Paul Kruger,CLE,OLB,"$7,000,000"
T.J. Ward,DEN,SS,"$7,000,000"
Carlos Dunlap,CIN,DE,"$7,000,000"
Clay Matthews Jr.,GB,OLB,"$6,918,713"
Matt Forte,CHI,RB,"$6,916,031"
DeMeco Ryans,PHI,ILB,"$6,900,000"
Leon Hall,CIN,CB,"$6,900,000"
Marcedes Lewis,JAC,TE,"$6,850,000"
Ahtyba Rubin,CLE,DT,"$6,800,000"
Lawrence Timmons,PIT,ILB,"$6,750,000"
Antoine Bethea,SF,SS,"$6,750,000"
Michael Roos,TEN,LT,"$6,625,000"
Rob Ninkovich,NE,OLB,"$6,600,000"
Andy Levitre,TEN,G,"$6,500,000"
Jason McCourty,TEN,CB,"$6,500,000"
Marshawn Lynch,SEA,RB,"$6,500,000"
Zach Strief,NO,RT,"$6,500,000"
Percy Harvin,NYJ,WR,"$6,470,588"
Frank Gore,SF,RB,"$6,450,000"
Patrick Willis,SF,ILB,"$6,441,250"
K.J. Wright,SEA,OLB,"$6,431,000"
"Odell Beckham, Jr.",NYG,WR,"$6,308,144"
Logan Mankins,TB,G,"$6,250,000"
Michael Griffin,TEN,FS,"$6,200,000"
Doug Baldwin,SEA,WR,"$6,200,000"
Aaron Donald,STL,DT,"$6,112,000"
Ben Grubbs,NO,G,"$6,100,000"
Jon Beason,NYG,ILB,"$6,075,000"
Dannell Ellerbe,MIA,OLB,"$6,025,000"
Heath Miller,PIT,TE,"$6,020,000"
Jon Asamoah,ATL,G,"$6,000,000"
Kyle Orton,BUF,QB,"$6,000,000"
Michael Oher,TEN,RT,"$6,000,000"
Louis Vasquez,DEN,G,"$6,000,000"
Emmanuel Sanders,DEN,WR,"$6,000,000"
Anthony Collins,TB,LT,"$6,000,000"
Malcolm Jenkins,PHI,FS,"$6,000,000"
Duane Brown,HOU,LT,"$6,000,000"
Arian Foster,HOU,RB,"$6,000,000"
Geno Atkins,CIN,DT,"$6,000,000"
Shawn Lauvao,WAS,G,"$6,000,000"
Antonio Brown,PIT,WR,"$6,000,000"
Mike Mitchell,PIT,FS,"$6,000,000"
Anquan Boldin,SF,WR,"$6,000,000"
Jared Cook,STL,TE,"$6,000,000"
Domata Peko,CIN,DT,"$5,900,000"
Cameron Wake,MIA,DE,"$5,885,000"
Kyle Fuller,CHI,CB,"$5,857,652"
Andrew Hawkins,CLE,WR,"$5,800,000"
Calais Campbell,ARI,DE,"$5,750,000"
Darnell Dockett,ARI,DE,"$5,750,000"
Matt Cassel,MIN,QB,"$5,750,000"
Ryan Shazier,PIT,ILB,"$5,654,336"
Wes Welker,DEN,WR,"$5,647,059"
Sen'Derrick Marks,JAC,DT,"$5,625,000"
Marques Colston,NO,WR,"$5,600,000"
Corey Graham,BUF,FS,"$5,550,000"
Cortland Finnegan,MIA,CB,"$5,525,000"
Victor Cruz,NYG,WR,"$5,524,000"
Lance Briggs,CHI,OLB,"$5,510,083"
D'Qwell Jackson,IND,ILB,"$5,500,000"
Chad Greenway,MIN,OLB,"$5,500,000"
Brandon Mebane,SEA,DT,"$5,500,000"
Marshal Yanda,BAL,G,"$5,500,000"
Elvis Dumervil,BAL,OLB,"$5,500,000"
Greg Olsen,CAR,TE,"$5,500,000"
Sean Lee,DAL,OLB,"$5,500,000"
Robert Quinn,STL,OLB,"$5,483,131"
Jeremy Maclin,PHI,WR,"$5,468,750"
Red Bryant,JAC,DE,"$5,468,750"
Keenan Lewis,NO,CB,"$5,450,000"
Brandon Fusco,MIN,G,"$5,431,000"
Ahmad Brooks,SF,OLB,"$5,409,375"
Kyle Williams,BUF,DT,"$5,300,000"
Vernon Davis,SF,TE,"$5,300,000"
Zack Martin,DAL,G,"$5,262,036"
Andre Roberts,WAS,WR,"$5,250,000"
Brandon Pettigrew,DET,TE,"$5,238,227"
Josh Sitton,GB,G,"$5,223,563"
Chris Clemons,JAC,DE,"$5,218,750"
Andrew Whitworth,CIN,LT,"$5,200,000"
Evan Mathis,PHI,G,"$5,150,000"
C.J. Mosley,BAL,ILB,"$5,131,272"
Jermon Bushrod,CHI,G,"$5,117,170"
Daryl Smith,BAL,ILB,"$5,100,000"
Michael Neal,GB,OLB,"$5,027,305"
Chris Williams,BUF,G,"$5,025,000"
Calvin Johnson,DET,WR,"$5,006,924"
Greg Jennings,MIN,WR,"$5,000,000"
Antonio Gates,SD,TE,"$5,000,000"
Trent Cole,PHI,OLB,"$5,000,000"
Max Unger,SEA,C,"$5,000,000"
David Harris,NYJ,ILB,"$5,000,000"
Riley Cooper,PHI,WR,"$5,000,000"
Ryan Kalil,CAR,C,"$5,000,000"
Chris Myers,HOU,C,"$5,000,000"
Barry Cofield,WAS,DT,"$5,000,000"
Jason Witten,DAL,TE,"$5,000,000"
Perry Riley,WAS,ILB,"$5,000,000"
Philip Wheeler,MIA,OLB,"$5,000,000"
Randy Starks,MIA,DE,"$5,000,000"
Earl Mitchell,MIA,DT,"$5,000,000"
Donald Penn,OAK,LT,"$5,000,000"
Justin Tuck,OAK,DE,"$5,000,000"
Kendall Langford,STL,DE,"$5,000,000"
Calvin Pryor,NYJ,FS,"$4,967,820"
Antonio Smith,OAK,DE,"$4,946,875"
Martellus Bennett,CHI,TE,"$4,921,624"
HaHa Clinton-Dix,GB,FS,"$4,904,019"
Dan Bailey,DAL,K,"$4,900,000"
William Beatty,NYG,LT,"$4,900,000"
Ja'Wuan James,MIA,RT,"$4,869,744"
Junior Galette,NO,OLB,"$4,850,000"
LaMarr Woodley,OAK,OLB,"$4,843,750"
Brandin Cooks,NO,WR,"$4,837,056"
Kam Chancellor,SEA,SS,"$4,825,000"
Brian Hartline,MIA,WR,"$4,810,000"
Nate Washington,TEN,WR,"$4,800,000"
Wesley Woodyard,TEN,ILB,"$4,750,000"
Cary Williams,PHI,CB,"$4,750,000"
Josh McCown,TB,QB,"$4,750,000"
Justin Smith,SF,DE,"$4,750,000"
Navorro Bowman,SF,ILB,"$4,750,000"
Johnny Manziel,CLE,QB,"$4,738,980"
Geoff Schwartz,NYG,G,"$4,725,000"
Glenn Dorsey,SF,DE,"$4,725,000"
Garrett Graham,HOU,TE,"$4,703,125"
Dee Ford,KC,OLB,"$4,673,600"
Derrick Johnson,KC,ILB,"$4,550,000"
Darqueze Dennard,CIN,CB,"$4,542,835"
Ricky Jean Francois,IND,DT,"$4,500,000"
Greg Toler,IND,CB,"$4,500,000"
Breno Giacomini,NYJ,RT,"$4,500,000"
Steve Smith,BAL,WR,"$4,500,000"
Jacoby Jones,BAL,WR,"$4,500,000"
Jeremy Zuttah,BAL,C,"$4,500,000"
DeAngelo Hall,WAS,CB,"$4,500,000"
Chad Henne,JAC,QB,"$4,500,000"
Justin Blalock,ATL,G,"$4,500,000"
Jeremy Kerley,NYJ,WR,"$4,431,000"
Marcus Smith,PHI,DE,"$4,412,064"
Orlando Scandrick,DAL,CB,"$4,411,764"
Nick Hardwick,SD,C,"$4,400,000"
Jason Verrett,SD,CB,"$4,360,456"
Deone Bucannon,ARI,ILB,"$4,346,692"
Joique Bell,DET,RB,"$4,334,755"
Kelvin Benjamin,CAR,WR,"$4,314,000"
Connor Barwin,PHI,OLB,"$4,300,000"
Robert Mathis,IND,OLB,"$4,294,117"
Nick Mangold,NYJ,C,"$4,220,000"
Curtis Lofton,NO,ILB,"$4,200,000"
Andre Smith,CIN,G,"$4,200,000"
Anthony Davis,SF,RT,"$4,165,600"
Eric Wood,BUF,C,"$4,150,000"
Dwight Freeney,SD,OLB,"$4,078,125"
Brent Celek,PHI,TE,"$4,075,000"
Dominique Easley,NE,DT,"$4,051,672"
Dexter McCluster,TEN,RB,"$4,050,000"
T.J. Lang,GB,G,"$4,028,673"
Evander Hood,JAC,DE,"$4,025,000"
Matt Slauson,CHI,G,"$4,013,109"
Jonathan Babineaux,ATL,DT,"$4,000,000"
Reggie Wayne,IND,WR,"$4,000,000"
Erik Walden,IND,OLB,"$4,000,000"
Antonio Cromartie,ARI,CB,"$4,000,000"
Phillip Loadholt,MIN,RT,"$4,000,000"
Captain Munnerlyn,MIN,CB,"$4,000,000"
Donald Brown,SD,RB,"$4,000,000"
Michael Vick,NYJ,QB,"$4,000,000"
Darren Sproles,PHI,RB,"$4,000,000"
Ryan Fitzpatrick,HOU,QB,"$4,000,000"
Graham Gano,CAR,K,"$4,000,000"
Chris Baker,WAS,DT,"$4,000,000"
Toby Gerhart,JAC,RB,"$4,000,000"
Matt Moore,MIA,QB,"$4,000,000"
Michael Crabtree,SF,WR,"$4,000,000"
Tyvon Branch,OAK,SS,"$4,000,000"
Brandon LaFell,NE,WR,"$4,000,000"
Jerry Hughes,BUF,DE,"$3,995,000"
James Casey,PHI,FB,"$3,985,000"
Hakeem Nicks,IND,WR,"$3,975,000"
Devin McCourty,NE,FS,"$3,970,000"
Stevie Johnson,SF,WR,"$3,925,000"
Jimmie Ward,SF,FS,"$3,912,752"
Marcus Cannon,NE,RT,"$3,893,843"
Reggie Nelson,CIN,FS,"$3,850,000"
Tracy Porter,WAS,CB,"$3,800,000"
James Jones,OAK,WR,"$3,800,000"
Bradley Roby,DEN,CB,"$3,796,384"
Stephen Tulloch,DET,ILB,"$3,753,820"
Pat McAfee,IND,P,"$3,750,000"
Jerraud Powers,ARI,CB,"$3,750,000"
Vance Walker,KC,DE,"$3,750,000"
Ted Ginn Jr.,ARI,WR,"$3,750,000"
John Sullivan,MIN,C,"$3,750,000"
Danny Woodhead,SD,RB,"$3,750,000"
Rob Gronkowski,NE,TE,"$3,750,000"
C.J. Spiller,BUF,RB,"$3,748,750"
Teddy Bridgewater,MIN,QB,"$3,721,456"
Shaun Suisham,PIT,K,"$3,705,000"
B.J. Raji,GB,DT,"$3,700,000"
Charles Woodson,OAK,SS,"$3,700,000"
Craig Stevens,TEN,TE,"$3,693,750"
Jerod Mayo,NE,ILB,"$3,687,500"
Bradley Fletcher,PHI,CB,"$3,650,000"
Jermaine Gresham,CIN,TE,"$3,610,750"
Nick Folk,NYJ,K,"$3,600,000"
Matthew Slater,NE,WR,"$3,600,000"
Leodis McKelvin,BUF,CB,"$3,575,000"
Glover Quin,DET,FS,"$3,559,588"
A.J. Hawk,GB,OLB,"$3,524,458"
Reggie Bush,DET,RB,"$3,512,199"
Devin Hester,ATL,WR,"$3,500,000"
Cory Redding,IND,DE,"$3,500,000"
Donald Thomas,IND,G,"$3,500,000"
Sean Smith,KC,CB,"$3,500,000"
Mike DeVito,KC,DE,"$3,500,000"
Eddie Royal,SD,WR,"$3,500,000"
Evan Smith,TB,C,"$3,500,000"
Clinton McDonald,TB,DT,"$3,500,000"
Chris Johnson,NYJ,RB,"$3,500,000"
Chris Chester,WAS,G,"$3,500,000"
Doug Free,DAL,RT,"$3,500,000"
Jerricho Cotchery,CAR,WR,"$3,500,000"
Louis Delmas,MIA,FS,"$3,500,000"
Danny Amendola,NE,WR,"$3,500,000"
Tarell Brown,OAK,CB,"$3,500,000"
Carlos Rogers,OAK,CB,"$3,500,000"
William Moore,ATL,SS,"$3,500,000"
Osi Umenyiora,ATL,OLB,"$3,500,000"
Julian Edelman,NE,WR,"$3,437,500"
Dan Carpenter,BUF,K,"$3,425,000"
John Abraham,ARI,OLB,"$3,425,000"
Sammie Lee Hill,TEN,DT,"$3,400,000"
Ropati Pitoitua,TEN,DE,"$3,400,000"
Joe Staley,SF,LT,"$3,400,000"
Cam Newton,CAR,QB,"$3,378,477"
Steven Hauschka,SEA,K,"$3,350,000"
Scott Wells,STL,C,"$3,340,625"
Brian Hoyer,CLE,QB,"$3,300,000"
Mike Iupati,SF,G,"$3,298,363"
Demaryius Thomas,DEN,WR,"$3,275,000"
Jason Pierre-Paul,NYG,DE,"$3,261,000"
Brandon Spikes,BUF,ILB,"$3,250,000"
Mike Scifres,SD,P,"$3,250,000"
Michael Koenen,TB,P,"$3,250,000"
Josh Scobee,JAC,K,"$3,250,000"
Von Miller,DEN,OLB,"$3,238,688"
Morgan Burnett,GB,SS,"$3,224,761"
Brandon Fields,MIA,P,"$3,191,116"
Marcell Dareus,BUF,DT,"$3,157,814"
Anthony Fasano,KC,TE,"$3,156,250"
Roy Miller,JAC,DT,"$3,150,000"
Matt Bosher,ATL,P,"$3,145,000"
Henry Melton,DAL,DT,"$3,110,375"
Delanie Walker,TEN,TE,"$3,100,000"
Bernard Pollard,TEN,S,"$3,100,000"
Marcel Reece,OAK,FB,"$3,100,000"
Kareem Jackson,HOU,CB,"$3,090,000"
A.J. Green,CIN,WR,"$3,059,739"
Kroy Biermann,ATL,OLB,"$3,050,000"
Jared Allen,CHI,DE,"$3,042,613"
Willie Young,CHI,OLB,"$3,036,399"
Walter Thurmond,NYG,FS,"$3,000,000"
Kamerion Wimbley,TEN,OLB,"$3,000,000"
Joe Hawley,ATL,C,"$3,000,000"
Desmond Bryant,CLE,DE,"$3,000,000"
Rashad Jennings,NYG,RB,"$3,000,000"
LaRon Landry,IND,S,"$3,000,000"
Lyle Sendlein,ARI,C,"$3,000,000"
Dustin Colquitt,KC,P,"$3,000,000"
Jarret Johnson,SD,OLB,"$3,000,000"
Brandon Flowers,SD,CB,"$3,000,000"
Todd Herremans,PHI,G,"$3,000,000"
Nate Allen,PHI,FS,"$3,000,000"
Knowshon Moreno,MIA,RB,"$3,000,000"
Sebastian Vollmer,NE,RT,"$3,000,000"
Dan Connolly,NE,G,"$3,000,000"
Stephen Gostkowski,NE,K,"$3,000,000"
Phil Dawson,SF,K,"$3,000,000"
Steven Jackson,ATL,RB,"$3,000,000"
Nick Roach,OAK,ILB,"$2,975,000"
Joe Mays,KC,ILB,"$2,968,750"
Brandon Browner,NE,CB,"$2,950,000"
Brad Jones,GB,ILB,"$2,943,750"
J.D. Walton,NYG,C,"$2,937,500"
Charles Tillman,CHI,CB,"$2,900,000"
Erik Pears,BUF,RT,"$2,900,000"
Zach Miller,SEA,TE,"$2,887,500"
Jason Jones,DET,DE,"$2,875,486"
Fred Jackson,BUF,RB,"$2,850,000"
Sean Weatherspoon,ATL,ILB,"$2,831,250"
Mason Crosby,GB,K,"$2,808,367"
Xavier Su'a-Filo,HOU,G,"$2,777,528"
Harry Douglas,ATL,WR,"$2,750,000"
Matt Bryant,ATL,K,"$2,750,000"
Stevie Brown,NYG,SS,"$2,750,000"
Malcom Floyd,SD,WR,"$2,750,000"
Chad Rinehart,SD,G,"$2,750,000"
Tony McDaniel,SEA,DT,"$2,750,000"
Kory Lichtensteiger,WAS,C,"$2,750,000"
Shelley Smith,MIA,G,"$2,750,000"
Ike Taylor,PIT,CB,"$2,750,000"
Brandon Gibson,MIA,WR,"$2,735,000"
Tyson Alualu,JAC,DE,"$2,721,500"
Joel Bitonio,CLE,G,"$2,712,144"
Bryan Bulaga,GB,RT,"$2,704,345"
Rey Maualuga,CIN,ILB,"$2,703,125"
Robert Geathers,CIN,DE,"$2,700,000"
Sebastian Janikowski,OAK,K,"$2,700,000"
Kraig Urbik,BUF,G,"$2,675,000"
Alex Boone,SF,G,"$2,650,000"
Derek Carr,OAK,QB,"$2,646,764"
Anthony Sherman,KC,FB,"$2,645,000"
Brandon Myers,TB,TE,"$2,625,000"
Calvin Pace,NYJ,OLB,"$2,625,000"
Ra'Shede Hageman,ATL,DE,"$2,620,612"
Rob Sims,DET,G,"$2,614,471"
DeMarcus Lawrence,DAL,DE,"$2,608,080"
Cullen Jenkins,NYG,DE,"$2,600,000"
William Hayes,STL,DE,"$2,595,000"
Julio Jones,ATL,WR,"$2,581,875"
Chris Clark,DEN,LT,"$2,577,000"
Adam-Pacman Jones,CIN,CB,"$2,550,000"
Marqise Lee,JAC,WR,"$2,502,924"
Scott Chandler,BUF,TE,"$2,500,000"
Darius Butler,IND,FS,"$2,500,000"
Adam Vinatieri,IND,K,"$2,500,000"
Britton Colquitt,DEN,P,"$2,500,000"
Terrance Knighton,DEN,DT,"$2,500,000"
Charlie Johnson,MIN,G,"$2,500,000"
Chris Canty,BAL,DE,"$2,500,000"
Mark Sanchez,PHI,QB,"$2,500,000"
Tyler Polumbus,WAS,LT,"$2,500,000"
Maurice Jones-Drew,OAK,RB,"$2,500,000"
Austin Seferian-Jenkins,TB,TE,"$2,498,767"
Kyle Van Noy,DET,ILB,"$2,475,917"
Darrell Stuckey,SD,FS,"$2,465,000"
Bruce Miller,SF,FB,"$2,431,000"
John Greco,CLE,G,"$2,430,000"
Steve McLendon,PIT,DT,"$2,425,000"
Shonn Greene,TEN,RB,"$2,400,000"
Chase Daniel,KC,QB,"$2,400,000"
Pierre Thomas,NO,RB,"$2,400,000"
Andrew Luck,IND,QB,"$2,399,818"
LaMarcus Joyner,STL,FS,"$2,398,312"
Mathias Kiwanuka,NYG,DE,"$2,375,000"
Manny Lawson,BUF,OLB,"$2,350,000"
Keith Rivers,BUF,OLB,"$2,350,000"
Donnie Avery,KC,WR,"$2,350,000"
Nolan Carroll,PHI,CB,"$2,350,000"
Mike Tolbert,CAR,FB,"$2,350,000"
Jordan Matthews,PHI,WR,"$2,339,468"
Matt Shaughnessy,ARI,DE,"$2,325,000"
Robert Griffin III,WAS,QB,"$2,309,918"
DeAndre Levy,DET,OLB,"$2,295,316"
Weston Richburg,NYG,C,"$2,287,164"
Thomas Morstead,NO,P,"$2,285,000"
Trent Richardson,IND,RB,"$2,252,708"
Jim Dray,CLE,TE,"$2,250,000"
Matt Hasselbeck,IND,QB,"$2,250,000"
Manuel Ramirez,DEN,G,"$2,250,000"
Cyrus Kouandjio,BUF,RT,"$2,237,324"
Jameel McClain,NYG,ILB,"$2,225,000"
Sam Koch,BAL,P,"$2,200,000"
Matt Kalil,MIN,LT,"$2,187,326"
Byron Bell,CAR,RT,"$2,187,000"
Derrick Morgan,TEN,OLB,"$2,180,000"
Stephen Bowen,WAS,DE,"$2,168,750"
Paul Richardson,SEA,WR,"$2,167,516"
Daniel Kilgore,SF,C,"$2,155,300"
Mike Pollak,CIN,G,"$2,100,000"
Stephon Tuitt,PIT,DE,"$2,092,324"
Jake Locker,TEN,QB,"$2,091,273"
Kevin Williams,SEA,DT,"$2,078,125"
Ryan Wendell,NE,C,"$2,050,000"
Trent Murphy,WAS,OLB,"$2,032,973"
Dez Bryant,DAL,WR,"$2,030,000"
Blaine Gabbert,SF,QB,"$2,011,587"
Pat Sims,OAK,DT,"$2,000,000"
Robbie Gould,CHI,K,"$2,000,000"
Miles Austin,CLE,WR,"$2,000,000"
George Wilson,TEN,S,"$2,000,000"
Charlie Whitehurst,TEN,QB,"$2,000,000"
Drew Stanton,ARI,QB,"$2,000,000"
David Hawthorne,NO,ILB,"$2,000,000"
Demar Dotson,TB,RT,"$2,000,000"
Donnie Jones,PHI,P,"$2,000,000"
DeAngelo Williams,CAR,RB,"$2,000,000"
Willie Colon,NYJ,G,"$2,000,000"
Kevin Huber,CIN,P,"$2,000,000"
Terence Newman,CIN,CB,"$2,000,000"
Daryn Colledge,MIA,G,"$2,000,000"
Kyle Arrington,NE,CB,"$2,000,000"
Cam Thomas,PIT,DT,"$2,000,000"
Matt Flynn,GB,QB,"$1,998,626"
Reshad Jones,MIA,SS,"$1,995,882"
Ryan Mathews,SD,RB,"$1,978,250"
Paul McQuistan,CLE,LT,"$1,955,000"
King Dunlap,SD,LT,"$1,950,000"
Timmy Jernigan,BAL,DT,"$1,927,564"
Will Montgomery,DEN,C,"$1,925,000"
Al Woods,TEN,DT,"$1,900,000"
Jeff Cumberland,NYJ,TE,"$1,900,000"
Andy Lee,SF,P,"$1,900,000"
Mike Jenkins,TB,CB,"$1,875,000"
Logan Paulsen,WAS,TE,"$1,870,000"
Morris Claiborne,DAL,CB,"$1,868,591"
Jace Amaro,NYJ,TE,"$1,862,176"
Samson Satele,MIA,C,"$1,859,375"
Khalif Barnes,OAK,LT,"$1,850,000"
Rafael Bush,NO,FS,"$1,850,000"
Jason Babin,NYJ,DE,"$1,850,000"
Rashad Johnson,ARI,FS,"$1,800,000"
Erik Lorig,NO,FB,"$1,800,000"
Jeremiah Attaochu,SD,OLB,"$1,796,800"
Ego Ferguson,CHI,DT,"$1,787,797"
James Starks,GB,RB,"$1,776,096"
Davante Adams,GB,WR,"$1,762,671"
Christian Ponder,MIN,QB,"$1,760,277"
Shaun Hill,STL,QB,"$1,750,000"
Davin Joseph,STL,G,"$1,750,000"
Robert Ayers,NYG,DE,"$1,750,000"
Shane Lechler,HOU,P,"$1,750,000"
Koa Misi,MIA,OLB,"$1,750,000"
Nick Fairley,DET,DT,"$1,736,114"
Jarrett Bush,GB,CB,"$1,725,355"
Kevin Boothe,OAK,G,"$1,725,000"
Darren McFadden,OAK,RB,"$1,718,000"
Jacob Tamme,DEN,TE,"$1,700,000"
Corey Wootton,MIN,DT,"$1,700,000"
Roberto Garza,CHI,C,"$1,693,148"
Brandon Graham,PHI,DE,"$1,670,500"
Jay Ratliff,CHI,DT,"$1,667,501"
Troy Niklas,ARI,TE,"$1,666,036"
Corey Hilliard,DET,RT,"$1,654,648"
Brodrick Bunkley,NO,DT,"$1,650,000"
Geno Hayes,JAC,OLB,"$1,650,000"
Ramon Foster,PIT,G,"$1,650,000"
Jared Odrick,MIA,DE,"$1,640,000"
Mike Pouncey,MIA,C,"$1,637,685"
Nate Garner,MIA,RT,"$1,625,000"
James Ihedigbo,DET,SS,"$1,622,870"
Thomas DeCoud,CAR,S,"$1,603,750"
Fili Moala,IND,DE,"$1,600,000"
Jeromey Clary,SD,G,"$1,600,000"
Mackenzy Bernadeau,DAL,C,"$1,600,000"
