Name,Team,POS,Salary
Miles Sanders,PHI,RB,"$2,406,036"
Tre Boston,CAR,FS,"$2,384,012"
Jalen Ramsey,LAR,CB,"$2,351,558"
Craig Robertson,NO,ILB,"$2,350,000"
Deshazor Everett,WAS,SS,"$2,334,375"
Jeff Heath,DAL,SS,"$2,333,077"
Greg Zuerlein,LAR,K,"$2,325,000"
Lonnie Johnson,HOU,CB,"$2,307,112"
Mike Williams,LAC,WR,"$2,260,448"
Daren Bates,TEN,ILB,"$2,250,000"
Vinny Curry,PHI,DE,"$2,250,000"
Lerentee McCray,JAC,DE,"$2,250,000"
Geoff Swaim,JAC,TE,"$2,237,500"
Nate Ebner,NE,FS,"$2,218,750"
Max Scharping,HOU,G,"$2,200,880"
Duke Johnson,HOU,RB,"$2,200,000"
Sheldon Rankins,NO,DT,"$2,195,680"
Malcolm Brown,LAR,RB,"$2,187,500"
Brandon Bolden,NE,RB,"$2,187,500"
Nick Vigil,CIN,OLB,"$2,157,385"
Rex Burkhead,NE,RB,"$2,156,250"
Dak Prescott,DAL,QB,"$2,155,229"
John Simon,NE,DE,"$2,150,000"
Laremy Tunsil,HOU,LT,"$2,148,770"
Mecole Hardman,KC,WR,"$2,147,764"
Quinton Spain,BUF,G,"$2,143,171"
Joe Schobert,CLE,OLB,"$2,141,277"
De'Vondre Campbell,ATL,OLB,"$2,132,466"
Rashaan Melvin,DET,CB,"$2,131,250"
Peyton Barber,TB,RB,"$2,125,000"
Maliek Collins,DAL,DT,"$2,120,076"
Matt Judon,BAL,OLB,"$2,118,556"
J.J. Arcega-Whiteside,PHI,WR,"$2,115,888"
Myles Garrett,CLE,DE,"$2,105,605"
Nick Kwiatkoski,CHI,ILB,"$2,105,278"
Wes Schweitzer,ATL,C,"$2,103,314"
Marcedes Lewis,GB,TE,"$2,100,000"
Trysten Hill,DAL,DT,"$2,098,841"
Austin Hooper,ATL,TE,"$2,095,738"
Christian McCaffrey,CAR,RB,"$2,081,666"
Eric Murray,CLE,FS,"$2,073,675"
Karl Joseph,OAK,SS,"$2,070,589"
Andy Janovich,DEN,FB,"$2,070,000"
Anthony Brown,DAL,CB,"$2,063,764"
Seth Roberts,BAL,WR,"$2,056,236"
Frank Gore,BUF,RB,"$2,046,814"
Rashard Higgins,CLE,WR,"$2,045,727"
Justin Simmons,DEN,FS,"$2,040,000"
John Ross,CIN,WR,"$2,039,509"
Joe Thomas,DAL,ILB,"$2,036,964"
Donald Penn,WAS,RT,"$2,030,000"
Al Woods,SEA,DT,"$2,028,032"
Adrian Clayborn,ATL,DE,"$2,026,215"
Connor McGovern,DEN,C,"$2,025,000"
Will Parks,DEN,SS,"$2,025,000"
Carl Nassib,TB,OLB,"$2,025,000"
Kyler Fackrell,GB,OLB,"$2,025,000"
Blake Martinez,GB,ILB,"$2,025,000"
Joe Haeg,IND,G,"$2,025,000"
Rashod Hill,MIN,G,"$2,025,000"
Tajae Sharpe,TEN,WR,"$2,025,000"
Austin Blythe,LAR,G,"$2,025,000"
Jordan Jenkins,NYJ,OLB,"$2,025,000"
Demarcus Robinson,KC,WR,"$2,025,000"
Brandon Shell,NYJ,RT,"$2,025,000"
Kendall Fuller,KC,CB,"$2,025,000"
Alex Lewis,NYJ,G,"$2,025,000"
Jordan Lucas,KC,S,"$2,025,000"
Evan Boehm,MIA,G,"$2,025,000"
D.J. Reader,HOU,DT,"$2,025,000"
Brandon Dunn,HOU,DT,"$2,025,000"
Graham Glasgow,DET,G,"$2,025,000"
Halapoulivaati Vaitai,PHI,G,"$2,025,000"
Jalen Mills,PHI,CB,"$2,025,000"
Jordan Howard,PHI,RB,"$2,025,000"
Yannick Ngakoue,JAC,DE,"$2,025,000"
Jatavis Brown,LAC,OLB,"$2,025,000"
Joe Thuney,NE,G,"$2,025,000"
Elandon Roberts,NE,ILB,"$2,025,000"
Javon Hargrave,PIT,DT,"$2,025,000"
Shon Coleman,SF,T,"$2,025,000"
Quinton Jefferson,SEA,DE,"$2,025,000"
Robert Griffin III,BAL,QB,"$2,018,926"
Andy Lee,ARI,P,"$2,014,246"
Charles Clay,ARI,TE,"$2,013,264"
Dan Bailey,MIN,K,"$2,000,000"
Bashaud Breeland,KC,CB,"$2,000,000"
Graham Gano,CAR,K,"$2,000,000"
Josh McCown,PHI,QB,"$2,000,000"
Adrian Phillips,LAC,FS,"$2,000,000"
Damion Square,LAC,DT,"$2,000,000"
Michael Thomas,NYG,FS,"$2,000,000"
Baker Mayfield,CLE,QB,"$1,996,971"
Parris Campbell,IND,WR,"$1,988,408"
P.J. Williams,NO,CB,"$1,985,294"
Patrick Mahomes,KC,QB,"$1,958,270"
Nasir Adderley,LAC,S,"$1,956,536"
Taylor Decker,DET,LT,"$1,945,498"
Eric Kush,CLE,G,"$1,940,722"
Andy Isabella,ARI,WR,"$1,939,085"
Mario Edwards,NO,DE,"$1,935,000"
Keanu Neal,ATL,FS,"$1,925,641"
Taylor Rapp,LAR,S,"$1,914,048"
Rontez Miles,NYJ,FS,"$1,907,000"
David Onyemata,NO,DT,"$1,905,882"
Carlos Hyde,HOU,RB,"$1,900,000"
Jordan Berry,PIT,P,"$1,900,000"
Saquon Barkley,NYG,RB,"$1,897,943"
Shaq Lawson,BUF,DE,"$1,891,955"
Brett Hundley,ARI,QB,"$1,879,626"
Ryan Kelly,IND,C,"$1,875,134"
Juan Thornhill,KC,S,"$1,871,556"
Jarius Wright,CAR,WR,"$1,868,488"
Mike Glennon,OAK,QB,"$1,865,625"
Kendall Lamm,CLE,RT,"$1,863,657"
Marshon Lattimore,NO,CB,"$1,861,324"
Garrett Celek,SF,TE,"$1,859,375"
Sam Darnold,NYJ,QB,"$1,854,895"
D.K. Metcalf,SEA,WR,"$1,850,308"
Darron Lee,KC,ILB,"$1,843,861"
Tom Compton,NYJ,G,"$1,837,500"
K'Waun Williams,SF,CB,"$1,834,375"
Denzel Ward,CLE,CB,"$1,832,658"
William Jackson,CIN,CB,"$1,832,247"
Christian Covington,DAL,DT,"$1,830,957"
Rodney Gunter,ARI,DE,"$1,829,198"
Chris Jones,DAL,P,"$1,814,960"
Timmy Jernigan,PHI,DT,"$1,812,500"
Denzelle Good,OAK,G,"$1,800,000"
Tavon Wilson,DET,SS,"$1,800,000"
Sam Martin,DET,P,"$1,800,000"
Trevor Siemian,NYJ,QB,"$1,796,875"
Matt Schaub,ATL,QB,"$1,796,582"
Pat O'Donnell,CHI,P,"$1,771,303"
Patrick Ricard,BAL,FB,"$1,757,980"
Artie Burns,PIT,CB,"$1,757,862"
Cameron Erving,KC,T,"$1,750,000"
Cody Davis,JAC,FS,"$1,750,000"
Troy Hill,LAR,CB,"$1,744,275"
Vontaze Burfict,OAK,OLB,"$1,737,500"
Haason Reddick,ARI,ILB,"$1,730,201"
David Montgomery,CHI,RB,"$1,727,878"
Germaine Pratt,CIN,LB,"$1,727,698"
Bradley Chubb,DEN,OLB,"$1,726,881"
Kenny Clark,GB,DT,"$1,726,588"
Brandon King,NE,FS,"$1,725,000"
Deshaun Watson,HOU,QB,"$1,724,480"
Max Garcia,ARI,G,"$1,722,534"
Devin Singletary,BUF,RB,"$1,708,707"
Tavon Austin,DAL,WR,"$1,707,603"
Beau Brinkley,TEN,LS,"$1,700,000"
Benson Mayowa,OAK,DE,"$1,700,000"
Derek Carrier,OAK,TE,"$1,700,000"
Patrick DiMarco,BUF,FB,"$1,687,663"
Terrence Brooks,NE,FS,"$1,681,250"
Alex Erickson,CIN,WR,"$1,679,308"
Anthony Levine,BAL,SS,"$1,664,340"
Tress Way,WAS,P,"$1,650,000"
Mark Nzeocha,SF,OLB,"$1,650,000"
Greg Mancz,HOU,C,"$1,640,625"
Vernon Butler,CAR,DT,"$1,638,333"
Sherrick McManis,CHI,CB,"$1,636,025"
Derek Barnett,PHI,DE,"$1,633,252"
Zach Allen,ARI,DE,"$1,632,895"
Diontae Johnson,PIT,WR,"$1,628,428"
Quandre Diggs,SEA,SS,"$1,625,441"
Marlon Humphrey,BAL,CB,"$1,610,984"
Malik Hooker,IND,FS,"$1,610,446"
Jason Verrett,SF,CB,"$1,593,750"
Randy Bullock,CIN,K,"$1,589,952"
T.J. Yeldon,BUF,RB,"$1,586,789"
Matt Barkley,BUF,QB,"$1,586,119"
Darrell Henderson,LAR,RB,"$1,585,656"
Dawson Knox,BUF,TE,"$1,577,618"
Germain Ifedi,SEA,RT,"$1,577,060"
Luke Rhodes,IND,LS,"$1,570,000"
Jaylon Ferguson,BAL,DE,"$1,567,682"
Quenton Nelson,IND,G,"$1,565,860"
Josh Oliver,JAC,TE,"$1,565,230"
Colin Jones,CAR,FS,"$1,563,661"
Dre'Mont Jones,DEN,DE,"$1,561,400"
Sione Takitaki,CLE,LB,"$1,560,890"
Maxx Williams,ARI,TE,"$1,555,000"
Ryan Smith,TB,CB,"$1,548,529"
Brooks Reed,ARI,OLB,"$1,542,303"
Kendall Sheffield,ATL,CB,"$1,541,451"
Joe Looney,DAL,C,"$1,540,575"
Aaron Lynch,CHI,OLB,"$1,538,997"
Jalen Hurd,SF,WR,"$1,538,022"
Garett Bolles,DEN,LT,"$1,533,781"
Nick Dzubnar,LAC,ILB,"$1,525,000"
Jonathan Allen,WAS,DE,"$1,519,216"
Miles Boykin,BAL,WR,"$1,514,870"
LaAdrian Waddle,BUF,RT,"$1,500,000"
Neville Hewitt,NYJ,ILB,"$1,500,000"
Darren Fells,HOU,TE,"$1,500,000"
Jake Ryan,JAC,ILB,"$1,500,000"
Jaron Brown,SEA,WR,"$1,500,000"
Terry McLaurin,WAS,WR,"$1,498,220"
Josh Allen,BUF,QB,"$1,494,715"
Chase Winovich,NE,DE,"$1,492,312"
Adoree' Jackson,TEN,CB,"$1,490,708"
Cody Latimer,NYG,WR,"$1,490,000"
Michael Deiter,MIA,G,"$1,480,248"
Tre'Davious White,BUF,CB,"$1,478,398"
Dennis Kelly,TEN,RT,"$1,475,000"
O.J. Howard,TB,TE,"$1,473,602"
Joe Dahl,DET,C,"$1,470,000"
David Long,LAR,CB,"$1,468,060"
Jarrad Davis,DET,ILB,"$1,462,198"
Charles Harris,MIA,DE,"$1,450,794"
Will Harris,DET,S,"$1,447,244"
Dwayne Harris,OAK,WR,"$1,440,000"
Takkarist McKinley,ATL,DE,"$1,439,970"
Evan Engram,NYG,TE,"$1,439,391"
Nate Davis,TEN,G,"$1,429,680"
Justin Layne,PIT,CB,"$1,417,180"
Kyle Love,CAR,DT,"$1,412,911"
Khalen Saunders,KC,DT,"$1,410,180"
Julian Stanford,BUF,OLB,"$1,409,447"
Jabrill Peppers,NYG,S,"$1,405,181"
Walt Aikens,MIA,FS,"$1,400,000"
Brandon Copeland,NYJ,DE,"$1,397,058"
Sheldrick Redwine,CLE,S,"$1,387,121"
Jace Sternberger,GB,TE,"$1,384,528"
Damien Harris,NE,RB,"$1,381,136"
Cody Barton,SEA,LB,"$1,379,124"
Bobby Okereke,IND,LB,"$1,378,116"
Matt LaCosse,NE,TE,"$1,375,000"
Trey Pipkins,LAC,T,"$1,372,076"
Kevin Pamphile,TEN,G,"$1,365,625"
Chuma Edoga,NYJ,T,"$1,362,000"
Roquan Smith,CHI,LB,"$1,360,100"
Akeem King,SEA,CB,"$1,353,125"
Emmanuel Ogbah,KC,DE,"$1,351,315"
Jermaine Kearse,DET,WR,"$1,350,000"
Will Grier,CAR,QB,"$1,344,919"
Ryan Finley,CIN,QB,"$1,343,615"
Jamel Dean,TB,CB,"$1,341,852"
Chris Manhertz,CAR,TE,"$1,340,794"
David Njoku,CLE,TE,"$1,339,519"
Oshane Ximines,NYG,OLB,"$1,331,780"
Darren Sproles,PHI,RB,"$1,330,000"
Justice Hill,BAL,RB,"$1,321,728"
Hunter Henry,LAC,TE,"$1,320,042"
Chris Hogan,CAR,WR,"$1,319,429"
Kerry Wynn,CIN,DE,"$1,318,836"
Bobby Evans,LAR,T,"$1,317,180"
Mike Edwards,TB,S,"$1,317,180"
Alexander Mattison,MIN,RB,"$1,317,172"
Mike McGlinchey,SF,RT,"$1,313,722"
T.J. Watt,PIT,OLB,"$1,306,688"
Chris Jones,KC,DT,"$1,299,714"
Quincy Williams,JAC,LB,"$1,296,533"
A.Q. Shipley,ARI,C,"$1,288,892"
Tony Pollard,DAL,RB,"$1,280,094"
Josh Rosen,MIA,QB,"$1,279,898"
Chauncey Gardner-Johnson,NO,S,"$1,279,100"
Maxx Crosby,OAK,DE,"$1,277,264"
Ryan Ramczyk,NO,RT,"$1,273,323"
Kahale Warring,HOU,TE,"$1,270,204"
Anthony Nelson,TB,OLB,"$1,270,040"
Thomas Hennessy,NYJ,LS,"$1,270,000"
Brent Qvale,NYJ,RT,"$1,268,750"
Christian Miller,CAR,DE,"$1,266,741"
Julian Love,NYG,CB,"$1,265,860"
Randy Gregory,DAL,OLB,"$1,265,217"
Khari Willis,IND,S,"$1,263,036"
Tyler Larsen,CAR,C,"$1,262,231"
Connor McGovern,DAL,C,"$1,260,108"
Mitch Wishnowsky,SF,P,"$1,259,072"
Ryan Griffin,TB,QB,"$1,255,000"
Tyler Ott,SEA,LS,"$1,250,000"
Jake McQuaide,LAR,LS,"$1,250,000"
Isaiah Crowell,OAK,RB,"$1,250,000"
Oday Aboushi,DET,T,"$1,250,000"
Roosevelt Nix,PIT,FB,"$1,250,000"
Daniel McCullers,PIT,DT,"$1,250,000"
Reggie Ragland,KC,ILB,"$1,246,551"
Ben Braunecker,CHI,TE,"$1,241,674"
Riley Dixon,NYG,P,"$1,240,002"
Kamalei Correa,TEN,OLB,"$1,234,043"
Dru Samia,MIN,G,"$1,232,119"
Amani Hooker,TEN,S,"$1,228,480"
Renell Wren,CIN,DT,"$1,222,707"
Austin Johnson,TEN,DT,"$1,222,122"
Michael Jordan,CIN,G,"$1,219,811"
Mack Wilson,CLE,LB,"$1,219,099"
Riley Ridley,CHI,WR,"$1,216,865"
Budda Baker,ARI,SS,"$1,216,386"
Taco Charlton,MIA,DE,"$1,214,710"
Bryce Love,WAS,RB,"$1,208,037"
Jordan Mills,ARI,RT,"$1,207,202"
Ben Powers,BAL,G,"$1,201,731"
Trevon Wesco,NYJ,FB,"$1,201,572"
Damien Williams,KC,RB,"$1,200,000"
Benny Snell Jr.,PIT,RB,"$1,197,068"
Janoris Jenkins,NO,CB,"$1,194,118"
James Bradberry,CAR,CB,"$1,187,541"
Derrick Henry,TEN,RB,"$1,187,445"
Clinton McDonald,ARI,DE,"$1,185,389"
Greg Van Roten,CAR,G,"$1,185,323"
Hakeem Butler,ARI,WR,"$1,182,504"
Curtis Samuel,CAR,WR,"$1,172,755"
L.P. Ladouceur,DAL,LS,"$1,166,518"
Yodny Cajuste,NE,T,"$1,164,239"
A'Shawn Robinson,DET,DT,"$1,163,678"
Vita Vea,TB,DT,"$1,153,829"
Drue Tranquill,LAC,OLB,"$1,153,808"
Austin Bryant,DET,DE,"$1,151,923"
Kyle Wilber,OAK,OLB,"$1,150,000"
Tremaine Edmunds,BUF,ILB,"$1,148,551"
Wes Martin,WAS,G,"$1,145,808"
Reid Ferguson,BUF,LS,"$1,141,976"
Ugo Amadi,SEA,CB,"$1,140,196"
Da'Ron Payne,WAS,DT,"$1,135,380"
Reuben Foster,WAS,ILB,"$1,135,051"
Jason Spriggs,GB,T,"$1,132,404"
Jarrett Stidham,NE,QB,"$1,131,112"
Austin Reiter,KC,C,"$1,125,000"
Phil Haynes,SEA,G,"$1,123,930"
Morgan Cox,BAL,LS,"$1,121,900"
Greg Gaines,LAR,DT,"$1,121,612"
Zak DeOssie,NYG,LS,"$1,120,000"
Don Muhlbach,DET,LS,"$1,120,000"
Tyeler Davison,ATL,DT,"$1,119,522"
Kerry Hyder,DAL,DE,"$1,117,867"
Kenyan Drake,ARI,RB,"$1,115,610"
Iman Marshall,BAL,CB,"$1,114,526"
Ryan Griffin,NYJ,TE,"$1,109,375"
Kevin King,GB,CB,"$1,108,717"
Jahleel Addae,HOU,SS,"$1,105,000"
Marcus Davenport,NO,DE,"$1,104,632"
Cam Robinson,JAC,LT,"$1,103,015"
Zach Line,NO,FB,"$1,100,000"
Hjalte Froholdt,NE,G,"$1,098,612"
Isaiah Johnson,OAK,CB,"$1,095,348"
Russell Shepard,NYG,WR,"$1,093,750"
Kolton Miller,OAK,RT,"$1,092,333"
Chidobe Awuzie,DAL,CB,"$1,090,149"
Ted Larsen,CHI,G,"$1,084,849"
Minkah Fitzpatrick,PIT,S,"$1,083,199"
Nick Williams,CHI,DT,"$1,082,558"
Dion Dawkins,BUF,LT,"$1,082,169"
Clark Harris,CIN,LS,"$1,075,745"
James Develin,NE,FB,"$1,075,000"
Taylor Moton,CAR,LT,"$1,072,337"
Forrest Lamp,LAC,G,"$1,071,084"
Leighton Vander Esch,DAL,OLB,"$1,070,847"
Jalen Thompson,ARI,S,"$1,070,218"
D.J. Moore,CAR,WR,"$1,069,013"
Billy Price,CIN,C,"$1,064,226"
Tyus Bowser,BAL,OLB,"$1,062,304"
Marcus Maye,NYJ,FS,"$1,060,822"
J.J. Jansen,CAR,LS,"$1,057,315"
Joe Mixon,CIN,RB,"$1,054,477"
Kemal Ishmael,ATL,SS,"$1,051,998"
Xavier Woods,DAL,FS,"$1,048,298"
Maurice Alexander,BUF,LB,"$1,046,422"
Derwin James,LAC,S,"$1,043,134"
Dalvin Cook,MIN,RB,"$1,042,576"
John Jerry,CIN,G,"$1,039,512"
Mackensie Alexander,MIN,CB,"$1,038,587"
Calvin Ridley,ATL,WR,"$1,037,618"
Blidi Wreh-Wilson,ATL,CB,"$1,033,285"
Marcus Williams,NO,FS,"$1,032,313"
Adam Shaheen,CHI,TE,"$1,032,196"
John Cominsky,ATL,DE,"$1,031,859"
Matt Moore,KC,QB,"$1,030,000"
Danny Shelton,NE,DT,"$1,030,000"
Jaire Alexander,GB,CB,"$1,027,761"
Sidney Jones,PHI,CB,"$1,023,190"
Hayden Hurst,BAL,TE,"$1,022,597"
Anthony Sherman,KC,FB,"$1,020,000"
Bilal Powell,NYJ,RB,"$1,020,000"
Joe Webb,HOU,QB,"$1,020,000"
Taiwan Jones,HOU,RB,"$1,020,000"
James O'Shaughnessy,JAC,TE,"$1,017,500"
Frank Ragnow,DET,G,"$1,015,461"
Gerald Everett,LAR,TE,"$1,014,497"
Aaron Brewer,ARI,LS,"$1,009,691"
Sean Davis,PIT,FS,"$1,007,314"
Rashaan Evans,TEN,LB,"$1,006,236"
Matt Milano,BUF,OLB,"$1,005,498"
Tyler Shatley,JAC,C,"$1,005,000"
Cornelius Lucas,CHI,LT,"$1,004,434"
Lamar Jackson,BAL,QB,"$1,002,510"
Kurt Coleman,BUF,FS,"$1,000,395"
Isaiah Wynn,NE,LT,"$1,000,087"
Antonio Hamilton,NYG,CB,"$1,000,000"
Neiko Thorpe,SEA,CB,"$1,000,000"
Casey Kreiter,DEN,LS,"$1,000,000"
Blaine Gabbert,TB,QB,"$1,000,000"
Blake Bortles,LAR,QB,"$1,000,000"
Cassius Marsh,ARI,OLB,"$1,000,000"
Lucas Patrick,GB,G,"$995,000"
Vonn Bell,NO,SS,"$991,677"
Quincy Wilson,IND,CB,"$989,207"
Adam Gotsis,DEN,DE,"$986,987"
Deionte Thompson,ARI,S,"$986,413"
Shareef Miller,PHI,DE,"$981,528"
Vernon Hargreaves,HOU,CB,"$981,365"
Justin Hardy,ATL,WR,"$978,523"
Bradley Bozeman,BAL,G,"$973,685"
Rashaad Penny,SEA,RB,"$969,338"
Terrell Edmunds,PIT,S,"$966,263"
Foster Moreau,OAK,TE,"$962,745"
Josh Harris,ATL,LS,"$959,150"
James Daniels,CHI,C,"$958,160"
Chuck Clark,BAL,S,"$956,857"
Kevin Pierre-Louis,CHI,OLB,"$955,604"
Kenjon Barner,ATL,RB,"$951,524"
Ryan Anderson,WAS,OLB,"$949,066"
Eddie Jackson,CHI,S,"$947,104"
Larry Ogunjobi,CLE,DT,"$946,989"
Darian Thompson,DAL,FS,"$945,869"
Taven Bryan,JAC,DT,"$941,589"
Damontae Kazee,ATL,CB,"$940,049"
Benjamin Watson,NE,TE,"$940,000"
Justin Evans,TB,S,"$937,663"
Levi Wallace,BUF,CB,"$933,598"
Darian Stewart,TB,FS,"$930,000"
Britton Colquitt,MIN,P,"$930,000"
Nick Sundberg,WAS,LS,"$930,000"
Jon Weeks,HOU,LS,"$930,000"
J'Marcus Webb,MIA,RT,"$930,000"
