Year,Name,POS,Salary,Team Abbv.,Team Name,Division
2016,Noah Spence,DE,"$3,040,037 ",TB,Tampa Bay Buccaneers,NFC South
2016,Mychal Kendricks,OLB,"$3,000,000 ",PHI,Philadelphia Eagles,NFC East
2016,Ryan Mathews,RB,"$3,000,000 ",PHI,Philadelphia Eagles,NFC East
2016,Brandon LaFell,WR,"$3,000,000 ",CIN,Cincinnati Bengals,AFC North
2016,Leodis McKelvin,CB,"$3,000,000 ",PHI,Philadelphia Eagles,NFC East
2016,Eugene Sims,DE,"$3,000,000 ",LAR,Los Angeles Rams,NFC West
2016,Tyson Alualu,DE,"$3,000,000 ",JAC,Jacksonville Jaguars,AFC South
2016,Dwayne Harris,WR,"$3,000,000 ",NYG,New  York Giants,NFC East
2016,Nate Allen,FS,"$3,000,000 ",OAK,Oakland Raiders,AFC West
2016,Malcolm Smith,OLB,"$3,000,000 ",OAK,Oakland Raiders,AFC West
2016,Daryl Smith,ILB,"$3,000,000 ",TB,Tampa Bay Buccaneers,NFC South
