Year,Name,POS,Salary,Team Abbv.,Team Name,Division
2019,Allen Robinson,WR,"$14,015,378 ",CHI,Chicago Bears,NFC North
2019,Justin Houston,DE,"$14,000,000 ",IND,Indianapolis Colts,AFC South
2019,Amari Cooper,WR,"$13,939,062 ",DAL,Dallas Cowboys,NFC East
2019,Whitney Mercilus,OLB,"$13,750,000 ",HOU,Houston Texans,AFC South
2019,Brandon Graham,DE,"$13,500,000 ",PHI,Philadelphia Eagles,NFC East
2019,Rodger Saffold,G,"$13,500,000 ",TEN,Tennessee Titans,AFC South
2019,Deion Jones,ILB,"$13,497,930 ",ATL,Atlanta Falcons,NFC South
2019,A.J. Bouye,CB,"$13,437,500 ",JAC,Jacksonville Jaguars,AFC South
2019,Marcus Peters,CB,"$13,394,271 ",BAL,Baltimore Ravens,AFC North
2019,Myles Jack,ILB,"$13,313,787 ",JAC,Jacksonville Jaguars,AFC South
2019,Joe Staley,LT,"$13,218,750 ",SF,San Francisco 49ers,NFC West
2019,Reshad Jones,SS,"$13,146,250 ",MIA,Miami Dolphins,AFC East
2019,Russell Okung,LT,"$13,031,250 ",LAC,Los Angeles Chargers,AFC West
2019,Sheldon Richardson,DT,"$13,019,253 ",CLE,Cleveland Browns,AFC North
2019,Darius Slay,CB,"$13,018,750 ",DET,Detroit Lions,NFC North
2019,Kawann Short,DE,"$13,002,644 ",CAR,Carolina Panthers,NFC South
2019,T.Y. Hilton,WR,"$13,000,000 ",IND,Indianapolis Colts,AFC South
2019,J.J. Watt,DE,"$13,000,000 ",HOU,Houston Texans,AFC South
2019,Andrew Norwell,G,"$13,000,000 ",JAC,Jacksonville Jaguars,AFC South
2019,Nate Solder,LT,"$13,000,000 ",NYG,New  York Giants,NFC East
2019,T.J. Hockenson,TE,"$12,930,436 ",DET,Detroit Lions,NFC North
2019,Richard Sherman,CB,"$12,925,000 ",SF,San Francisco 49ers,NFC West
2019,Maurkice Pouncey,C,"$12,882,352 ",PIT,Pittsburgh Steelers,AFC North
2019,Ed Oliver,DT,"$12,865,503 ",BUF,Buffalo Bills,AFC East
2019,Vic Beasley,DE,"$12,823,934 ",ATL,Atlanta Falcons,NFC South
2019,Jarvis Landry,WR,"$12,566,078 ",CLE,Cleveland Browns,AFC North
2019,Mitchell Schwartz,RT,"$12,530,000 ",KC,Kansas City Chiefs,AFC West
2019,Brandon Scherff,G,"$12,525,000 ",WAS,Washington Commanders,NFC East
2019,DeAndre Hopkins,WR,"$12,500,000 ",HOU,Houston Texans,AFC South
2019,Adam Humphries,WR,"$12,375,000 ",TEN,Tennessee Titans,AFC South
2019,J.C. Tretter,C,"$12,277,717 ",CLE,Cleveland Browns,AFC North
2019,Devin Bush,ILB,"$12,239,920 ",PIT,Pittsburgh Steelers,AFC North
2019,Sammy Watkins,WR,"$12,200,000 ",KC,Kansas City Chiefs,AFC West
2019,A.J. Green,WR,"$12,176,000 ",CIN,Cincinnati Bengals,AFC North
2019,Chris Harris,CB,"$12,050,000 ",DEN,Denver Broncos,AFC West
2019,Geno Atkins,DT,"$12,012,291 ",CIN,Cincinnati Bengals,AFC North
2019,Dante Fowler Jr.,OLB,"$12,000,000 ",LAR,Los Angeles Rams,NFC West
2019,Kareem Jackson,SS,"$12,000,000 ",DEN,Denver Broncos,AFC West
2019,Terron Armstead,LT,"$11,768,750 ",NO,New Orleans Saints,NFC South
2019,Larry Fitzgerald,WR,"$11,766,473 ",ARI,Arizona Cardinals,NFC West
2019,Tyron Smith,LT,"$11,760,137 ",DAL,Dallas Cowboys,NFC East
2019,Alshon Jeffery,WR,"$11,750,000 ",PHI,Philadelphia Eagles,NFC East
2019,Michael Thomas,WR,"$11,648,043 ",NO,New Orleans Saints,NFC South
2019,Matt Paradis,C,"$11,559,114 ",CAR,Carolina Panthers,NFC South
2019,Andrew Whitworth,LT,"$11,500,000 ",LAR,Los Angeles Rams,NFC West
2019,Cole Beasley,WR,"$11,395,717 ",BUF,Buffalo Bills,AFC East
2019,Tyler Boyd,WR,"$11,365,615 ",CIN,Cincinnati Bengals,AFC North
2019,Jonah Williams,T,"$11,336,940 ",CIN,Cincinnati Bengals,AFC North
2019,Josh Norman,CB,"$11,237,500 ",WAS,Washington Commanders,NFC East
2019,Nick Martin,C,"$11,101,132 ",HOU,Houston Texans,AFC South
2019,Taylor Lewan,LT,"$11,088,235 ",TEN,Tennessee Titans,AFC South
2019,Jurrell Casey,DT,"$11,087,500 ",TEN,Tennessee Titans,AFC South
2019,Kevin Byard,FS,"$11,025,000 ",TEN,Tennessee Titans,AFC South
2019,David Bakhtiari,LT,"$11,000,000 ",GB,Green Bay Packers,NFC North
2019,Xavier Rhodes,CB,"$11,000,000 ",MIN,Minnesota Vikings,NFC North
2019,Billy Turner,G,"$11,000,000 ",GB,Green Bay Packers,NFC North
2019,Justin Coleman,CB,"$11,000,000 ",DET,Detroit Lions,NFC North
2019,Julian Edelman,WR,"$11,000,000 ",NE,New England Patriots,AFC East
2019,Tavon Young,CB,"$11,000,000 ",BAL,Baltimore Ravens,AFC North
2019,Malcolm Butler,CB,"$10,881,250 ",TEN,Tennessee Titans,AFC South
2019,Eric Fisher,LT,"$10,850,000 ",KC,Kansas City Chiefs,AFC West
2019,Sterling Shepard,WR,"$10,760,624 ",NYG,New  York Giants,NFC East
2019,John Brown,WR,"$10,699,683 ",BUF,Buffalo Bills,AFC East
2019,Ryan Kerrigan,OLB,"$10,687,500 ",WAS,Washington Commanders,NFC East
2019,Ali Marpet,G,"$10,625,000 ",TB,Tampa Bay Buccaneers,NFC South
2019,Luke Kuechly,ILB,"$10,526,266 ",CAR,Carolina Panthers,NFC South
2019,Danielle Hunter,DE,"$10,500,000 ",MIN,Minnesota Vikings,NFC North
2019,Henry Anderson,DE,"$10,500,000 ",NYJ,New York Jets,AFC East
2019,Keenan Allen,WR,"$10,250,000 ",LAC,Los Angeles Chargers,AFC West
2019,Tyrell Williams,WR,"$10,100,000 ",OAK,Oakland Raiders,AFC West
2019,La'el Collins,RT,"$10,079,135 ",DAL,Dallas Cowboys,NFC East
2019,Rashan Gary,OLB,"$10,062,136 ",GB,Green Bay Packers,NFC North
2019,Marshal Yanda,G,"$10,021,774 ",BAL,Baltimore Ravens,AFC North
2019,Zack Martin,G,"$10,020,956 ",DAL,Dallas Cowboys,NFC East
2019,Devin Funchess,WR,"$10,000,000 ",IND,Indianapolis Colts,AFC South
2019,Michael Brockers,DE,"$10,000,000 ",LAR,Los Angeles Rams,NFC West
2019,Quincy Enunwa,WR,"$10,000,000 ",NYJ,New York Jets,AFC East
2019,Stephon Gilmore,CB,"$10,000,000 ",NE,New England Patriots,AFC East
2019,Malik Jackson,DT,"$10,000,000 ",PHI,Philadelphia Eagles,NFC East
2019,Alec Ogletree,ILB,"$10,000,000 ",NYG,New  York Giants,NFC East
2019,Kevin Zeitler,G,"$10,000,000 ",NYG,New  York Giants,NFC East
2019,Ryan Jensen,C,"$10,000,000 ",TB,Tampa Bay Buccaneers,NFC South
2019,Logan Ryan,CB,"$10,000,000 ",TEN,Tennessee Titans,AFC South
2019,Bradley Roby,CB,"$9,812,500 ",HOU,Houston Texans,AFC South
2019,Lavonte David,OLB,"$9,750,000 ",TB,Tampa Bay Buccaneers,NFC South
2019,Christian Wilkins,DT,"$9,743,436 ",MIA,Miami Dolphins,AFC East
2019,Mike Pouncey,C,"$9,726,250 ",LAC,Los Angeles Chargers,AFC West
2019,D.J. Humphries,LT,"$9,650,229 ",ARI,Arizona Cardinals,NFC West
2019,Andrus Peat,G,"$9,625,000 ",NO,New Orleans Saints,NFC South
2019,Eric Reid,SS,"$9,559,268 ",CAR,Carolina Panthers,NFC South
2019,Desmond Trufant,CB,"$9,508,823 ",ATL,Atlanta Falcons,NFC South
2019,Jimmy Smith,CB,"$9,505,555 ",BAL,Baltimore Ravens,AFC North
2019,Stefon Diggs,WR,"$9,500,000 ",MIN,Minnesota Vikings,NFC North
2019,Riley Reiff,LT,"$9,500,000 ",MIN,Minnesota Vikings,NFC North
2019,Devin McCourty,FS,"$9,500,000 ",NE,New England Patriots,AFC East
2019,Dre Kirkpatrick,CB,"$9,450,510 ",CIN,Cincinnati Bengals,AFC North
2019,Linval Joseph,DT,"$9,437,500 ",MIN,Minnesota Vikings,NFC North
2019,Nelson Agholor,WR,"$9,387,000 ",PHI,Philadelphia Eagles,NFC East
2019,Kyle Rudolph,TE,"$9,350,000 ",MIN,Minnesota Vikings,NFC North
2019,Brandon Williams,DT,"$9,259,151 ",BAL,Baltimore Ravens,AFC North
2019,Ndamukong Suh,DE,"$9,250,000 ",TB,Tampa Bay Buccaneers,NFC South
2019,Chris Lindstrom,G,"$9,239,115 ",ATL,Atlanta Falcons,NFC South
2019,Bud Dupree,OLB,"$9,232,000 ",PIT,Pittsburgh Steelers,AFC North
2019,Damon Harrison,DT,"$9,218,750 ",DET,Detroit Lions,NFC North
2019,Aaron Donald,DT,"$9,108,000 ",LAR,Los Angeles Rams,NFC West
2019,Damarious Randall,FS,"$9,087,471 ",CLE,Cleveland Browns,AFC North
2019,Trae Waynes,CB,"$9,069,000 ",MIN,Minnesota Vikings,NFC North
2019,Arik Armstead,DE,"$9,046,000 ",SF,San Francisco 49ers,NFC West
2019,Bobby Massie,RT,"$9,038,859 ",CHI,Chicago Bears,NFC North
2019,Kyle Fuller,CB,"$9,017,471 ",CHI,Chicago Bears,NFC North
2019,Justin Tucker,K,"$9,008,563 ",BAL,Baltimore Ravens,AFC North
2019,Jimmy Graham,TE,"$9,000,000 ",GB,Green Bay Packers,NFC North
2019,Pierre Desir,CB,"$9,000,000 ",IND,Indianapolis Colts,AFC South
2019,Kenny Moore,CB,"$9,000,000 ",IND,Indianapolis Colts,AFC South
2019,Jamison Crowder,WR,"$9,000,000 ",NYJ,New York Jets,AFC East
2019,Robert Alford,CB,"$9,000,000 ",ARI,Arizona Cardinals,NFC West
2019,Ricky Wagner,RT,"$9,000,000 ",DET,Detroit Lions,NFC North
2019,Stephon Tuitt,DE,"$9,000,000 ",PIT,Pittsburgh Steelers,AFC North
2019,Steven Nelson,CB,"$9,000,000 ",PIT,Pittsburgh Steelers,AFC North
2019,Brandon Brooks,G,"$8,999,999 ",PHI,Philadelphia Eagles,NFC East
2019,Dwayne Haskins,QB,"$8,999,808 ",WAS,Washington Commanders,NFC East
2019,Dont'a Hightower,ILB,"$8,945,305 ",NE,New England Patriots,AFC East
2019,Star Lotulelei,DT,"$8,911,813 ",BUF,Buffalo Bills,AFC East
2019,Cordy Glenn,LT,"$8,830,795 ",CIN,Cincinnati Bengals,AFC North
2019,Jonathan Jones,CB,"$8,795,000 ",NE,New England Patriots,AFC East
2019,Harrison Smith,FS,"$8,750,000 ",MIN,Minnesota Vikings,NFC North
2019,Travis Kelce,TE,"$8,750,000 ",KC,Kansas City Chiefs,AFC West
2019,Cameron Heyward,DT,"$8,750,000 ",PIT,Pittsburgh Steelers,AFC North
2019,Duane Brown,LT,"$8,725,000 ",SEA,Seattle Seahawks,NFC West
2019,Rodney Hudson,C,"$8,700,000 ",OAK,Oakland Raiders,AFC West
2019,DeSean Jackson,WR,"$8,675,000 ",PHI,Philadelphia Eagles,NFC East
2019,Akiem Hicks,DT,"$8,604,324 ",CHI,Chicago Bears,NFC North
2019,Alex Mack,C,"$8,522,748 ",ATL,Atlanta Falcons,NFC South
2019,Prince Amukamara,CB,"$8,521,840 ",CHI,Chicago Bears,NFC North
2019,Jason Kelce,C,"$8,500,000 ",PHI,Philadelphia Eagles,NFC East
2019,Larry Warford,G,"$8,500,000 ",NO,New Orleans Saints,NFC South
2019,Tashaun Gipson,SS,"$8,437,500 ",HOU,Houston Texans,AFC South
2019,Ron Leary,G,"$8,437,500 ",DEN,Denver Broncos,AFC West
2019,Derek Wolfe,DE,"$8,425,000 ",DEN,Denver Broncos,AFC West
2019,Brian Burns,OLB,"$8,417,426 ",CAR,Carolina Panthers,NFC South
2019,Dontari Poe,DT,"$8,361,458 ",CAR,Carolina Panthers,NFC South
2019,Malcolm Jenkins,FS,"$8,350,000 ",PHI,Philadelphia Eagles,NFC East
2019,Jack Doyle,TE,"$8,337,500 ",IND,Indianapolis Colts,AFC South
2019,Ezekiel Elliott,RB,"$8,288,964 ",DAL,Dallas Cowboys,NFC East
2019,C.J. Uzomah,TE,"$8,278,291 ",CIN,Cincinnati Bengals,AFC North
2019,Anthony Castonzo,LT,"$8,250,000 ",IND,Indianapolis Colts,AFC South
2019,Dexter Lawrence,DT,"$8,149,936 ",NYG,New  York Giants,NFC East
2019,John Miller,G,"$8,138,904 ",CIN,Cincinnati Bengals,AFC North
2019,Marcell Dareus,DT,"$8,085,000 ",JAC,Jacksonville Jaguars,AFC South
2019,Charles Leno,LT,"$8,078,029 ",CHI,Chicago Bears,NFC North
2019,Ezekiel Ansah,DE,"$8,062,500 ",SEA,Seattle Seahawks,NFC West
2019,Nick Boyle,TE,"$8,058,860 ",BAL,Baltimore Ravens,AFC North
2019,Carlos Dunlap,DE,"$8,054,709 ",CIN,Cincinnati Bengals,AFC North
2019,Dean Lowry,DE,"$8,050,000 ",GB,Green Bay Packers,NFC North
2019,Jamon Brown,G,"$8,031,330 ",ATL,Atlanta Falcons,NFC South
2019,Gerald McCoy,DE,"$8,022,098 ",CAR,Carolina Panthers,NFC South
2019,Travis Carrie,CB,"$8,018,675 ",CLE,Cleveland Browns,AFC North
2019,Tony Jefferson,SS,"$8,005,350 ",BAL,Baltimore Ravens,AFC North
2019,Trumaine Johnson,CB,"$8,000,000 ",NYJ,New York Jets,AFC East
2019,Kelvin Beachum,LT,"$8,000,000 ",NYJ,New York Jets,AFC East
2019,Zach Ertz,TE,"$8,000,000 ",PHI,Philadelphia Eagles,NFC East
2019,Jesse James,TE,"$8,000,000 ",DET,Detroit Lions,NFC North
2019,Casey Hayward,CB,"$8,000,000 ",LAC,Los Angeles Chargers,AFC West
2019,Jared Cook,TE,"$8,000,000 ",NO,New Orleans Saints,NFC South
2019,Jadeveon Clowney,DE,"$8,000,000 ",SEA,Seattle Seahawks,NFC West
2019,K.J. Wright,OLB,"$8,000,000 ",SEA,Seattle Seahawks,NFC West
2019,Kenny Stills,WR,"$7,975,000 ",HOU,Houston Texans,AFC South
2019,Mike Daniels,DT,"$7,968,750 ",DET,Detroit Lions,NFC North
2019,Robert Quinn,DE,"$7,964,563 ",DAL,Dallas Cowboys,NFC East
2019,Bobby Hart,RT,"$7,941,115 ",CIN,Cincinnati Bengals,AFC North
2019,Jabaal Sheard,DE,"$7,906,250 ",IND,Indianapolis Colts,AFC South
2019,Garrett Bradbury,C,"$7,884,360 ",MIN,Minnesota Vikings,NFC North
2019,Kenny Vaccaro,SS,"$7,750,000 ",TEN,Tennessee Titans,AFC South
2019,Jason Pierre-Paul,DE,"$7,750,000 ",TB,Tampa Bay Buccaneers,NFC South
2019,Noah Fant,TE,"$7,727,923 ",DEN,Denver Broncos,AFC West
2019,Jeffery Simmons,DT,"$7,725,004 ",TEN,Tennessee Titans,AFC South
2019,Cameron Wake,OLB,"$7,671,875 ",TEN,Tennessee Titans,AFC South
2019,Jordan Reed,TE,"$7,671,000 ",WAS,Washington Commanders,NFC East
2019,Trey Hopkins,C,"$7,653,605 ",CIN,Cincinnati Bengals,AFC North
2019,Darnell Savage,S,"$7,618,772 ",GB,Green Bay Packers,NFC North
2019,Andre Dillard,T,"$7,511,788 ",PHI,Philadelphia Eagles,NFC East
2019,Rob Havenstein,RT,"$7,500,000 ",LAR,Los Angeles Rams,NFC West
2019,Donovan Smith,LT,"$7,500,000 ",TB,Tampa Bay Buccaneers,NFC South
2019,Mario Addison,OLB,"$7,484,316 ",CAR,Carolina Panthers,NFC South
2019,Everson Griffen,DE,"$7,468,750 ",MIN,Minnesota Vikings,NFC North
2019,Tytus Howard,G,"$7,406,308 ",HOU,Houston Texans,AFC South
2019,Patrick Peterson,CB,"$7,380,977 ",ARI,Arizona Cardinals,NFC West
2019,Ronnie Stanley,LT,"$7,274,812 ",BAL,Baltimore Ravens,AFC North
2019,Marqise Lee,WR,"$7,250,000 ",JAC,Jacksonville Jaguars,AFC South
2019,Teddy Bridgewater,QB,"$7,250,000 ",NO,New Orleans Saints,NFC South
2019,Josh Jacobs,RB,"$7,193,836 ",OAK,Oakland Raiders,AFC West
2019,Marquise Brown,WR,"$7,141,342 ",BAL,Baltimore Ravens,AFC North
2019,Davante Adams,WR,"$7,125,000 ",GB,Green Bay Packers,NFC North
2019,Trent Murphy,DE,"$7,070,803 ",BUF,Buffalo Bills,AFC East
2019,David DeCastro,G,"$7,070,000 ",PIT,Pittsburgh Steelers,AFC North
2019,Joel Bitonio,G,"$7,035,650 ",CLE,Cleveland Browns,AFC North
2019,Cody Whitehair,G,"$7,031,387 ",CHI,Chicago Bears,NFC North
2019,Matthew Ioannidis,DE,"$7,025,000 ",WAS,Washington Commanders,NFC East
2019,Christian Kirksey,ILB,"$7,003,253 ",CLE,Cleveland Browns,AFC North
2019,Tyrone Crawford,DT,"$7,002,379 ",DAL,Dallas Cowboys,NFC East
2019,Jerry Tillery,DT,"$7,001,707 ",LAC,Los Angeles Chargers,AFC West
2019,Gabe Jackson,G,"$7,000,000 ",OAK,Oakland Raiders,AFC West
2019,Albert Wilson,WR,"$7,000,000 ",MIA,Miami Dolphins,AFC East
2019,Zach Fulton,G,"$7,000,000 ",HOU,Houston Texans,AFC South
2019,Cameron Brate,TE,"$7,000,000 ",TB,Tampa Bay Buccaneers,NFC South
2019,Montez Sweat,OLB,"$6,981,372 ",WAS,Washington Commanders,NFC East
2019,Alex Okafor,DE,"$6,953,125 ",KC,Kansas City Chiefs,AFC West
2019,Eric Ebron,TE,"$6,921,875 ",IND,Indianapolis Colts,AFC South
2019,Johnathan Abram,S,"$6,875,140 ",OAK,Oakland Raiders,AFC West
2019,Trey Burton,TE,"$6,808,179 ",CHI,Chicago Bears,NFC North
2019,Bryan Bulaga,RT,"$6,750,000 ",GB,Green Bay Packers,NFC North
2019,Mark Barron,ILB,"$6,750,000 ",PIT,Pittsburgh Steelers,AFC North
2019,Tyler Kroft,TE,"$6,727,947 ",BUF,Buffalo Bills,AFC East
2019,Ryan Kalil,C,"$6,712,500 ",NYJ,New York Jets,AFC East
2019,Anthony Hitchens,ILB,"$6,700,000 ",KC,Kansas City Chiefs,AFC West
2019,David Johnson,RB,"$6,666,120 ",ARI,Arizona Cardinals,NFC West
2019,Benardrick McKinney,ILB,"$6,656,250 ",HOU,Houston Texans,AFC South
2019,Buster Skrine,CB,"$6,591,481 ",CHI,Chicago Bears,NFC North
2019,Tyreek Hill,WR,"$6,529,500 ",KC,Kansas City Chiefs,AFC West
2019,Ben Jones,C,"$6,500,000 ",TEN,Tennessee Titans,AFC South
2019,Robert Woods,WR,"$6,500,000 ",LAR,Los Angeles Rams,NFC West
2019,Marvin Jones,WR,"$6,500,000 ",DET,Detroit Lions,NFC North
2019,Bryce Callahan,CB,"$6,500,000 ",DEN,Denver Broncos,AFC West
2019,Chris Hubbard,RT,"$6,468,750 ",CLE,Cleveland Browns,AFC North
2019,Greg Robinson,LT,"$6,423,196 ",CLE,Cleveland Browns,AFC North
2019,Danny Trevathan,ILB,"$6,417,038 ",CHI,Chicago Bears,NFC North
2019,L.J. Collier,DE,"$6,395,784 ",SEA,Seattle Seahawks,NFC West
2019,Willie Snead,WR,"$6,361,651 ",BAL,Baltimore Ravens,AFC North
2019,Ty Nsekhe,RT,"$6,320,771 ",BUF,Buffalo Bills,AFC East
2019,Byron Jones,CB,"$6,309,112 ",DAL,Dallas Cowboys,NFC East
2019,Brandon Mebane,DT,"$6,300,000 ",LAC,Los Angeles Chargers,AFC West
2019,Brian Winters,G,"$6,281,250 ",NYJ,New York Jets,AFC East
2019,Laurent Duvernay-Tardif,G,"$6,253,000 ",KC,Kansas City Chiefs,AFC West
2019,Eric Weddle,FS,"$6,251,526 ",LAR,Los Angeles Rams,NFC West
2019,Weston Richburg,C,"$6,220,710 ",SF,San Francisco 49ers,NFC West
2019,Mark Glowinski,G,"$6,200,000 ",IND,Indianapolis Colts,AFC South
2019,Demario Davis,OLB,"$6,200,000 ",NO,New Orleans Saints,NFC South
2019,Deandre Baker,CB,"$6,170,064 ",NYG,New  York Giants,NFC East
2019,Corey Linsley,C,"$6,150,000 ",GB,Green Bay Packers,NFC North
2019,Robbie Gould,K,"$6,150,000 ",SF,San Francisco 49ers,NFC West
2019,Kaleb McGary,RT,"$6,117,269 ",ATL,Atlanta Falcons,NFC South
2019,Wil Lutz,K,"$6,100,000 ",NO,New Orleans Saints,NFC South
2019,Marcus Cannon,RT,"$6,056,250 ",NE,New England Patriots,AFC East
2019,Nickell Robey-Coleman,CB,"$6,050,000 ",LAR,Los Angeles Rams,NFC West
2019,Daryl Williams,RT,"$6,033,611 ",CAR,Carolina Panthers,NFC South
2019,Mark Ingram,RB,"$6,030,895 ",BAL,Baltimore Ravens,AFC North
2019,Travis Frederick,C,"$6,027,180 ",DAL,Dallas Cowboys,NFC East
2019,Brandon Carr,CB,"$6,024,053 ",BAL,Baltimore Ravens,AFC North
2019,Allen Bailey,DE,"$6,014,939 ",ATL,Atlanta Falcons,NFC South
2019,Chase Daniel,QB,"$6,004,847 ",CHI,Chicago Bears,NFC North
2019,Avery Williamson,ILB,"$6,000,000 ",NYJ,New York Jets,AFC East
2019,Jason Peters,LT,"$6,000,000 ",PHI,Philadelphia Eagles,NFC East
2019,Brandon Linder,C,"$6,000,000 ",JAC,Jacksonville Jaguars,AFC South
2019,Tyrod Taylor,QB,"$6,000,000 ",LAC,Los Angeles Chargers,AFC West
