id,Year,Name,POS,Salary,Team Abbv.,Team Name,Division
181,2013,Brent Grimes,CB,"$5,500,000",MIA,Miami Dolphins,AFC East
182,2013,Arian Foster,RB,"$5,500,000",HOU,Houston Texans,AFC South
183,2013,Scott Wells,C,"$5,500,000",STL,St. Louis Rams,NFC West
184,2013,Martellus Bennett,TE,"$5,315,000",CHI,Chicago Bears,NFC North
185,2013,Sebastian Janikowski,K,"$5,300,000",OAK,Oakland Raiders,AFC West
186,2013,Ben Grubbs,G,"$5,300,000",NO,New Orleans Saints,NFC South
187,2013,Steven Jackson,RB,"$5,250,000",ATL,Atlanta Falcons,NFC South
188,2013,Larry Fitzgerald,WR,"$5,250,000",ARI,Arizona Cardinals,NFC West
189,2013,E.J. Manuel,QB,"$5,247,036",BUF,Buffalo Bills,AFC East
190,2013,Dwight Freeney,OLB,"$5,187,500",SD,San Diego Chargers,AFC West
191,2013,Jarvis Jones,OLB,"$5,116,272",PIT,Pittsburgh Steelers,AFC North
192,2013,Mike DeVito,DE,"$5,100,000",KC,Kansas City Chiefs,AFC West
193,2013,Tramaine Brock,CB,"$5,073,000",SF,San Francisco 49ers,NFC West
194,2013,Dustin Colquitt,P,"$5,050,000",KC,Kansas City Chiefs,AFC West
195,2013,Kenny Vaccaro,SS,"$5,023,530",NO,New Orleans Saints,NFC South
196,2013,Osi Umenyiora,OLB,"$5,000,000",ATL,Atlanta Falcons,NFC South
197,2013,Brandon Mebane,DT,"$5,000,000",SEA,Seattle Seahawks,NFC West
198,2013,Michael Crabtree,WR,"$5,000,000",SF,San Francisco 49ers,NFC West
199,2013,Reggie Bush,RB,"$5,000,000",DET,Detroit Lions,NFC North
200,2013,Trent Williams,LT,"$5,000,000",WAS,Washington Commanders,NFC East
201,2013,Kevin Williams,DT,"$5,000,000",MIN,Minnesota Vikings,NFC North
202,2013,Greg Toler,CB,"$5,000,000",IND,Indianapolis Colts,AFC South
203,2013,DeAngelo Williams,RB,"$5,000,000",CAR,Carolina Panthers,NFC South
204,2013,Matt Hasselbeck,QB,"$5,000,000",IND,Indianapolis Colts,AFC South
205,2013,Daryn Colledge,G,"$5,000,000",ARI,Arizona Cardinals,NFC West
206,2013,Jason McCourty,CB,"$5,000,000",TEN,Tennessee Titans,AFC South
207,2013,D'Qwell Jackson,ILB,"$5,000,000",CLE,Cleveland Browns,AFC North
208,2013,Dominique Rodgers-Cromartie,CB,"$5,000,000",DEN,Denver Broncos,AFC West
209,2013,Maurice Jones-Drew,RB,"$5,000,000",JAC,Jacksonville Jaguars,AFC South
210,2013,Kendall Langford,DE,"$5,000,000",STL,St. Louis Rams,NFC West
211,2013,Eric Reid,SS,"$4,952,820",SF,San Francisco 49ers,NFC West
212,2013,Asante Samuel,CB,"$4,950,000",ATL,Atlanta Falcons,NFC South
213,2013,Max Unger,C,"$4,900,000",SEA,Seattle Seahawks,NFC West
214,2013,Aqib Talib,CB,"$4,882,813",NE,New England Patriots,AFC East
215,2013,Corey Webster,CB,"$4,875,000",NYG,New  York Giants,NFC East
216,2013,Kyle Williams,DT,"$4,855,000",BUF,Buffalo Bills,AFC East
217,2013,Justin Pugh,G,"$4,854,744",NYG,New  York Giants,NFC East
218,2013,Kyle Long,G,"$4,822,056",CHI,Chicago Bears,NFC North
219,2013,Michael Bennett,DE,"$4,800,000",SEA,Seattle Seahawks,NFC West
220,2013,Tyler Eifert,TE,"$4,789,364",CIN,Cincinnati Bengals,AFC North
221,2013,Andrew Whitworth,LT,"$4,750,000",CIN,Cincinnati Bengals,AFC North
222,2013,Antoine Bethea,SS,"$4,750,000",IND,Indianapolis Colts,AFC South
223,2013,Dunta Robinson,CB,"$4,750,000",KC,Kansas City Chiefs,AFC West
224,2013,Desmond Trufant,CB,"$4,723,980",ATL,Atlanta Falcons,NFC South
225,2013,B.J. Raji,DT,"$4,715,000",GB,Green Bay Packers,NFC North
226,2013,Jonathan Babineaux,DT,"$4,700,000",ATL,Atlanta Falcons,NFC South
227,2013,Tyson Jackson,DE,"$4,700,000",KC,Kansas City Chiefs,AFC West
228,2013,Darnell Dockett,DE,"$4,700,000",ARI,Arizona Cardinals,NFC West
229,2013,Sharrif Floyd,DT,"$4,658,600",MIN,Minnesota Vikings,NFC North
230,2013,Justin Tuck,DE,"$4,650,000",NYG,New  York Giants,NFC East
231,2013,Manny Lawson,OLB,"$4,650,000",BUF,Buffalo Bills,AFC East
232,2013,Navorro Bowman,ILB,"$4,630,000",SF,San Francisco 49ers,NFC West
233,2013,Dimitri Patterson,CB,"$4,600,000",MIA,Miami Dolphins,AFC East
234,2013,Tim Jennings,CB,"$4,600,000",CHI,Chicago Bears,NFC North
235,2013,Marques Colston,WR,"$4,600,000",NO,New Orleans Saints,NFC South
236,2013,William Hayes,DE,"$4,550,000",STL,St. Louis Rams,NFC West
237,2013,Bjoern Werner,OLB,"$4,527,835",IND,Indianapolis Colts,AFC South
238,2013,Justin Blalock,G,"$4,500,000",ATL,Atlanta Falcons,NFC South
239,2013,Antonio Gates,TE,"$4,500,000",SD,San Diego Chargers,AFC West
240,2013,David Baas,C,"$4,500,000",NYG,New  York Giants,NFC East
241,2013,Barry Cofield,DT,"$4,500,000",WAS,Washington Commanders,NFC East
242,2013,Mike Brisiel,G,"$4,500,000",OAK,Oakland Raiders,AFC West
243,2013,Marshal Yanda,G,"$4,500,000",BAL,Baltimore Ravens,AFC North
244,2013,Xavier Rhodes,CB,"$4,462,456",MIN,Minnesota Vikings,NFC North
245,2013,Brad Jones,ILB,"$4,425,000",GB,Green Bay Packers,NFC North
246,2013,Jeremy Zuttah,C,"$4,375,000",TB,Tampa Bay Buccaneers,NFC South
247,2013,Josh Sitton,G,"$4,350,000",GB,Green Bay Packers,NFC North
248,2013,Marcedes Lewis,TE,"$4,350,000",JAC,Jacksonville Jaguars,AFC South
249,2013,Datone Jones,DE,"$4,338,357",GB,Green Bay Packers,NFC North
250,2013,DeAndre Hopkins,WR,"$4,331,692",HOU,Houston Texans,AFC South
251,2013,Jason Babin,DE,"$4,325,000",JAC,Jacksonville Jaguars,AFC South
252,2013,Sylvester Williams,DT,"$4,299,000",DEN,Denver Broncos,AFC West
253,2013,Michael Griffin,FS,"$4,294,118",TEN,Tennessee Titans,AFC South
254,2013,Malcom Floyd,WR,"$4,250,000",SD,San Diego Chargers,AFC West
255,2013,Britton Colquitt,P,"$4,250,000",DEN,Denver Broncos,AFC West
256,2013,Shonn Greene,RB,"$4,250,000",TEN,Tennessee Titans,AFC South
257,2013,Dustin Keller,TE,"$4,250,000",MIA,Miami Dolphins,AFC East
258,2013,Nate Washington,WR,"$4,200,000",TEN,Tennessee Titans,AFC South
259,2013,Will Smith,OLB,"$4,150,000",NO,New Orleans Saints,NFC South
260,2013,Jabari Greer,CB,"$4,150,000",NO,New Orleans Saints,NFC South
261,2013,Donte Whitner,SS,"$4,100,000",SF,San Francisco 49ers,NFC West
262,2013,Domata Peko,DT,"$4,100,000",CIN,Cincinnati Bengals,AFC North
263,2013,Levi Brown,LT,"$4,050,588",PIT,Pittsburgh Steelers,AFC North
264,2013,Cordarrelle Patterson,WR,"$4,036,672",MIN,Minnesota Vikings,NFC North
265,2013,Nick Roach,ILB,"$4,025,000",OAK,Oakland Raiders,AFC West
266,2013,James Casey,FB,"$4,015,000",PHI,Philadelphia Eagles,NFC East
267,2013,Breno Giacomini,RT,"$4,000,000",SEA,Seattle Seahawks,NFC West
268,2013,DeAndre Levy,OLB,"$4,000,000",DET,Detroit Lions,NFC North
269,2013,Jeromey Clary,G,"$4,000,000",SD,San Diego Chargers,AFC West
270,2013,Kevin Huber,P,"$4,000,000",CIN,Cincinnati Bengals,AFC North
271,2013,Josh Morgan,WR,"$4,000,000",WAS,Washington Commanders,NFC East
272,2013,Stephen Bowen,DE,"$4,000,000",WAS,Washington Commanders,NFC East
273,2013,Greg Olsen,TE,"$4,000,000",CAR,Carolina Panthers,NFC South
274,2013,Haloti Ngata,DT,"$4,000,000",BAL,Baltimore Ravens,AFC North
275,2013,Jacoby Jones,WR,"$4,000,000",BAL,Baltimore Ravens,AFC North
276,2013,Jerraud Powers,CB,"$4,000,000",ARI,Arizona Cardinals,NFC West
277,2013,Kamerion Wimbley,OLB,"$4,000,000",TEN,Tennessee Titans,AFC South
278,2013,Sammie Lee Hill,DT,"$4,000,000",TEN,Tennessee Titans,AFC South
279,2013,Matt Moore,QB,"$4,000,000",MIA,Miami Dolphins,AFC East
280,2013,Owen Daniels,TE,"$4,000,000",HOU,Houston Texans,AFC South
281,2013,Danieal Manning,S,"$4,000,000",HOU,Houston Texans,AFC South
282,2013,David Hawthorne,ILB,"$4,000,000",NO,New Orleans Saints,NFC South
283,2013,Marcel Reece,FB,"$3,992,744",OAK,Oakland Raiders,AFC West
284,2013,Ike Taylor,CB,"$3,916,470",PIT,Pittsburgh Steelers,AFC North
285,2013,Alec Ogletree,ILB,"$3,897,752",STL,St. Louis Rams,NFC West
286,2013,Roman Harper,SS,"$3,850,000",NO,New Orleans Saints,NFC South
287,2013,Alex Mack,C,"$3,832,000",CLE,Cleveland Browns,AFC North
288,2013,Erik Walden,OLB,"$3,823,529",IND,Indianapolis Colts,AFC South
289,2013,Chase Daniel,QB,"$3,800,000",KC,Kansas City Chiefs,AFC West
290,2013,Brodrick Bunkley,DT,"$3,800,000",NO,New Orleans Saints,NFC South
291,2013,Michael Oher,RT,"$3,785,000",BAL,Baltimore Ravens,AFC North
292,2013,Brandon Gibson,WR,"$3,785,000",MIA,Miami Dolphins,AFC East
293,2013,Travis Frederick,C,"$3,781,384",DAL,Dallas Cowboys,NFC East
294,2013,Trent Cole,OLB,"$3,750,000",PHI,Philadelphia Eagles,NFC East
295,2013,Rey Maualuga,ILB,"$3,750,000",CIN,Cincinnati Bengals,AFC North
296,2013,Kory Lichtensteiger,C,"$3,750,000",WAS,Washington Commanders,NFC East
297,2013,Steve Smith,WR,"$3,750,000",CAR,Carolina Panthers,NFC South
298,2013,Matt Elam,SS,"$3,706,456",BAL,Baltimore Ravens,AFC North
299,2013,Matt Cassel,QB,"$3,700,000",MIN,Minnesota Vikings,NFC North
300,2013,Connor Barwin,OLB,"$3,700,000",PHI,Philadelphia Eagles,NFC East
301,2013,Brian Orakpo,OLB,"$3,694,000",WAS,Washington Commanders,NFC East
302,2013,Richie Incognito,G,"$3,629,411",MIA,Miami Dolphins,AFC East
303,2013,Cameron Wake,DE,"$3,615,000",MIA,Miami Dolphins,AFC East
304,2013,Koa Misi,OLB,"$3,609,405",MIA,Miami Dolphins,AFC East
305,2013,A.J. Hawk,OLB,"$3,600,000",GB,Green Bay Packers,NFC North
306,2013,Andy Lee,P,"$3,575,000",SF,San Francisco 49ers,NFC West
307,2013,Ahmad Brooks,OLB,"$3,550,000",SF,San Francisco 49ers,NFC West
308,2013,Rob Bironas,K,"$3,550,000",TEN,Tennessee Titans,AFC South
309,2013,Stephen Tulloch,ILB,"$3,500,000",DET,Detroit Lions,NFC North
310,2013,Doug Free,RT,"$3,500,000",DAL,Dallas Cowboys,NFC East
311,2013,Jason Jones,DE,"$3,500,000",DET,Detroit Lions,NFC North
312,2013,Junior Galette,OLB,"$3,500,000",NO,New Orleans Saints,NFC South
313,2013,Ryan Clark,S,"$3,500,000",PIT,Pittsburgh Steelers,AFC North
314,2013,Reggie Nelson,FS,"$3,500,000",CIN,Cincinnati Bengals,AFC North
315,2013,Chris Chester,G,"$3,500,000",WAS,Washington Commanders,NFC East
316,2013,Derrick Johnson,ILB,"$3,500,000",KC,Kansas City Chiefs,AFC West
317,2013,Cory Redding,DE,"$3,500,000",IND,Indianapolis Colts,AFC South
318,2013,Donald Thomas,G,"$3,500,000",IND,Indianapolis Colts,AFC South
319,2013,Tyson Clabo,RT,"$3,500,000",MIA,Miami Dolphins,AFC East
320,2013,Chris Myers,C,"$3,500,000",HOU,Houston Texans,AFC South
321,2013,Glenn Dorsey,DE,"$3,350,000",SF,San Francisco 49ers,NFC West
322,2013,Brent Celek,TE,"$3,331,000",PHI,Philadelphia Eagles,NFC East
323,2013,Jeremy Maclin,WR,"$3,303,000",PHI,Philadelphia Eagles,NFC East
324,2013,Charles Woodson,SS,"$3,300,000",OAK,Oakland Raiders,AFC West
325,2013,Lance Moore,WR,"$3,300,000",NO,New Orleans Saints,NFC South
326,2013,Ray McDonald,DT,"$3,250,000",SF,San Francisco 49ers,NFC West
327,2013,LeSean McCoy,RB,"$3,250,000",PHI,Philadelphia Eagles,NFC East
328,2013,Robert Geathers,DE,"$3,250,000",CIN,Cincinnati Bengals,AFC North
