Year,Name,POS,Salary,Team Abbv.,Team Name,Division
2018,Stefon Diggs,WR,"$16,907,000 ",MIN,Minnesota Vikings,NFC North
2018,Antonio Brown,WR,"$16,775,000 ",PIT,Pittsburgh Steelers,AFC North
2018,Matthew Stafford,QB,"$16,500,000 ",DET,Detroit Lions,NFC North
2018,Eli Manning,QB,"$16,000,000 ",NYG,New  York Giants,NFC East
2018,Tyrod Taylor,QB,"$16,000,000 ",CLE,Cleveland Browns,AFC North
2018,Quenton Nelson,G,"$15,933,750 ",IND,Indianapolis Colts,AFC South
2018,Allen Robinson,WR,"$15,812,500 ",CHI,Chicago Bears,NFC North
2018,Russell Wilson,QB,"$15,500,000 ",SEA,Seattle Seahawks,NFC West
2018,Desmond Trufant,CB,"$15,500,000 ",ATL,Atlanta Falcons,NFC South
2018,Justin Houston,OLB,"$15,000,000 ",KC,Kansas City Chiefs,AFC West
2018,Philip Rivers,QB,"$15,000,000 ",LAC,Los Angeles Chargers,AFC West
2018,Cam Newton,QB,"$15,000,000 ",CAR,Carolina Panthers,NFC South
2018,Calais Campbell,DE,"$15,000,000 ",JAC,Jacksonville Jaguars,AFC South
2018,Tom Brady,QB,"$15,000,000 ",NE,New England Patriots,AFC East
2018,Stephon Gilmore,CB,"$15,000,000 ",NE,New England Patriots,AFC East
2018,Anthony Hitchens,ILB,"$14,800,000 ",KC,Kansas City Chiefs,AFC West
2018,Ndamukong Suh,DT,"$14,500,000 ",LAR,Los Angeles Rams,NFC West
2018,Duane Brown,LT,"$14,250,000 ",SEA,Seattle Seahawks,NFC West
2018,Malcolm Butler,CB,"$14,000,000 ",TEN,Tennessee Titans,AFC South
2018,Josh Allen,QB,"$13,965,846 ",BUF,Buffalo Bills,AFC East
2018,Andy Dalton,QB,"$13,900,000 ",CIN,Cincinnati Bengals,AFC North
2018,David Johnson,RB,"$13,882,500 ",ARI,Arizona Cardinals,NFC West
2018,Josh Norman,CB,"$13,800,000 ",WAS,Washington Commanders,NFC East
2018,Malik Jackson,DT,"$13,500,000 ",JAC,Jacksonville Jaguars,AFC South
2018,A.J. Bouye,CB,"$13,406,250 ",JAC,Jacksonville Jaguars,AFC South
2018,Julio Jones,WR,"$13,400,000 ",ATL,Atlanta Falcons,NFC South
2018,Jadeveon Clowney,OLB,"$13,311,000 ",HOU,Houston Texans,AFC South
2018,Jimmy Graham,TE,"$13,250,000 ",GB,Green Bay Packers,NFC North
2018,Olivier Vernon,OLB,"$13,000,000 ",NYG,New  York Giants,NFC East
2018,Shaq Mason,G,"$12,907,000 ",NE,New England Patriots,AFC East
2018,Chandler Jones,DE,"$12,500,000 ",ARI,Arizona Cardinals,NFC West
2018,Jerick McKinnon,RB,"$12,500,000 ",SF,San Francisco 49ers,NFC West
2018,Jason Pierre-Paul,DE,"$12,500,000 ",TB,Tampa Bay Buccaneers,NFC South
2018,DeAndre Hopkins,WR,"$12,500,000 ",HOU,Houston Texans,AFC South
2018,Russell Okung,LT,"$12,468,750 ",LAC,Los Angeles Chargers,AFC West
2018,Greg Olsen,TE,"$12,350,000 ",CAR,Carolina Panthers,NFC South
2018,Anthony Barr,OLB,"$12,306,000 ",MIN,Minnesota Vikings,NFC North
2018,Gerald McCoy,DT,"$12,250,000 ",TB,Tampa Bay Buccaneers,NFC South
2018,Eddie Goldman,DT,"$12,000,000 ",CHI,Chicago Bears,NFC North
2018,Casey Hayward,CB,"$12,000,000 ",LAC,Los Angeles Chargers,AFC West
2018,Larry Fitzgerald,WR,"$12,000,000 ",ARI,Arizona Cardinals,NFC West
2018,Ryan Jensen,C,"$12,000,000 ",TB,Tampa Bay Buccaneers,NFC South
2018,Nick Foles,QB,"$12,000,000 ",PHI,Philadelphia Eagles,NFC East
2018,Matt Kalil,LT,"$12,000,000 ",CAR,Carolina Panthers,NFC South
2018,Dontari Poe,DT,"$12,000,000 ",CAR,Carolina Panthers,NFC South
2018,Joe Flacco,QB,"$12,000,000 ",BAL,Baltimore Ravens,AFC North
2018,Roquan Smith,LB,"$11,997,941 ",CHI,Chicago Bears,NFC North
2018,Mike McGlinchey,RT,"$11,899,434 ",SF,San Francisco 49ers,NFC West
2018,Tyron Smith,LT,"$11,745,000 ",DAL,Dallas Cowboys,NFC East
2018,Paul Richardson,WR,"$11,718,750 ",WAS,Washington Commanders,NFC East
2018,Eric Kendricks,ILB,"$11,638,080 ",MIN,Minnesota Vikings,NFC North
2018,Fletcher Cox,DT,"$11,500,000 ",PHI,Philadelphia Eagles,NFC East
2018,Robert Quinn,DE,"$11,444,412 ",MIA,Miami Dolphins,AFC East
2018,Eric Fisher,LT,"$11,400,000 ",KC,Kansas City Chiefs,AFC West
2018,Clay Matthews Jr.,OLB,"$11,400,000 ",GB,Green Bay Packers,NFC North
2018,Josh Rosen,QB,"$11,358,368 ",ARI,Arizona Cardinals,NFC West
2018,LaMarcus Joyner,FS,"$11,287,000 ",LAR,Los Angeles Rams,NFC West
2018,Melvin Ingram,DE,"$11,250,000 ",LAC,Los Angeles Chargers,AFC West
2018,Patrick Peterson,CB,"$11,250,000 ",ARI,Arizona Cardinals,NFC West
2018,Justin Pugh,G,"$11,250,000 ",ARI,Arizona Cardinals,NFC West
2018,Cordy Glenn,LT,"$11,250,000 ",CIN,Cincinnati Bengals,AFC North
2018,Trey Burton,TE,"$11,175,000 ",CHI,Chicago Bears,NFC North
2018,Jurrell Casey,DT,"$11,168,750 ",TEN,Tennessee Titans,AFC South
2018,Jamie Collins,OLB,"$11,150,000 ",CLE,Cleveland Browns,AFC North
2018,Delanie Walker,TE,"$11,135,625 ",TEN,Tennessee Titans,AFC South
2018,Bobby Wagner,ILB,"$11,000,000 ",SEA,Seattle Seahawks,NFC West
2018,Tyler Lockett,WR,"$11,000,000 ",SEA,Seattle Seahawks,NFC West
2018,Janoris Jenkins,CB,"$11,000,000 ",NYG,New  York Giants,NFC East
2018,T.Y. Hilton,WR,"$11,000,000 ",IND,Indianapolis Colts,AFC South
2018,Stephon Tuitt,DE,"$11,000,000 ",PIT,Pittsburgh Steelers,AFC North
2018,DeSean Jackson,WR,"$11,000,000 ",TB,Tampa Bay Buccaneers,NFC South
2018,J.J. Watt,DE,"$11,000,000 ",HOU,Houston Texans,AFC South
2018,Aqib Talib,CB,"$11,000,000 ",LAR,Los Angeles Rams,NFC West
2018,Andrew Whitworth,LT,"$11,000,000 ",LAR,Los Angeles Rams,NFC West
2018,Brandin Cooks,WR,"$11,000,000 ",LAR,Los Angeles Rams,NFC West
2018,Telvin Smith,OLB,"$11,000,000 ",JAC,Jacksonville Jaguars,AFC South
2018,Jordy Nelson,WR,"$10,968,750 ",OAK,Oakland Raiders,AFC West
2018,Xavier Rhodes,CB,"$10,937,500 ",MIN,Minnesota Vikings,NFC North
2018,A.J. Green,WR,"$10,750,000 ",CIN,Cincinnati Bengals,AFC North
2018,Zach Ertz,TE,"$10,680,000 ",PHI,Philadelphia Eagles,NFC East
2018,Aaron Colvin,CB,"$10,656,250 ",HOU,Houston Texans,AFC South
2018,Minkah Fitzpatrick,S,"$10,522,016 ",MIA,Miami Dolphins,AFC East
2018,Gabe Jackson,G,"$10,500,000 ",OAK,Oakland Raiders,AFC West
2018,Kelechi Osemele,G,"$10,500,000 ",OAK,Oakland Raiders,AFC West
2018,Logan Ryan,CB,"$10,500,000 ",TEN,Tennessee Titans,AFC South
2018,Terron Armstead,LT,"$10,300,000 ",NO,New Orleans Saints,NFC South
2018,Michael Brockers,DE,"$10,250,000 ",LAR,Los Angeles Rams,NFC West
2018,Demario Davis,OLB,"$10,200,000 ",NO,New Orleans Saints,NFC South
2018,Marcell Dareus,DT,"$10,175,000 ",JAC,Jacksonville Jaguars,AFC South
2018,Benardrick McKinney,ILB,"$10,163,880 ",HOU,Houston Texans,AFC South
2018,John Sullivan,C,"$10,124,999 ",LAR,Los Angeles Rams,NFC West
2018,Trent Williams,LT,"$10,053,125 ",WAS,Washington Commanders,NFC East
2018,Kevin Zeitler,G,"$10,000,000 ",CLE,Cleveland Browns,AFC North
2018,Alec Ogletree,ILB,"$10,000,000 ",NYG,New  York Giants,NFC East
2018,Joe Haden,CB,"$10,000,000 ",PIT,Pittsburgh Steelers,AFC North
2018,Everson Griffen,DE,"$10,000,000 ",MIN,Minnesota Vikings,NFC North
2018,Josh McCown,QB,"$10,000,000 ",NYJ,New York Jets,AFC East
2018,Travis Frederick,C,"$10,000,000 ",DAL,Dallas Cowboys,NFC East
2018,Avery Williamson,ILB,"$10,000,000 ",NYJ,New York Jets,AFC East
2018,Ryan Kalil,C,"$9,750,000 ",CAR,Carolina Panthers,NFC South
2018,Reshad Jones,SS,"$9,735,000 ",MIA,Miami Dolphins,AFC East
2018,Donte Moncrief,WR,"$9,600,000 ",JAC,Jacksonville Jaguars,AFC South
2018,Derek Wolfe,DE,"$9,573,635 ",DEN,Denver Broncos,AFC West
2018,Lane Johnson,RT,"$9,558,824 ",PHI,Philadelphia Eagles,NFC East
2018,Cameron Jordan,DE,"$9,550,000 ",NO,New Orleans Saints,NFC South
2018,Tahir Whitehead,OLB,"$9,500,000 ",OAK,Oakland Raiders,AFC West
2018,Prince Amukamara,CB,"$9,500,000 ",CHI,Chicago Bears,NFC North
2018,Vita Vea,DT,"$9,341,264 ",TB,Tampa Bay Buccaneers,NFC South
2018,Ja'Wuan James,RT,"$9,341,000 ",MIA,Miami Dolphins,AFC East
2018,Randall Cobb,WR,"$9,281,250 ",GB,Green Bay Packers,NFC North
2018,Brandon Linder,C,"$9,281,250 ",JAC,Jacksonville Jaguars,AFC South
2018,Linval Joseph,DT,"$9,250,000 ",MIN,Minnesota Vikings,NFC North
2018,Ryan Kerrigan,OLB,"$9,250,000 ",WAS,Washington Commanders,NFC East
2018,Marqise Lee,WR,"$9,250,000 ",JAC,Jacksonville Jaguars,AFC South
2018,Riley Reiff,LT,"$9,200,000 ",MIN,Minnesota Vikings,NFC North
2018,Cameron Wake,DE,"$9,125,000 ",MIA,Miami Dolphins,AFC East
2018,Da'Ron Payne,DT,"$9,046,080 ",WAS,Washington Commanders,NFC East
2018,Chris Hubbard,RT,"$9,000,000 ",CLE,Cleveland Browns,AFC North
2018,Robert Alford,CB,"$9,000,000 ",ATL,Atlanta Falcons,NFC South
2018,Cameron Heyward,DT,"$9,000,000 ",PIT,Pittsburgh Steelers,AFC North
2018,Robert Woods,WR,"$8,990,019 ",LAR,Los Angeles Rams,NFC West
2018,Rob Gronkowski,TE,"$8,859,375 ",NE,New England Patriots,AFC East
2018,Richard Sherman,CB,"$8,800,000 ",SF,San Francisco 49ers,NFC West
2018,Joe Staley,LT,"$8,750,000 ",SF,San Francisco 49ers,NFC West
2018,Lavonte David,OLB,"$8,750,000 ",TB,Tampa Bay Buccaneers,NFC South
2018,Brandon Brooks,G,"$8,750,000 ",PHI,Philadelphia Eagles,NFC East
2018,Dee Ford,OLB,"$8,718,000 ",KC,Kansas City Chiefs,AFC West
2018,Deone Bucannon,OLB,"$8,718,000 ",ARI,Arizona Cardinals,NFC West
2018,Ryan Shazier,ILB,"$8,718,000 ",PIT,Pittsburgh Steelers,AFC North
2018,C.J. Mosley,ILB,"$8,718,000 ",BAL,Baltimore Ravens,AFC North
2018,Doug Baldwin,WR,"$8,656,250 ",SEA,Seattle Seahawks,NFC West
2018,Malcolm Jenkins,FS,"$8,600,000 ",PHI,Philadelphia Eagles,NFC East
2018,Bradley Roby,CB,"$8,561,717 ",DEN,Denver Broncos,AFC West
2018,Marcus Davenport,DE,"$8,554,105 ",NO,New Orleans Saints,NFC South
2018,Jason Verrett,CB,"$8,526,000 ",LAC,Los Angeles Chargers,AFC West
2018,Jimmie Ward,FS,"$8,526,000 ",SF,San Francisco 49ers,NFC West
2018,Darqueze Dennard,CB,"$8,526,000 ",CIN,Cincinnati Bengals,AFC North
2018,Earl Thomas,FS,"$8,500,000 ",SEA,Seattle Seahawks,NFC West
2018,Alex Mack,C,"$8,500,000 ",ATL,Atlanta Falcons,NFC South
2018,Taylor Gabriel,WR,"$8,500,000 ",CHI,Chicago Bears,NFC North
2018,Brandon Williams,DT,"$8,500,000 ",BAL,Baltimore Ravens,AFC North
2018,Jordan Reed,TE,"$8,453,125 ",WAS,Washington Commanders,NFC East
2018,Rodney Hudson,C,"$8,450,000 ",OAK,Oakland Raiders,AFC West
2018,Trent Murphy,DE,"$8,381,250 ",BUF,Buffalo Bills,AFC East
2018,Kolton Miller,LT,"$8,357,326 ",OAK,Oakland Raiders,AFC West
2018,Emmanuel Sanders,WR,"$8,269,752 ",DEN,Denver Broncos,AFC West
2018,Justin Britt,C,"$8,250,000 ",SEA,Seattle Seahawks,NFC West
2018,Dre Kirkpatrick,CB,"$8,153,125 ",CIN,Cincinnati Bengals,AFC North
2018,Luke Kuechly,ILB,"$8,100,059 ",CAR,Carolina Panthers,NFC South
2018,Akiem Hicks,DE,"$8,100,000 ",CHI,Chicago Bears,NFC North
2018,T.J. Lang,G,"$8,093,750 ",DET,Detroit Lions,NFC North
2018,Travis Kelce,TE,"$8,050,000 ",KC,Kansas City Chiefs,AFC West
2018,Graham Gano,K,"$8,050,000 ",CAR,Carolina Panthers,NFC South
2018,Chris Harris,CB,"$8,022,948 ",DEN,Denver Broncos,AFC West
2018,Andre Branch,DE,"$8,000,000 ",MIA,Miami Dolphins,AFC East
2018,Kenny Stills,WR,"$8,000,000 ",MIA,Miami Dolphins,AFC East
2018,Travis Carrie,CB,"$8,000,000 ",CLE,Cleveland Browns,AFC North
2018,DaQuan Jones,DE,"$8,000,000 ",TEN,Tennessee Titans,AFC South
2018,Anthony Castonzo,LT,"$8,000,000 ",IND,Indianapolis Colts,AFC South
2018,Mike Pouncey,C,"$8,000,000 ",LAC,Los Angeles Chargers,AFC West
2018,Harrison Smith,FS,"$8,000,000 ",MIN,Minnesota Vikings,NFC North
2018,Kelvin Beachum,LT,"$8,000,000 ",NYJ,New York Jets,AFC East
2018,Sheldon Richardson,DT,"$8,000,000 ",MIN,Minnesota Vikings,NFC North
2018,Brent Grimes,CB,"$8,000,000 ",TB,Tampa Bay Buccaneers,NFC South
2018,Chris Boswell,K,"$8,000,000 ",PIT,Pittsburgh Steelers,AFC North
2018,Mark Barron,ILB,"$8,000,000 ",LAR,Los Angeles Rams,NFC West
2018,Devin McCourty,FS,"$8,000,000 ",NE,New England Patriots,AFC East
2018,Michael Crabtree,WR,"$8,000,000 ",BAL,Baltimore Ravens,AFC North
2018,Kiko Alonso,OLB,"$7,900,000 ",MIA,Miami Dolphins,AFC East
2018,Alshon Jeffery,WR,"$7,900,000 ",PHI,Philadelphia Eagles,NFC East
2018,David Bakhtiari,LT,"$7,875,000 ",GB,Green Bay Packers,NFC North
2018,Ron Leary,G,"$7,858,173 ",DEN,Denver Broncos,AFC West
2018,Devon Kennard,OLB,"$7,850,000 ",DET,Detroit Lions,NFC North
2018,Tremaine Edmunds,ILB,"$7,766,941 ",BUF,Buffalo Bills,AFC East
2018,Brian Orakpo,OLB,"$7,750,000 ",TEN,Tennessee Titans,AFC South
2018,Keenan Allen,WR,"$7,750,000 ",LAC,Los Angeles Chargers,AFC West
2018,David DeCastro,G,"$7,580,000 ",PIT,Pittsburgh Steelers,AFC North
2018,Derwin James,S,"$7,570,150 ",LAC,Los Angeles Chargers,AFC West
2018,Albert Wilson,WR,"$7,500,000 ",MIA,Miami Dolphins,AFC East
2018,Jabaal Sheard,DE,"$7,500,000 ",IND,Indianapolis Colts,AFC South
2018,Jerry Hughes,DE,"$7,500,000 ",BUF,Buffalo Bills,AFC East
2018,Vince Williams,ILB,"$7,500,000 ",PIT,Pittsburgh Steelers,AFC North
2018,Eric Weddle,FS,"$7,500,000 ",BAL,Baltimore Ravens,AFC North
2018,Jimmy Smith,CB,"$7,494,118 ",BAL,Baltimore Ravens,AFC North
2018,Ricardo Allen,FS,"$7,414,000 ",ATL,Atlanta Falcons,NFC South
2018,Kyle Long,G,"$7,348,158 ",CHI,Chicago Bears,NFC North
2018,Jaire Alexander,CB,"$7,324,166 ",GB,Green Bay Packers,NFC North
2018,Mike Daniels,DE,"$7,312,500 ",GB,Green Bay Packers,NFC North
2018,Josh Kline,G,"$7,250,000 ",TEN,Tennessee Titans,AFC South
2018,D.J. Hayden,CB,"$7,250,000 ",JAC,Jacksonville Jaguars,AFC South
2018,K.J. Wright,OLB,"$7,200,000 ",SEA,Seattle Seahawks,NFC West
2018,Dont'a Hightower,ILB,"$7,195,305 ",NE,New England Patriots,AFC East
2018,Leighton Vander Esch,LB,"$7,176,568 ",DAL,Dallas Cowboys,NFC East
2018,Frank Ragnow,G,"$7,127,375 ",DET,Detroit Lions,NFC North
2018,Billy Price,C,"$7,078,175 ",CIN,Cincinnati Bengals,AFC North
2018,Maurkice Pouncey,C,"$7,000,000 ",PIT,Pittsburgh Steelers,AFC North
2018,Brian Winters,G,"$7,000,000 ",NYJ,New York Jets,AFC East
2018,Marvin Jones,WR,"$7,000,000 ",DET,Detroit Lions,NFC North
2018,Sean Lee,OLB,"$7,000,000 ",DAL,Dallas Cowboys,NFC East
2018,Cameron Brate,TE,"$7,000,000 ",TB,Tampa Bay Buccaneers,NFC South
2018,Tyrann Mathieu,FS,"$7,000,000 ",HOU,Houston Texans,AFC South
2018,Jason Peters,LT,"$7,000,000 ",PHI,Philadelphia Eagles,NFC East
2018,Brandon Graham,DE,"$7,000,000 ",PHI,Philadelphia Eagles,NFC East
2018,Mario Addison,DE,"$7,000,000 ",CAR,Carolina Panthers,NFC South
2018,Marshal Yanda,G,"$7,000,000 ",BAL,Baltimore Ravens,AFC North
2018,Morris Claiborne,CB,"$6,990,625 ",NYJ,New York Jets,AFC East
2018,Rashaan Evans,LB,"$6,979,777 ",TEN,Tennessee Titans,AFC South
2018,Davante Adams,WR,"$6,968,750 ",GB,Green Bay Packers,NFC North
2018,Rodger Saffold,G,"$6,950,000 ",LAR,Los Angeles Rams,NFC West
2018,Nick Perry,OLB,"$6,937,500 ",GB,Green Bay Packers,NFC North
2018,Spencer Long,C,"$6,937,500 ",NYJ,New York Jets,AFC East
2018,Jared Veldheer,RT,"$6,909,066 ",DEN,Denver Broncos,AFC West
2018,Derrick Morgan,OLB,"$6,906,250 ",TEN,Tennessee Titans,AFC South
2018,Zach Fulton,G,"$6,906,250 ",HOU,Houston Texans,AFC South
2018,Larry Warford,G,"$6,900,000 ",NO,New Orleans Saints,NFC South
2018,Marquise Goodwin,WR,"$6,900,000 ",SF,San Francisco 49ers,NFC West
2018,Isaiah Wynn,T,"$6,881,384 ",NE,New England Patriots,AFC East
2018,Denico Autry,DT,"$6,875,000 ",IND,Indianapolis Colts,AFC South
2018,Pierre Garcon,WR,"$6,850,000 ",SF,San Francisco 49ers,NFC West
2018,Kam Chancellor,SS,"$6,800,000 ",SEA,Seattle Seahawks,NFC West
2018,Eric Ebron,TE,"$6,750,000 ",IND,Indianapolis Colts,AFC South
2018,Kareem Jackson,SS,"$6,750,000 ",HOU,Houston Texans,AFC South
2018,D.J. Moore,WR,"$6,684,593 ",CAR,Carolina Panthers,NFC South
2018,Bryan Bulaga,RT,"$6,668,750 ",GB,Green Bay Packers,NFC North
2018,Laken Tomlinson,G,"$6,600,941 ",SF,San Francisco 49ers,NFC West
2018,Mitchell Trubisky,QB,"$6,597,656 ",CHI,Chicago Bears,NFC North
2018,Hayden Hurst,TE,"$6,586,201 ",BAL,Baltimore Ravens,AFC North
2018,Josh Sitton,G,"$6,500,000 ",MIA,Miami Dolphins,AFC East
2018,Vinny Curry,DE,"$6,500,000 ",TB,Tampa Bay Buccaneers,NFC South
2018,William Gholston,DE,"$6,500,000 ",TB,Tampa Bay Buccaneers,NFC South
2018,Calvin Ridley,WR,"$6,487,790 ",ATL,Atlanta Falcons,NFC South
2018,Vontaze Burfict,OLB,"$6,397,904 ",CIN,Cincinnati Bengals,AFC North
2018,Rashaad Penny,RB,"$6,389,409 ",SEA,Seattle Seahawks,NFC West
2018,Kyle Rudolph,TE,"$6,375,000 ",MIN,Minnesota Vikings,NFC North
2018,Terrell Edmunds,SS,"$6,340,210 ",PIT,Pittsburgh Steelers,AFC North
2018,LeSean McCoy,RB,"$6,325,000 ",BUF,Buffalo Bills,AFC East
2018,Mitchell Schwartz,RT,"$6,300,000 ",KC,Kansas City Chiefs,AFC West
2018,Kurt Coleman,SS,"$6,300,000 ",NO,New Orleans Saints,NFC South
2018,Max Unger,C,"$6,250,000 ",NO,New Orleans Saints,NFC South
2018,Tashaun Gipson,FS,"$6,250,000 ",JAC,Jacksonville Jaguars,AFC South
2018,Mohamed Sanu,WR,"$6,125,000 ",ATL,Atlanta Falcons,NFC South
2018,Todd Davis,ILB,"$6,074,262 ",DEN,Denver Broncos,AFC West
2018,Bradley McDougald,SS,"$6,000,000 ",SEA,Seattle Seahawks,NFC West
2018,Joel Bitonio,G,"$6,000,000 ",CLE,Cleveland Browns,AFC North
2018,Dion Lewis,RB,"$6,000,000 ",TEN,Tennessee Titans,AFC South
2018,Danny Amendola,WR,"$6,000,000 ",MIA,Miami Dolphins,AFC East
2018,Allen Bailey,DE,"$6,000,000 ",KC,Kansas City Chiefs,AFC West
2018,Dion Sims,TE,"$6,000,000 ",CHI,Chicago Bears,NFC North
2018,Buster Skrine,CB,"$6,000,000 ",NYJ,New York Jets,AFC East
2018,Tyrone Crawford,DE,"$6,000,000 ",DAL,Dallas Cowboys,NFC East
2018,Alejandro Villanueva,LT,"$6,000,000 ",PIT,Pittsburgh Steelers,AFC North
2018,Allen Hurns,WR,"$6,000,000 ",DAL,Dallas Cowboys,NFC East
2018,Patrick Robinson,CB,"$6,000,000 ",NO,New Orleans Saints,NFC South
2018,Rodney McLeod,SS,"$6,000,000 ",PHI,Philadelphia Eagles,NFC East
2018,Jason Kelce,C,"$6,000,000 ",PHI,Philadelphia Eagles,NFC East
2018,Brandon Carr,CB,"$6,000,000 ",BAL,Baltimore Ravens,AFC North
2018,Tony Jefferson,SS,"$6,000,000 ",BAL,Baltimore Ravens,AFC North
2018,Duke Johnson,RB,"$5,967,000 ",CLE,Cleveland Browns,AFC North
2018,Zach Brown,ILB,"$5,953,125 ",WAS,Washington Commanders,NFC East
2018,Thomas Morstead,P,"$5,950,000 ",NO,New Orleans Saints,NFC South
2018,Taven Bryan,DT,"$5,945,424 ",JAC,Jacksonville Jaguars,AFC South
2018,Nigel Bradham,OLB,"$5,941,176 ",PHI,Philadelphia Eagles,NFC East
2018,Adrian Clayborn,DE,"$5,937,500 ",NE,New England Patriots,AFC East
2018,Danny Trevathan,ILB,"$5,900,000 ",CHI,Chicago Bears,NFC North
2018,Kareem Martin,OLB,"$5,850,000 ",NYG,New  York Giants,NFC East
2018,John Cyprien,SS,"$5,812,500 ",TEN,Tennessee Titans,AFC South
2018,Ryan Succop,K,"$5,750,000 ",TEN,Tennessee Titans,AFC South
2018,Travis Benjamin,WR,"$5,750,000 ",LAC,Los Angeles Chargers,AFC West
2018,Mike Hughes,CB,"$5,736,352 ",MIN,Minnesota Vikings,NFC North
2018,James Hurst,RT,"$5,705,882 ",BAL,Baltimore Ravens,AFC North
2018,Lamar Miller,RB,"$5,703,125 ",HOU,Houston Texans,AFC South
2018,Jared Cook,TE,"$5,675,000 ",OAK,Oakland Raiders,AFC West
2018,Michael Bennett,DE,"$5,650,000 ",PHI,Philadelphia Eagles,NFC East
2018,Jaquiski Tartt,SS,"$5,621,865 ",SF,San Francisco 49ers,NFC West
2018,Sony Michel,RB,"$5,561,233 ",NE,New England Patriots,AFC East
2018,Jermaine Kearse,WR,"$5,550,000 ",NYJ,New York Jets,AFC East
2018,Kyle Williams,DT,"$5,500,000 ",BUF,Buffalo Bills,AFC East
2018,Cody Parkey,K,"$5,500,000 ",CHI,Chicago Bears,NFC North
2018,Quandre Diggs,SS,"$5,500,000 ",DET,Detroit Lions,NFC North
2018,Senio Kelemete,G,"$5,500,000 ",HOU,Houston Texans,AFC South
2018,Johnathan Joseph,CB,"$5,487,500 ",HOU,Houston Texans,AFC South
2018,Jermaine Gresham,TE,"$5,468,750 ",ARI,Arizona Cardinals,NFC West
2018,Lamar Jackson,QB,"$5,448,471 ",BAL,Baltimore Ravens,AFC North
