Year,Player Name,POS,Salary,Team Abbv.,Team Full Name,Divison
2022,Marcedes Lewis ,TE,"$4,000,000 ",GB,Green Bay Packers,NFC North
2022,Josh Sweat ,DE,"$4,000,000 ",PHI,Philadelphia Eagles,NFC East
2022,Allen Lazard ,WR,"$3,986,000 ",GB,Green Bay Packers,NFC North
2022,Jakobi Meyers ,WR,"$3,986,000 ",NE,New England Patriots,AFC East
2022,Nik Needham ,CB,"$3,986,000 ",MIA,Miami Dolphins,AFC East
2022,Deonte Harty ,WR,"$3,986,000 ",NO,New Orleans Saints,NFC South
2022,Mecole Hardman ,WR,"$3,986,000 ",KC,Kansas City Chiefs,AFC West
2022,Azeez Al-Shaair ,LB,"$3,986,000 ",SF,San Francisco 49ers,NFC West
2022,Elgton Jenkins ,LT,"$3,986,000 ",GB,Green Bay Packers,NFC North
2022,Taven Bryan ,DT,"$3,941,180 ",CLE,Cleveland Browns,AFC North
2022,Andrew Booth Jr. ,CB,"$3,925,600 ",MIN,Minnesota Vikings,NFC North
2022,J.D. McKissic ,RB,"$3,910,000 ",WAS,Washington Commanders,NFC East
2022,Joe Burrow ,QB,"$3,900,012 ",CIN,Cincinnati Bengals,AFC North
2022,A.J. Cann ,G,"$3,867,648 ",HOU,Houston Texans,AFC South
2022,Wan'dale Robinson ,WR,"$3,837,848 ",NYG,New  York Giants,NFC East
2022,Bryan Anger ,P,"$3,800,000 ",DAL,Dallas Cowboys,NFC East
2022,Ed Ingram ,G,"$3,789,336 ",MIN,Minnesota Vikings,NFC North
2022,Kyle Juszczyk ,FB,"$3,775,000 ",SF,San Francisco 49ers,NFC West
2022,John Metchie ,WR,"$3,754,216 ",HOU,Houston Texans,AFC South
2022,Chase Young ,DE,"$3,752,145 ",WAS,Washington Commanders,NFC East
2022,Robert Tonyan Jr. ,TE,"$3,750,000 ",GB,Green Bay Packers,NFC North
2022,Nick Boyle ,TE,"$3,750,000 ",BAL,Baltimore Ravens,AFC North
2022,Graham Gano ,K,"$3,750,000 ",NYG,New  York Giants,NFC East
2022,Colt McCoy ,QB,"$3,750,000 ",ARI,Arizona Cardinals,NFC West
2022,Ryan Succop ,K,"$3,750,000 ",TB,Tampa Bay Buccaneers,NFC South
2022,Eli Apple ,CB,"$3,750,000 ",CIN,Cincinnati Bengals,AFC North
2022,Jeff Okudah ,CB,"$3,658,049 ",DET,Detroit Lions,NFC North
2022,Cornelius Lucas ,LT,"$3,650,000 ",WAS,Washington Commanders,NFC East
2022,Wil Lutz ,K,"$3,650,000 ",NO,New Orleans Saints,NFC South
2022,Nyheim Hines ,RB,"$3,640,000 ",IND,Indianapolis Colts,AFC South
2022,David Ojabo ,DE,"$3,637,088 ",BAL,Baltimore Ravens,AFC North
2022,Zaire Franklin ,OLB,"$3,610,000 ",IND,Indianapolis Colts,AFC South
2022,Sidney Jones ,CB,"$3,600,000 ",SEA,Pittsburgh Steelers,NFC West
2022,Josh Allen ,OLB,"$3,596,269 ",JAC,Jacksonville Jaguars,AFC South
2022,Matt Prater ,K,"$3,575,000 ",ARI,Arizona Cardinals,NFC West
2022,Mike Purcell ,DT,"$3,573,521 ",DEN,Denver Broncos,AFC West
2022,Andrew Thomas ,LT,"$3,550,508 ",NYG,New  York Giants,NFC East
2022,Ka'imi Fairbairn ,K,"$3,550,000 ",HOU,Houston Texans,AFC South
2022,Brandon Facyson ,CB,"$3,540,000 ",IND,Indianapolis Colts,AFC South
2022,Dennis Gardeck ,OLB,"$3,530,000 ",ARI,Arizona Cardinals,NFC West
2022,Dustin Hopkins ,K,"$3,520,000 ",LAC,Los Angeles Chargers,AFC West
2022,Josh Paschal ,DE,"$3,510,928 ",DET,Detroit Lions,NFC North
2022,Mario Edwards ,DE,"$3,500,097 ",CHI,Chicago Bears,NFC North
2022,Avonte Maddox ,CB,"$3,500,000 ",PHI,Philadelphia Eagles,NFC East
2022,Justin Tucker ,K,"$3,500,000 ",BAL,Baltimore Ravens,AFC North
2022,Justin Houston ,DE,"$3,500,000 ",BAL,Baltimore Ravens,AFC North
2022,Brandon Parker ,T,"$3,500,000 ",LV,Los Angeles Rams,AFC West
2022,Jeff Gladney ,CB,"$3,500,000 ",ARI,Arizona Cardinals,NFC West
2022,A.J. Green ,WR,"$3,500,000 ",ARI,Arizona Cardinals,NFC West
2022,Andre James ,C,"$3,500,000 ",LV,Los Angeles Rams,AFC West
2022,Geno Smith ,QB,"$3,500,000 ",SEA,Pittsburgh Steelers,NFC West
2022,Desmond King ,CB,"$3,500,000 ",HOU,Houston Texans,AFC South
2022,Alec Ingold ,FB,"$3,500,000 ",MIA,Miami Dolphins,AFC East
2022,Durham Smythe ,TE,"$3,500,000 ",MIA,Miami Dolphins,AFC East
2022,Jonathan Allen ,DT,"$3,500,000 ",WAS,Washington Commanders,NFC East
2022,Case Keenum ,QB,"$3,500,000 ",BUF,Buffalo Bills,AFC East
2022,O.J. Howard ,TE,"$3,500,000 ",BUF,Buffalo Bills,AFC East
2022,Joe Flacco ,QB,"$3,500,000 ",NYJ,New York Jets,AFC East
2022,Lorenzo Carter ,DE,"$3,500,000 ",ATL,Atlanta Falcons,NFC South
2022,Malik Hooker ,S,"$3,500,000 ",DAL,Dallas Cowboys,NFC East
2022,Bradley Roby ,CB,"$3,500,000 ",NO,New Orleans Saints,NFC South
2022,Hayden Hurst ,TE,"$3,500,000 ",CIN,Cincinnati Bengals,AFC North
2022,Harrison Butker ,K,"$3,494,118 ",KC,Kansas City Chiefs,AFC West
2022,Geoff Swaim ,TE,"$3,494,112 ",TEN,Tennessee Titans,AFC South
2022,Jourdan Lewis ,CB,"$3,470,588 ",DAL,Dallas Cowboys,NFC East
2022,Pharaoh Brown ,TE,"$3,441,165 ",HOU,Houston Texans,AFC South
2022,Daniel Carlson ,K,"$3,434,445 ",LV,Los Angeles Rams,AFC West
2022,James Hurst ,LT,"$3,425,000 ",NO,New Orleans Saints,NFC South
2022,Mason Crosby ,K,"$3,400,000 ",GB,Green Bay Packers,NFC North
2022,T.J. Hockenson ,TE,"$3,397,895 ",DET,Detroit Lions,NFC North
2022,Tua Tagovailoa ,QB,"$3,362,313 ",MIA,Miami Dolphins,AFC East
2022,Phidarian Mathis ,DT,"$3,344,180 ",WAS,Washington Commanders,NFC East
2022,Siran Neal ,S,"$3,340,000 ",BUF,Buffalo Bills,AFC East
2022,Andy Janovich ,FB,"$3,300,000 ",HOU,Houston Texans,AFC South
2022,Damien Wilson ,OLB,"$3,290,000 ",CAR,Carolina Panthers,NFC South
2022,Chad Henne ,QB,"$3,265,000 ",KC,Kansas City Chiefs,AFC West
2022,Chris Boswell ,K,"$3,260,000 ",PIT,Pittsburgh Steelers,AFC North
2022,Jarran Reed ,DT,"$3,250,000 ",GB,Green Bay Packers,NFC North
2022,Gus Edwards ,RB,"$3,250,000 ",BAL,Baltimore Ravens,AFC North
2022,Ja'whaun Bentley ,ILB,"$3,250,000 ",NE,New England Patriots,AFC East
2022,Rasheem Green ,DE,"$3,250,000 ",HOU,Houston Texans,AFC South
2022,Ogbonnia Okoronkwo ,OLB,"$3,250,000 ",HOU,Houston Texans,AFC South
2022,Markus Golden ,OLB,"$3,235,294 ",ARI,Arizona Cardinals,NFC West
2022,Jaquan Brisker ,S,"$3,234,484 ",CHI,Chicago Bears,NFC North
2022,Jakeem Grant ,WR,"$3,205,000 ",CLE,Cleveland Browns,AFC North
2022,Graham Glasgow ,G,"$3,200,000 ",DEN,Denver Broncos,AFC West
2022,Ed Oliver ,DT,"$3,177,975 ",BUF,Buffalo Bills,AFC East
2022,Tanoh Kpassagnon ,DE,"$3,150,000 ",NO,New Orleans Saints,NFC South
2022,Taylor Heinicke ,QB,"$3,125,000 ",WAS,Washington Commanders,NFC East
2022,Alontae Taylor ,CB,"$3,124,780 ",NO,New Orleans Saints,NFC South
2022,Johnny Hekker ,P,"$3,120,000 ",CAR,Carolina Panthers,NFC South
2022,Tre'quan Smith ,WR,"$3,100,000 ",NO,New Orleans Saints,NFC South
2022,Michael Dickson ,P,"$3,083,059 ",SEA,Pittsburgh Steelers,NFC West
2022,Devin Bush ,ILB,"$3,068,423 ",PIT,Pittsburgh Steelers,AFC North
2022,Denzel Perryman ,ILB,"$3,036,176 ",LV,Los Angeles Rams,AFC West
2022,Keion Crossen ,CB,"$3,035,000 ",MIA,Miami Dolphins,AFC East
2022,George Odum ,S,"$3,035,000 ",SF,San Francisco 49ers,NFC West
2022,Justin Herbert ,QB,"$3,026,250 ",LAC,Los Angeles Chargers,AFC West
2022,Tyquan Thornton ,WR,"$3,015,080 ",NE,New England Patriots,AFC East
2022,Tyus Bowser ,OLB,"$3,000,000 ",BAL,Baltimore Ravens,AFC North
2022,Kyzir White ,OLB,"$3,000,000 ",PHI,Philadelphia Eagles,NFC East
2022,Ja'Wuan James ,RT,"$3,000,000 ",BAL,Baltimore Ravens,AFC North
2022,Brandon McManus ,K,"$3,000,000 ",DEN,Denver Broncos,AFC West
2022,Riley Reiff ,LT,"$3,000,000 ",CHI,Chicago Bears,NFC North
2022,Mason Rudolph ,QB,"$3,000,000 ",PIT,Pittsburgh Steelers,AFC North
2022,Duke Riley ,OLB,"$3,000,000 ",MIA,Miami Dolphins,AFC East
2022,Trai Turner ,G,"$3,000,000 ",WAS,Washington Commanders,NFC East
2022,Dan Feeney ,G,"$3,000,000 ",NYJ,New York Jets,AFC East
2022,Nick Vannett ,TE,"$3,000,000 ",NO,New Orleans Saints,NFC South
2022,Dante Fowler Jr. ,DE,"$3,000,000 ",DAL,Dallas Cowboys,NFC East
2022,Jarvis Landry ,WR,"$3,000,000 ",NO,New Orleans Saints,NFC South
2022,Andy Dalton ,QB,"$3,000,000 ",NO,New Orleans Saints,NFC South
2022,Carlos Dunlap ,DE,"$3,000,000 ",KC,Kansas City Chiefs,AFC West
2022,Jesse Davis ,T,"$3,000,000 ",MIN,Minnesota Vikings,NFC North
2022,Randall Cobb ,WR,"$3,000,000 ",GB,Green Bay Packers,NFC North
2022,Chris Manhertz ,TE,"$2,900,000 ",JAC,Jacksonville Jaguars,AFC South
2022,Jonah Williams ,LT,"$2,899,113 ",CIN,Cincinnati Bengals,AFC North
2022,Jon Feliciano ,G,"$2,897,059 ",NYG,New  York Giants,NFC East
2022,JuJu Smith-Schuster ,WR,"$2,890,000 ",KC,Kansas City Chiefs,AFC West
2022,Jordan Jenkins ,DE,"$2,823,529 ",HOU,Houston Texans,AFC South
2022,Nick Folk ,K,"$2,800,000 ",NE,New England Patriots,AFC East
2022,Bradley Bozeman ,C,"$2,800,000 ",CAR,Carolina Panthers,NFC South
2022,Cam Jurgens ,C,"$2,795,680 ",PHI,Philadelphia Eagles,NFC East
2022,George Pickens ,WR,"$2,795,676 ",PIT,Pittsburgh Steelers,AFC North
2022,David Edwards ,T,"$2,790,000 ",LAR,Los Angeles Rams,NFC West
2022,Nate Davis ,G,"$2,790,000 ",TEN,Tennessee Titans,AFC South
2022,Dalton Risner ,G,"$2,790,000 ",DEN,Denver Broncos,AFC West
2022,Byron Murphy ,CB,"$2,790,000 ",ARI,Arizona Cardinals,NFC West
2022,Jawaan Taylor ,RT,"$2,790,000 ",JAC,Jacksonville Jaguars,AFC South
2022,David Montgomery ,RB,"$2,790,000 ",CHI,Chicago Bears,NFC North
2022,Erik McCoy ,C,"$2,790,000 ",NO,New Orleans Saints,NFC South
2022,Juan Thornhill ,FS,"$2,790,000 ",KC,Kansas City Chiefs,AFC West
2022,Ray-Ray McCloud ,WR,"$2,785,000 ",SF,San Francisco 49ers,NFC West
2022,Clayton Fejedelem ,SS,"$2,775,000 ",MIA,Miami Dolphins,AFC East
2022,Kevin Pierre-Louis ,OLB,"$2,768,235 ",HOU,Houston Texans,AFC South
2022,Derrick Brown ,DT,"$2,757,400 ",CAR,Carolina Panthers,NFC South
2022,Brandon Bolden ,RB,"$2,755,000 ",LV,Los Angeles Rams,AFC West
2022,Chuck Clark ,SS,"$2,750,000 ",BAL,Baltimore Ravens,AFC North
2022,Derek Watt ,FB,"$2,750,000 ",PIT,Pittsburgh Steelers,AFC North
2022,Jason Sanders ,K,"$2,750,000 ",MIA,Miami Dolphins,AFC East
2022,Elandon Roberts ,OLB,"$2,750,000 ",MIA,Miami Dolphins,AFC East
2022,Josh Reynolds ,WR,"$2,750,000 ",DET,Detroit Lions,NFC North
2022,Rakeem Nunez-Roches ,DT,"$2,750,000 ",TB,Tampa Bay Buccaneers,NFC South
2022,Derrick Nnadi ,DT,"$2,750,000 ",KC,Kansas City Chiefs,AFC West
2022,Bryan Mone ,DT,"$2,745,000 ",SEA,Pittsburgh Steelers,NFC West
2022,C.J. Ham ,FB,"$2,700,000 ",MIN,Minnesota Vikings,NFC North
2022,Alec Pierce ,WR,"$2,685,976 ",IND,Indianapolis Colts,AFC South
2022,Cairo Santos ,K,"$2,675,000 ",CHI,Chicago Bears,NFC North
2022,Rashan Gary ,OLB,"$2,660,088 ",GB,Green Bay Packers,NFC North
2022,Tyler Shatley ,C,"$2,650,000 ",JAC,Jacksonville Jaguars,AFC South
2022,Chris Hubbard ,T,"$2,622,500 ",CLE,Cleveland Browns,AFC North
2022,Matthew Slater ,WR,"$2,622,500 ",NE,New England Patriots,AFC East
2022,Zane Gonzalez ,K,"$2,602,647 ",CAR,Carolina Panthers,NFC South
2022,Christian Wilkins ,DE,"$2,600,332 ",MIA,Miami Dolphins,AFC East
2022,K'Waun Williams ,CB,"$2,600,000 ",DEN,Denver Broncos,AFC West
2022,Angelo Blackson ,DE,"$2,600,000 ",CHI,Chicago Bears,NFC North
2022,Joe Haeg ,RT,"$2,600,000 ",PIT,Pittsburgh Steelers,AFC North
2022,LaMarcus Joyner ,FS,"$2,600,000 ",NYJ,New York Jets,AFC East
2022,Kalif Raymond ,WR,"$2,600,000 ",DET,Detroit Lions,NFC North
2022,Nick Foles ,QB,"$2,600,000 ",IND,Indianapolis Colts,AFC South
2022,Cory Littleton ,ILB,"$2,600,000 ",CAR,Carolina Panthers,NFC South
2022,Cam Sims ,WR,"$2,590,000 ",WAS,Washington Commanders,NFC East
2022,Skyy Moore ,WR,"$2,576,272 ",KC,Kansas City Chiefs,AFC West
2022,Sterling Shepard ,WR,"$2,558,823 ",NYG,New  York Giants,NFC East
2022,Randy Bullock ,K,"$2,550,000 ",TEN,Tennessee Titans,AFC South
2022,Tyquan Lewis ,DT,"$2,545,000 ",IND,Indianapolis Colts,AFC South
2022,Greg Gaines ,DT,"$2,540,000 ",LAR,Los Angeles Rams,NFC West
2022,Matt Gay ,K,"$2,540,000 ",LAR,Los Angeles Rams,NFC West
2022,Gardner Minshew ,QB,"$2,540,000 ",PHI,Philadelphia Eagles,NFC East
2022,Jimmy Moreland ,CB,"$2,540,000 ",PHI,Philadelphia Eagles,NFC East
2022,Ben Powers ,G,"$2,540,000 ",BAL,Baltimore Ravens,AFC North
2022,Julian Love ,FS,"$2,540,000 ",NYG,New  York Giants,NFC East
2022,Darius Slayton ,WR,"$2,540,000 ",NYG,New  York Giants,NFC East
2022,Amani Hooker ,FS,"$2,540,000 ",TEN,Tennessee Titans,AFC South
2022,Dre'Mont Jones ,DE,"$2,540,000 ",DEN,Denver Broncos,AFC West
2022,Trayvon Mullen ,CB,"$2,540,000 ",LV,Los Angeles Rams,AFC West
2022,Zach Allen ,DE,"$2,540,000 ",ARI,Arizona Cardinals,NFC West
2022,Foster Moreau ,TE,"$2,540,000 ",LV,Los Angeles Rams,AFC West
2022,Rock Ya-Sin ,CB,"$2,540,000 ",LV,Los Angeles Rams,AFC West
2022,Jalen Thompson ,SS,"$2,540,000 ",ARI,Arizona Cardinals,NFC West
2022,Ugo Amadi ,CB,"$2,540,000 ",SEA,Pittsburgh Steelers,NFC West
2022,Phil Haynes ,G,"$2,540,000 ",SEA,Pittsburgh Steelers,NFC West
2022,Mack Wilson ,OLB,"$2,540,000 ",NE,New England Patriots,AFC East
2022,Miles Boykin ,WR,"$2,540,000 ",PIT,Pittsburgh Steelers,AFC North
2022,Marcus Allen ,S,"$2,540,000 ",PIT,Pittsburgh Steelers,AFC North
2022,Max Scharping ,G,"$2,540,000 ",HOU,Houston Texans,AFC South
2022,Michael Deiter ,C,"$2,540,000 ",MIA,Miami Dolphins,AFC East
2022,Andrew Van Ginkel ,OLB,"$2,540,000 ",MIA,Miami Dolphins,AFC East
2022,Kendall Sheffield ,CB,"$2,540,000 ",HOU,Houston Texans,AFC South
2022,Myles Gaskin ,RB,"$2,540,000 ",MIA,Miami Dolphins,AFC East
2022,Devin Singletary ,RB,"$2,540,000 ",BUF,Buffalo Bills,AFC East
2022,Dawson Knox ,TE,"$2,540,000 ",BUF,Buffalo Bills,AFC East
2022,Mike White ,QB,"$2,540,000 ",NYJ,New York Jets,AFC East
2022,Quincy Williams ,OLB,"$2,540,000 ",NYJ,New York Jets,AFC East
2022,Cole Holcomb ,OLB,"$2,540,000 ",WAS,Washington Commanders,NFC East
2022,Will Harris ,SS,"$2,540,000 ",DET,Detroit Lions,NFC North
2022,Amani Oruwariye ,CB,"$2,540,000 ",DET,Detroit Lions,NFC North
2022,Nasir Adderley ,S,"$2,540,000 ",LAC,Los Angeles Chargers,AFC West
2022,Drue Tranquill ,OLB,"$2,540,000 ",LAC,Los Angeles Chargers,AFC West
2022,Connor McGovern ,G,"$2,540,000 ",DAL,Dallas Cowboys,NFC East
2022,Chauncey Gardner-Johnson ,SS,"$2,540,000 ",NO,New Orleans Saints,NFC South
2022,Sean Bunting ,CB,"$2,540,000 ",TB,Tampa Bay Buccaneers,NFC South
2022,Jamel Dean ,CB,"$2,540,000 ",TB,Tampa Bay Buccaneers,NFC South
2022,Mike Edwards ,S,"$2,540,000 ",TB,Tampa Bay Buccaneers,NFC South
2022,Rashad Fenton ,CB,"$2,540,000 ",KC,Kansas City Chiefs,AFC West
2022,Germaine Pratt ,ILB,"$2,540,000 ",CIN,Cincinnati Bengals,AFC North
2022,Dre Greenlaw ,OLB,"$2,540,000 ",SF,San Francisco 49ers,NFC West
2022,Armon Watts ,DT,"$2,540,000 ",MIN,Minnesota Vikings,NFC North
2022,Charles Omenihu ,DE,"$2,540,000 ",SF,San Francisco 49ers,NFC West
2022,Bobby Okereke ,ILB,"$2,540,000 ",IND,Indianapolis Colts,AFC South
2022,Taylor Rapp ,SS,"$2,540,000 ",LAR,Los Angeles Rams,NFC West
2022,Terrell Edmunds ,S,"$2,537,500 ",PIT,Pittsburgh Steelers,AFC North
2022,P.J. Williams ,CB,"$2,537,500 ",NO,New Orleans Saints,NFC South
2022,Andrew Wylie ,T,"$2,537,500 ",KC,Kansas City Chiefs,AFC West
2022,Dan Arnold ,TE,"$2,535,000 ",JAC,Jacksonville Jaguars,AFC South
2022,Cethan Carter ,TE,"$2,525,000 ",MIA,Miami Dolphins,AFC East
2022,Chris Lindstrom ,G,"$2,500,740 ",ATL,Atlanta Falcons,NFC South
2022,Anthony Harris ,FS,"$2,500,000 ",PHI,Philadelphia Eagles,NFC East
2022,Kyle Fuller ,CB,"$2,500,000 ",BAL,Baltimore Ravens,AFC North
2022,A.J. Moore ,S,"$2,500,000 ",TEN,Tennessee Titans,AFC South
2022,Calvin Anderson ,T,"$2,500,000 ",DEN,Denver Broncos,AFC West
2022,Melvin Gordon ,RB,"$2,500,000 ",DEN,Denver Broncos,AFC West
2022,Billy Turner ,G,"$2,500,000 ",DEN,Denver Broncos,AFC West
2022,Malcolm Butler ,CB,"$2,500,000 ",NE,New England Patriots,AFC East
2022,Nicholas Morrow ,OLB,"$2,500,000 ",CHI,Chicago Bears,NFC North
2022,Tyson Alualu ,DE,"$2,500,000 ",PIT,Pittsburgh Steelers,AFC North
2022,Montravius Adams ,DE,"$2,500,000 ",PIT,Pittsburgh Steelers,AFC North
2022,Cameron Johnston ,P,"$2,500,000 ",HOU,Houston Texans,AFC South
2022,Kyle Allen ,QB,"$2,500,000 ",HOU,Houston Texans,AFC South
2022,Tyler Matakevich ,ILB,"$2,500,000 ",BUF,Buffalo Bills,AFC East
2022,Oren Burks ,ILB,"$2,500,000 ",SF,San Francisco 49ers,NFC West
2022,Isaiah Simmons ,ILB,"$2,488,550 ",ARI,Arizona Cardinals,NFC West
2022,Rex Burkhead ,RB,"$2,476,471 ",HOU,Houston Texans,AFC South
2022,Tress Way ,P,"$2,476,176 ",WAS,Washington Commanders,NFC East
2022,C.J. Henderson ,CB,"$2,475,093 ",CAR,Carolina Panthers,NFC South
2022,Trey McBride ,TE,"$2,466,572 ",ARI,Arizona Cardinals,NFC West
2022,Marquis Haynes ,DE,"$2,455,000 ",CAR,Carolina Panthers,NFC South
2022,Malik Reed ,OLB,"$2,433,000 ",DEN,Denver Broncos,AFC West
2022,Andrew Wingard ,S,"$2,433,000 ",JAC,Jacksonville Jaguars,AFC South
2022,Robert Spillane ,LB,"$2,433,000 ",PIT,Pittsburgh Steelers,AFC North
2022,Nate Herbig ,G,"$2,433,000 ",NYJ,New York Jets,AFC East
2022,Eddy Pineiro ,K,"$2,433,000 ",NYJ,New York Jets,AFC East
2022,Joey Slye ,K,"$2,433,000 ",WAS,Washington Commanders,NFC East
2022,Olamide Zaccheaus ,WR,"$2,433,000 ",ATL,Atlanta Falcons,NFC South
2022,Shy Tuttle ,DT,"$2,433,000 ",NO,New Orleans Saints,NFC South
2022,Greg Joseph ,K,"$2,433,000 ",MIN,Minnesota Vikings,NFC North
2022,Daniel Brunskill ,T,"$2,433,000 ",SF,San Francisco 49ers,NFC West
2022,Ashton Dulin ,WR,"$2,433,000 ",IND,Indianapolis Colts,AFC South
2022,Sam Williams ,DT,"$2,411,728 ",DAL,Dallas Cowboys,NFC East
2022,Jedrick Wills ,LT,"$2,401,174 ",CLE,Cleveland Browns,AFC North
2022,Isaiah Oliver ,CB,"$2,385,000 ",ATL,Atlanta Falcons,NFC South
2022,Luke Goedeke ,G,"$2,378,808 ",TB,Tampa Bay Buccaneers,NFC South
2022,Rigoberto Sanchez ,P,"$2,345,000 ",IND,Indianapolis Colts,AFC South
2022,Brian Burns ,DE,"$2,341,389 ",CAR,Carolina Panthers,NFC South
2022,Justin McCray ,G,"$2,339,705 ",HOU,Houston Texans,AFC South
2022,Trevor Lawrence ,QB,"$2,332,431 ",JAC,Jacksonville Jaguars,AFC South
2022,Zach Sieler ,DT,"$2,325,000 ",MIA,Miami Dolphins,AFC East
2022,Troy Andersen ,ILB,"$2,323,960 ",ATL,Atlanta Falcons,NFC South
2022,Dexter Lawrence ,DT,"$2,301,552 ",NYG,New  York Giants,NFC East
2022,Chris Wormley ,DT,"$2,300,000 ",PIT,Pittsburgh Steelers,AFC North
2022,Mark Ingram ,RB,"$2,300,000 ",NO,New Orleans Saints,NFC South
2022,Justin Murray ,G,"$2,294,115 ",ARI,Arizona Cardinals,NFC West
2022,Mekhi Becton ,RT,"$2,286,913 ",NYJ,New York Jets,AFC East
2022,Zach Wilson ,QB,"$2,257,758 ",NYJ,New York Jets,AFC East
2022,Garrett Bradbury ,C,"$2,251,755 ",MIN,Minnesota Vikings,NFC North
2022,Sam Martin ,P,"$2,250,000 ",DEN,Denver Broncos,AFC West
2022,Tom Compton ,G,"$2,250,000 ",DEN,Denver Broncos,AFC West
2022,Ryan Griffin ,TE,"$2,250,000 ",CHI,Chicago Bears,NFC North
2022,M.J. Stewart ,CB,"$2,250,000 ",HOU,Houston Texans,AFC South
2022,Mike Hughes ,CB,"$2,250,000 ",DET,Detroit Lions,NFC North
2022,Solomon Thomas ,DE,"$2,250,000 ",NYJ,New York Jets,AFC East
2022,Kyle Van Noy ,ILB,"$2,250,000 ",LAC,Los Angeles Chargers,AFC West
2022,Blaine Gabbert ,QB,"$2,250,000 ",TB,Tampa Bay Buccaneers,NFC South
2022,Jamarco Jones ,T,"$2,244,117 ",TEN,Tennessee Titans,AFC South
2022,Trent Sherfield ,WR,"$2,222,500 ",MIA,Miami Dolphins,AFC East
2022,Jeffery Simmons ,DE,"$2,221,875 ",TEN,Tennessee Titans,AFC South
2022,Cam Taylor-Britt ,CB,"$2,214,256 ",CIN,Cincinnati Bengals,AFC North
2022,Noah Fant ,TE,"$2,211,917 ",SEA,Pittsburgh Steelers,NFC West
2022,Trey Lance ,QB,"$2,210,240 ",SF,San Francisco 49ers,NFC West
2022,Darnell Savage ,SS,"$2,201,958 ",GB,Green Bay Packers,NFC North
2022,Brett Kern ,P,"$2,200,000 ",TEN,Tennessee Titans,AFC South
2022,Gunner Olszewski ,WR,"$2,200,000 ",PIT,Pittsburgh Steelers,AFC North
2022,Andre Dillard ,LT,"$2,181,898 ",PHI,Philadelphia Eagles,NFC East
2022,Blake Martinez ,ILB,"$2,176,470 ",NYG,New  York Giants,NFC East
2022,Drake Jackson ,DE,"$2,170,376 ",SF,San Francisco 49ers,NFC West
2022,Tytus Howard ,LT,"$2,162,121 ",HOU,Houston Texans,AFC South
2022,Alex Anzalone ,OLB,"$2,161,764 ",DET,Detroit Lions,NFC North
2022,Isaiah McKenzie ,WR,"$2,160,294 ",BUF,Buffalo Bills,AFC East
2022,Kyle Pitts ,TE,"$2,155,932 ",ATL,Atlanta Falcons,NFC South
2022,Nick Bellore ,FB,"$2,150,000 ",SEA,Pittsburgh Steelers,NFC West
2022,Bryan Cook ,S,"$2,137,464 ",KC,Kansas City Chiefs,AFC West
2022,Trevor Siemian ,QB,"$2,135,000 ",CHI,Chicago Bears,NFC North
2022,James Cook ,RB,"$2,126,496 ",BUF,Buffalo Bills,AFC East
2022,Nick Gates ,C,"$2,125,000 ",NYG,New  York Giants,NFC East
2022,Raheem Mostert ,RB,"$2,125,000 ",MIA,Miami Dolphins,AFC East
2022,Josh Jacobs ,RB,"$2,122,281 ",LV,Los Angeles Rams,AFC West
2022,Nik Bonito ,LB,"$2,104,556 ",DEN,Denver Broncos,AFC West
2022,Marquise Brown ,WR,"$2,102,364 ",ARI,Arizona Cardinals,NFC West
2022,Pat O'Donnell ,P,"$2,100,000 ",GB,Green Bay Packers,NFC North
2022,J.T. Gray ,SS,"$2,100,000 ",NO,New Orleans Saints,NFC South
2022,Tristan Wirfs ,RT,"$2,085,275 ",TB,Tampa Bay Buccaneers,NFC South
2022,Montez Sweat ,DE,"$2,082,444 ",WAS,Washington Commanders,NFC East
2022,Logan Cooke ,P,"$2,080,000 ",JAC,Jacksonville Jaguars,AFC South
2022,Johnathan Abram ,FS,"$2,062,527 ",LV,Los Angeles Rams,AFC West
2022,Ja'Marr Chase ,WR,"$2,060,893 ",CIN,Cincinnati Bengals,AFC North
2022,Jerry Tillery ,DT,"$2,052,567 ",LAC,Los Angeles Chargers,AFC West
2022,Johnathan Ford ,S,"$2,050,000 ",JAC,Jacksonville Jaguars,AFC South
2022,Justin Hardee ,CB,"$2,035,280 ",NYJ,New York Jets,AFC East
2022,Artie Burns ,CB,"$2,035,000 ",SEA,Pittsburgh Steelers,NFC West
2022,Arthur Maulet ,CB,"$2,035,000 ",PIT,Pittsburgh Steelers,AFC North
2022,Jason Cabinda ,FB,"$2,035,000 ",DET,Detroit Lions,NFC North
2022,Javon Kinlaw ,DT,"$2,018,063 ",SF,San Francisco 49ers,NFC West
2022,Evan Brown ,C,"$2,013,235 ",DET,Detroit Lions,NFC North
2022,Kareem Jackson ,SS,"$2,000,000 ",DEN,Denver Broncos,AFC West
2022,Mack Hollins ,WR,"$2,000,000 ",LV,Los Angeles Rams,AFC West
2022,Adrian Phillips ,FS,"$2,000,000 ",NE,New England Patriots,AFC East
2022,Brian Hoyer ,QB,"$2,000,000 ",NE,New England Patriots,AFC East
2022,Jabrill Peppers ,S,"$2,000,000 ",NE,New England Patriots,AFC East
2022,Will Richardson ,T,"$2,000,000 ",JAC,Jacksonville Jaguars,AFC South
2022,Miles Killebrew ,S,"$2,000,000 ",PIT,Pittsburgh Steelers,AFC North
