id,Year,Name,POS,Salary,Team Abbv.,Team Name,Division
654,2015,Nigel Bradham,OLB,"$1,542,000",BUF,Buffalo Bills,AFC East
655,2015,Olivier Vernon,DE,"$1,542,000",MIA,Miami Dolphins,AFC East
656,2015,Lamar Miller,RB,"$1,542,000",MIA,Miami Dolphins,AFC East
657,2015,Antonio Allen,CB,"$1,542,000",NYJ,New York Jets,AFC East
658,2015,Gino Gradkowski,C,"$1,542,000",ATL,Atlanta Falcons,NFC South
659,2015,Kevin Williams,DT,"$1,538,133",NO,New Orleans Saints,NFC South
660,2015,Danny Woodhead,RB,"$1,537,454",SD,San Diego Chargers,AFC West
661,2015,Tony McDaniel,DT,"$1,534,861",TB,Tampa Bay Buccaneers,NFC South
662,2015,Trumaine McBride,CB,"$1,534,689",NYG,New  York Giants,NFC East
663,2015,Kendall Wright,WR,"$1,534,516",TEN,Tennessee Titans,AFC South
664,2015,Daniel Kilgore,C,"$1,533,404",SF,San Francisco 49ers,NFC West
665,2015,Quinten Rollins,CB,"$1,533,008",GB,Green Bay Packers,NFC North
666,2015,David DeCastro,G,"$1,530,966",PIT,Pittsburgh Steelers,AFC North
667,2015,Beau Brinkley,LS,"$1,525,066",TEN,Tennessee Titans,AFC South
668,2015,James Starks,RB,"$1,515,604",GB,Green Bay Packers,NFC North
669,2015,Jon Ryan,P,"$1,514,488",SEA,Seattle Seahawks,NFC West
670,2015,Chandler Jones,OLB,"$1,504,568",NE,New England Patriots,AFC East
671,2015,Tarvaris Jackson,QB,"$1,503,027",SEA,Seattle Seahawks,NFC West
672,2015,Kellen Clemens,QB,"$1,501,154",SD,San Diego Chargers,AFC West
673,2015,Ryan Mundy,SS,"$1,500,000",CHI,Chicago Bears,NFC North
674,2015,Jerricho Cotchery,WR,"$1,500,000",CAR,Carolina Panthers,NFC South
675,2015,Roman Harper,SS,"$1,500,000",CAR,Carolina Panthers,NFC South
676,2015,Mackenzy Bernadeau,C,"$1,500,000",DAL,Dallas Cowboys,NFC East
677,2015,Chris Jones,P,"$1,500,000",DAL,Dallas Cowboys,NFC East
678,2015,Isa Abdul-Quddus,FS,"$1,500,000",DET,Detroit Lions,NFC North
679,2015,Clay Harbor,TE,"$1,500,000",JAC,Jacksonville Jaguars,AFC South
680,2015,Jonathan Freeny,OLB,"$1,500,000",NE,New England Patriots,AFC East
681,2015,Jamize Olawale,FB,"$1,491,702",OAK,Oakland Raiders,AFC West
682,2015,Senquez Golson,CB,"$1,487,848",PIT,Pittsburgh Steelers,AFC North
683,2015,Frank Clark,DE,"$1,487,258",SEA,Seattle Seahawks,NFC West
684,2015,D.J. Fluker,G,"$1,480,891",SD,San Diego Chargers,AFC West
685,2015,Riley Reiff,LT,"$1,480,050",DET,Detroit Lions,NFC North
686,2015,Josh Kline,G,"$1,479,718",NE,New England Patriots,AFC East
687,2015,Cullen Jenkins,DE,"$1,467,021",NYG,New  York Giants,NFC East
688,2015,Mark Herzlich,OLB,"$1,461,366",NYG,New  York Giants,NFC East
689,2015,Bobby Massie,RT,"$1,457,938",ARI,Arizona Cardinals,NFC West
690,2015,Allen Barbre,G,"$1,446,038",PHI,Philadelphia Eagles,NFC East
691,2015,A.J. Cann,G,"$1,443,543",JAC,Jacksonville Jaguars,AFC South
692,2015,Dont'a Hightower,OLB,"$1,443,273",NE,New England Patriots,AFC East
693,2015,Nick Perry,OLB,"$1,435,474",GB,Green Bay Packers,NFC North
694,2015,Jeron Johnson,SS,"$1,431,795",WAS,Washington Commanders,NFC East
695,2015,Ty Sambrailo,LT,"$1,430,116",DEN,Denver Broncos,AFC West
696,2015,Greg Robinson,LT,"$1,423,612",STL,St. Louis Rams,NFC West
697,2015,Ryan Harris,LT,"$1,420,000",DEN,Denver Broncos,AFC West
698,2015,Kevin Zeitler,G,"$1,418,754",CIN,Cincinnati Bengals,AFC North
699,2015,Tyler Lockett,WR,"$1,417,057",SEA,Seattle Seahawks,NFC West
700,2015,Randy Gregory,OLB,"$1,408,646",DAL,Dallas Cowboys,NFC East
701,2015,Aaron Brewer,LS,"$1,400,000",DEN,Denver Broncos,AFC West
702,2015,Chris Clark,LT,"$1,400,000",HOU,Houston Texans,AFC South
703,2015,Jordan Richards,SS,"$1,394,307",NE,New England Patriots,AFC East
704,2015,Michael Person,G,"$1,392,417",ATL,Atlanta Falcons,NFC South
705,2015,D.J. Hayden,CB,"$1,389,344",OAK,Oakland Raiders,AFC West
706,2015,Joe Hawley,C,"$1,386,011",TB,Tampa Bay Buccaneers,NFC South
707,2015,Eric Weems,WR,"$1,379,090",ATL,Atlanta Falcons,NFC South
708,2015,Colt McCoy,QB,"$1,378,677",WAS,Washington Commanders,NFC East
709,2015,Josh Brown,K,"$1,366,667",NYG,New  York Giants,NFC East
710,2015,Harrison Smith,FS,"$1,363,437",MIN,Minnesota Vikings,NFC North
711,2015,Doug Martin,RB,"$1,354,551",TB,Tampa Bay Buccaneers,NFC South
712,2015,Andre Caldwell,WR,"$1,350,000",DEN,Denver Broncos,AFC West
713,2015,Bruce Miller,FB,"$1,348,657",SF,San Francisco 49ers,NFC West
714,2015,Andrew Gardner,G,"$1,335,207",PHI,Philadelphia Eagles,NFC East
715,2015,Jeremiah Poutasi,RT,"$1,334,298",TEN,Tennessee Titans,AFC South
716,2015,Clive Walford,TE,"$1,333,765",OAK,Oakland Raiders,AFC West
717,2015,Sammy Watkins,WR,"$1,326,164",BUF,Buffalo Bills,AFC East
718,2015,T.J. Clemmings,RT,"$1,319,351",MIN,Minnesota Vikings,NFC North
719,2015,Kenny Vaccaro,SS,"$1,318,347",NO,New Orleans Saints,NFC South
720,2015,Khalil Mack,DE,"$1,302,909",OAK,Oakland Raiders,AFC West
721,2015,Austin Davis,QB,"$1,300,000",CLE,Cleveland Browns,AFC North
722,2015,Matt Overton,LS,"$1,300,000",IND,Indianapolis Colts,AFC South
723,2015,Lawrence Guy,DE,"$1,300,000",BAL,Baltimore Ravens,AFC North
724,2015,Craig Stevens,TE,"$1,296,653",TEN,Tennessee Titans,AFC South
725,2015,Hroniss Grasu,C,"$1,296,611",CHI,Chicago Bears,NFC North
726,2015,Sean Lissemore,DT,"$1,288,690",SD,San Diego Chargers,AFC West
727,2015,Tyvon Branch,SS,"$1,287,500",KC,Kansas City Chiefs,AFC West
728,2015,Kyle Nelson,LS,"$1,284,386",SF,San Francisco 49ers,NFC West
729,2015,Chris Maragos,FS,"$1,281,983",PHI,Philadelphia Eagles,NFC East
730,2015,Star Lotulelei,DT,"$1,278,136",CAR,Carolina Panthers,NFC South
731,2015,Jamon Brown,RT,"$1,277,716",STL,St. Louis Rams,NFC West
732,2015,Jake Long,LT,"$1,276,943",ATL,Atlanta Falcons,NFC South
733,2015,Leger Douzable,DT,"$1,273,652",NYJ,New York Jets,AFC East
734,2015,Will Allen,SS,"$1,262,140",PIT,Pittsburgh Steelers,AFC North
735,2015,Jaelen Strong,WR,"$1,262,002",HOU,Houston Texans,AFC South
736,2015,Matt Spaeth,TE,"$1,261,216",PIT,Pittsburgh Steelers,AFC North
737,2015,Bryan Braman,OLB,"$1,261,011",PHI,Philadelphia Eagles,NFC East
738,2015,Akiem Hicks,DE,"$1,259,588",NE,New England Patriots,AFC East
739,2015,David Bruton,SS,"$1,250,000",DEN,Denver Broncos,AFC West
740,2015,Major Wright,S,"$1,250,000",TB,Tampa Bay Buccaneers,NFC South
741,2015,Darren McFadden,RB,"$1,250,000",DAL,Dallas Cowboys,NFC East
742,2015,George Selvie,DE,"$1,247,645",NYG,New  York Giants,NFC East
743,2015,Eric Reid,SS,"$1,247,138",SF,San Francisco 49ers,NFC West
744,2015,Ramon Humber,OLB,"$1,246,708",NO,New Orleans Saints,NFC South
745,2015,Eli Harold,OLB,"$1,240,889",SF,San Francisco 49ers,NFC West
746,2015,Cody Wallace,C,"$1,238,810",PIT,Pittsburgh Steelers,AFC North
747,2015,Tevin Coleman,RB,"$1,234,914",ATL,Atlanta Falcons,NFC South
748,2015,Jarvis Jones,OLB,"$1,234,427",PIT,Pittsburgh Steelers,AFC North
749,2015,Darrel Young,FB,"$1,234,398",WAS,Washington Commanders,NFC East
750,2015,Nick Bellore,ILB,"$1,228,362",SF,San Francisco 49ers,NFC West
751,2015,Lorenzo Mauldin,OLB,"$1,224,561",NYJ,New York Jets,AFC East
752,2015,Justin Pugh,G,"$1,220,755",NYG,New  York Giants,NFC East
753,2015,Desmond Trufant,CB,"$1,220,541",ATL,Atlanta Falcons,NFC South
754,2015,Mike DeVito,DE,"$1,220,000",KC,Kansas City Chiefs,AFC West
755,2015,Ian Williams,DT,"$1,218,255",SF,San Francisco 49ers,NFC West
756,2015,Dannell Ellerbe,OLB,"$1,216,619",NO,New Orleans Saints,NFC South
757,2015,Kyle Long,G,"$1,216,516",CHI,Chicago Bears,NFC North
758,2015,E.J. Manuel,QB,"$1,212,755",BUF,Buffalo Bills,AFC East
759,2015,Allen Bailey,DE,"$1,212,500",KC,Kansas City Chiefs,AFC West
760,2015,Jake Matthews,LT,"$1,210,944",ATL,Atlanta Falcons,NFC South
761,2015,David Johnson,RB,"$1,209,812",ARI,Arizona Cardinals,NFC West
762,2015,Dwight Freeney,OLB,"$1,207,743",ARI,Arizona Cardinals,NFC West
763,2015,Scott Tolzien,QB,"$1,201,045",GB,Green Bay Packers,NFC North
764,2015,Anthony Levine,ILB,"$1,200,000",BAL,Baltimore Ravens,AFC North
765,2015,Jarius Wynn,OLB,"$1,200,000",BUF,Buffalo Bills,AFC East
766,2015,Louis Murphy,WR,"$1,194,048",TB,Tampa Bay Buccaneers,NFC South
767,2015,D'Joun Smith,CB,"$1,188,787",IND,Indianapolis Colts,AFC South
768,2015,Taiwan Jones,RB,"$1,185,426",OAK,Oakland Raiders,AFC West
769,2015,Dion Lewis,RB,"$1,185,000",NE,New England Patriots,AFC East
770,2015,Brandon Bolden,RB,"$1,185,000",NE,New England Patriots,AFC East
771,2015,Jordan Hicks,ILB,"$1,181,900",PHI,Philadelphia Eagles,NFC East
772,2015,Craig Mager,CB,"$1,180,665",SD,San Diego Chargers,AFC West
773,2015,Janoris Jenkins,CB,"$1,180,366",STL,St. Louis Rams,NFC West
774,2015,Chris Givens,WR,"$1,179,176",BAL,Baltimore Ravens,AFC North
775,2015,DeAndre Hopkins,WR,"$1,170,644",HOU,Houston Texans,AFC South
776,2015,Garrett Grayson,QB,"$1,168,167",NO,New Orleans Saints,NFC South
777,2015,Nate Washington,WR,"$1,167,372",HOU,Houston Texans,AFC South
778,2015,Owamagbe Odighizuwa,DE,"$1,161,920",NYG,New  York Giants,NFC East
779,2015,Brian Quick,WR,"$1,160,226",STL,St. Louis Rams,NFC West
780,2015,Jamison Crowder,WR,"$1,159,066",WAS,Washington Commanders,NFC East
781,2015,Tyler Eifert,TE,"$1,155,546",CIN,Cincinnati Bengals,AFC North
782,2015,Tyrod Taylor,QB,"$1,150,000",BUF,Buffalo Bills,AFC East
783,2015,Chris Conley,WR,"$1,147,434",KC,Kansas City Chiefs,AFC West
784,2015,Duke Johnson,RB,"$1,145,092",CLE,Cleveland Browns,AFC North
785,2015,Darrin Walls,CB,"$1,139,879",NYJ,New York Jets,AFC East
786,2015,Sharrif Floyd,DT,"$1,139,200",MIN,Minnesota Vikings,NFC North
787,2015,Bjoern Werner,OLB,"$1,122,854",IND,Indianapolis Colts,AFC South
788,2015,James Jones,WR,"$1,121,736",GB,Green Bay Packers,NFC North
789,2015,Mike Evans,WR,"$1,120,154",TB,Tampa Bay Buccaneers,NFC South
790,2015,Joe Berger,G,"$1,120,000",MIN,Minnesota Vikings,NFC North
791,2015,Coby Fleener,TE,"$1,118,406",IND,Indianapolis Colts,AFC South
792,2015,Matt Jones,RB,"$1,118,356",WAS,Washington Commanders,NFC East
793,2015,Tim Masthay,P,"$1,115,699",GB,Green Bay Packers,NFC North
794,2015,Tre' Jackson,G,"$1,115,692",NE,New England Patriots,AFC East
795,2015,John Miller,G,"$1,115,120",BUF,Buffalo Bills,AFC East
796,2015,Xavier Rhodes,CB,"$1,114,682",MIN,Minnesota Vikings,NFC North
797,2015,Kedric Golston,DT,"$1,113,845",WAS,Washington Commanders,NFC East
798,2015,Kellen Davis,TE,"$1,113,737",NYJ,New York Jets,AFC East
799,2015,Courtney Upshaw,DT,"$1,112,277",BAL,Baltimore Ravens,AFC North
800,2015,Derek Wolfe,DE,"$1,100,018",DEN,Denver Broncos,AFC West
801,2015,Marcus Sherels,CB,"$1,100,000",MIN,Minnesota Vikings,NFC North
802,2015,Anthony Dixon,RB,"$1,100,000",BUF,Buffalo Bills,AFC East
803,2015,Richie Incognito,G,"$1,100,000",BUF,Buffalo Bills,AFC East
804,2015,Matthew Slater,WR,"$1,100,000",NE,New England Patriots,AFC East
805,2015,Angelo Blackson,DE,"$1,098,596",TEN,Tennessee Titans,AFC South
806,2015,Mitchell Schwartz,RT,"$1,095,114",CLE,Cleveland Browns,AFC North
807,2015,Sylvester Williams,DT,"$1,094,250",DEN,Denver Broncos,AFC West
808,2015,Josh Bynes,OLB,"$1,091,802",DET,Detroit Lions,NFC North
809,2015,Ty Montgomery,RB,"$1,090,839",GB,Green Bay Packers,NFC North
810,2015,Mike Leach,LS,"$1,084,430",ARI,Arizona Cardinals,NFC West
811,2015,Andre Branch,DE,"$1,084,083",JAC,Jacksonville Jaguars,AFC South
812,2015,Jalston Fowler,FB,"$1,083,953",TEN,Tennessee Titans,AFC South
813,2015,Greg Warren,LS,"$1,083,500",PIT,Pittsburgh Steelers,AFC North
814,2015,Tyler Kroft,TE,"$1,082,776",CIN,Cincinnati Bengals,AFC North
815,2015,Sammie Coates,WR,"$1,081,081",PIT,Pittsburgh Steelers,AFC North
816,2015,John Denney,LS,"$1,080,000",MIA,Miami Dolphins,AFC East
817,2015,Garrett Reynolds,G,"$1,078,890",STL,St. Louis Rams,NFC West
818,2015,Shaq Mason,G,"$1,077,873",NE,New England Patriots,AFC East
819,2015,Rodney Gunter,DT,"$1,076,886",ARI,Arizona Cardinals,NFC West
820,2015,Datone Jones,DE,"$1,075,730",GB,Green Bay Packers,NFC North
821,2015,Jon Weeks,LS,"$1,075,000",HOU,Houston Texans,AFC South
822,2015,Quintin Demps,SS,"$1,073,302",HOU,Houston Texans,AFC South
823,2015,Jeremy Langford,RB,"$1,073,176",CHI,Chicago Bears,NFC North
824,2015,Justin Hardy,WR,"$1,072,836",ATL,Atlanta Falcons,NFC South
825,2015,Clint Gresham,LS,"$1,070,441",SEA,Seattle Seahawks,NFC West
826,2015,Luke McCown,QB,"$1,069,334",NO,New Orleans Saints,NFC South
827,2015,Alex Carter,S,"$1,068,688",DET,Detroit Lions,NFC North
828,2015,Alec Ogletree,ILB,"$1,064,839",STL,St. Louis Rams,NFC West
829,2015,Amini Silatolu,G,"$1,063,242",CAR,Carolina Panthers,NFC South
830,2015,Sean Mannion,QB,"$1,062,861",STL,St. Louis Rams,NFC West
831,2015,Danielle Hunter,DE,"$1,062,223",MIN,Minnesota Vikings,NFC North
832,2015,Cordarrelle Patterson,WR,"$1,061,459",MIN,Minnesota Vikings,NFC North
833,2015,Carl Davis,DT,"$1,060,084",BAL,Baltimore Ravens,AFC North
834,2015,Michael Morgan,OLB,"$1,059,707",SEA,Seattle Seahawks,NFC West
835,2015,Brandon Myers,TE,"$1,057,082",TB,Tampa Bay Buccaneers,NFC South
836,2015,Sheldon Richardson,DT,"$1,055,044",NYJ,New York Jets,AFC East
837,2015,Willie Colon,G,"$1,053,651",NYJ,New York Jets,AFC East
838,2015,Cordy Glenn,LT,"$1,053,434",BUF,Buffalo Bills,AFC East
839,2015,Lance Moore,WR,"$1,050,000",DET,Detroit Lions,NFC North
840,2015,Don Muhlbach,LS,"$1,050,000",DET,Detroit Lions,NFC North
841,2015,Dan Orlovsky,QB,"$1,050,000",DET,Detroit Lions,NFC North
842,2015,C.J. Wilson,DT,"$1,050,000",DET,Detroit Lions,NFC North
843,2015,Alshon Jeffery,WR,"$1,049,416",CHI,Chicago Bears,NFC North
844,2015,Kendall Reyes,DE,"$1,048,666",SD,San Diego Chargers,AFC West
845,2015,Stevan Ridley,RB,"$1,046,103",NYJ,New York Jets,AFC East
846,2015,Cedric Peerman,RB,"$1,045,000",CIN,Cincinnati Bengals,AFC North
847,2015,Tanner Purdum,LS,"$1,043,942",NYJ,New York Jets,AFC East
848,2015,Darrell Stuckey,FS,"$1,041,380",SD,San Diego Chargers,AFC West
849,2015,Tracy Porter,CB,"$1,039,473",CHI,Chicago Bears,NFC North
850,2015,Za'Darius Smith,OLB,"$1,036,376",BAL,Baltimore Ravens,AFC North
851,2015,Blake Bell,TE,"$1,029,551",SF,San Francisco 49ers,NFC West
852,2015,Travis Frederick,C,"$1,029,548",DAL,Dallas Cowboys,NFC East
853,2015,Xavier Cooper,DE,"$1,027,284",CLE,Cleveland Browns,AFC North
854,2015,John Kuhn,FB,"$1,026,706",GB,Green Bay Packers,NFC North
855,2015,Chris Watt,C,"$1,025,743",SD,San Diego Chargers,AFC West
856,2015,P.J. Williams,CB,"$1,024,619",NO,New Orleans Saints,NFC South
857,2015,Jeff Allen,G,"$1,023,249",KC,Kansas City Chiefs,AFC West
858,2015,Jake Ryan,ILB,"$1,021,062",GB,Green Bay Packers,NFC North
859,2015,Matt Elam,SS,"$1,020,182",BAL,Baltimore Ravens,AFC North
860,2015,Trevor Robinson,C,"$1,019,227",SD,San Diego Chargers,AFC West
861,2015,LaMarr Woodley,OLB,"$1,018,206",ARI,Arizona Cardinals,NFC West
862,2015,Chaz Green,G,"$1,018,078",DAL,Dallas Cowboys,NFC East
863,2015,Michael Vick,QB,"$1,017,908",PIT,Pittsburgh Steelers,AFC North
864,2015,Geno Grissom,DE,"$1,016,952",NE,New England Patriots,AFC East
865,2015,Steven Nelson,CB,"$1,016,952",KC,Kansas City Chiefs,AFC West
866,2015,Paul Dawson,OLB,"$1,016,952",CIN,Cincinnati Bengals,AFC North
867,2015,Ricardo Mathews,DT,"$1,014,601",SD,San Diego Chargers,AFC West
868,2015,Zak DeOssie,LS,"$1,012,755",NYG,New  York Giants,NFC East
869,2015,J'Marcus Webb,RT,"$1,011,778",OAK,Oakland Raiders,AFC West
870,2015,Justin Gilbert,CB,"$1,003,341",CLE,Cleveland Browns,AFC North
871,2015,John Cyprien,SS,"$1,002,994",JAC,Jacksonville Jaguars,AFC South
872,2015,Marlon Moore,WR,"$1,000,000",CLE,Cleveland Browns,AFC North
873,2015,Chris Harris,CB,"$1,000,000",DEN,Denver Broncos,AFC West
874,2015,Albert McClellan,OLB,"$1,000,000",BAL,Baltimore Ravens,AFC North
875,2015,Anthony Sherman,FB,"$1,000,000",KC,Kansas City Chiefs,AFC West
876,2015,Andrew Sendejo,SS,"$1,000,000",MIN,Minnesota Vikings,NFC North
877,2015,L.P. Ladouceur,LS,"$1,000,000",DAL,Dallas Cowboys,NFC East
878,2015,Terrell McClain,DE,"$1,000,000",DAL,Dallas Cowboys,NFC East
879,2015,Michael Hoomanawanui,TE,"$999,946",NO,New Orleans Saints,NFC South
880,2015,Anthony Barr,OLB,"$999,250",MIN,Minnesota Vikings,NFC North
881,2015,Zach Ertz,TE,"$996,225",PHI,Philadelphia Eagles,NFC East
882,2015,Jon Dorenbos,LS,"$995,868",PHI,Philadelphia Eagles,NFC East
883,2015,Kwon Alexander,ILB,"$995,554",TB,Tampa Bay Buccaneers,NFC South
884,2015,Taylor Lewan,LT,"$995,269",TEN,Tennessee Titans,AFC South
885,2015,Henry Anderson,DE,"$993,617",IND,Indianapolis Colts,AFC South
886,2015,Stephen Bowen,DE,"$992,282",NYJ,New York Jets,AFC East
887,2015,Daryl Williams,RT,"$992,120",CAR,Carolina Panthers,NFC South
888,2015,E.J. Biggers,CB,"$991,133",PHI,Philadelphia Eagles,NFC East
889,2015,Bryce Petty,QB,"$988,697",NYJ,New York Jets,AFC East
890,2015,Zach Brown,ILB,"$985,988",TEN,Tennessee Titans,AFC South
891,2015,Casey Hayward,CB,"$985,546",GB,Green Bay Packers,NFC North
892,2015,Craig Dahl,SS,"$982,408",NYG,New  York Giants,NFC East
893,2015,Nick Hayden,DT,"$982,095",DAL,Dallas Cowboys,NFC East
894,2015,Will Montgomery,C,"$981,705",CHI,Chicago Bears,NFC North
895,2015,Eric Ebron,TE,"$976,780",DET,Detroit Lions,NFC North
896,2015,Tyrann Mathieu,FS,"$973,927",ARI,Arizona Cardinals,NFC West
897,2015,Clayton Geathers,FS,"$968,930",IND,Indianapolis Colts,AFC South
898,2015,Kelechi Osemele,G,"$966,809",BAL,Baltimore Ravens,AFC North
899,2015,Daniel Fells,TE,"$966,376",NYG,New  York Giants,NFC East
900,2015,Andrew Donnal,RT,"$966,242",STL,St. Louis Rams,NFC West
901,2015,Nick Sundberg,LS,"$966,202",WAS,Washington Commanders,NFC East
902,2015,Tavon Wilson,SS,"$965,166",NE,New England Patriots,AFC East
903,2015,Jon Condo,LS,"$965,097",OAK,Oakland Raiders,AFC West
904,2015,Darrius Heyward-Bey,WR,"$964,583",PIT,Pittsburgh Steelers,AFC North
905,2015,Rueben Randle,WR,"$963,798",NYG,New  York Giants,NFC East
906,2015,Vladimir Ducasse,G,"$963,184",CHI,Chicago Bears,NFC North
907,2015,Trey Flowers,DE,"$959,520",NE,New England Patriots,AFC East
908,2015,Arie Kouandjio,G,"$956,670",WAS,Washington Commanders,NFC East
909,2015,Gabe Wright,DT,"$956,155",DET,Detroit Lions,NFC North
910,2015,Manti Te'o,ILB,"$956,009",SD,San Diego Chargers,AFC West
911,2015,Max Garcia,G,"$954,153",DEN,Denver Broncos,AFC West
912,2015,Lance Louis,G,"$953,750",IND,Indianapolis Colts,AFC South
913,2015,Jamil Douglas,C,"$953,565",MIA,Miami Dolphins,AFC East
914,2015,Dwight Lowery,FS,"$950,000",IND,Indianapolis Colts,AFC South
915,2015,Nate Chandler,LT,"$950,000",CAR,Carolina Panthers,NFC South
916,2015,Jason Avant,WR,"$950,000",KC,Kansas City Chiefs,AFC West
917,2015,Eric Winston,RT,"$950,000",CIN,Cincinnati Bengals,AFC North
918,2015,Pat Sims,DT,"$950,000",CIN,Cincinnati Bengals,AFC North
919,2015,Darryl Tapp,DE,"$950,000",DET,Detroit Lions,NFC North
920,2015,Josh Wilson,CB,"$950,000",DET,Detroit Lions,NFC North
921,2015,LeGarrette Blount,RB,"$949,632",NE,New England Patriots,AFC East
922,2015,Adrian Amos,FS,"$949,438",CHI,Chicago Bears,NFC North
923,2015,Jon Feliciano,G,"$949,134",OAK,Oakland Raiders,AFC West
924,2015,Kyle Wilson,CB,"$948,254",NO,New Orleans Saints,NFC South
925,2015,Ibraheim Campbell,SS,"$947,010",CLE,Cleveland Browns,AFC North
926,2015,Aaron Donald,DT,"$946,260",STL,St. Louis Rams,NFC West
927,2015,Fred Jackson,RB,"$943,226",SEA,Seattle Seahawks,NFC West
928,2015,Charlie Whitehurst,QB,"$941,176",IND,Indianapolis Colts,AFC South
929,2015,Lorenzo Alexander,OLB,"$940,030",OAK,Oakland Raiders,AFC West
930,2015,Jeff Heuerman,TE,"$938,806",DEN,Denver Broncos,AFC West
931,2015,Justin Hunter,WR,"$936,152",TEN,Tennessee Titans,AFC South
932,2015,Mike Davis,RB,"$935,708",SF,San Francisco 49ers,NFC West
933,2015,James Sample,FS,"$935,405",JAC,Jacksonville Jaguars,AFC South
934,2015,Ramik Wilson,ILB,"$935,123",KC,Kansas City Chiefs,AFC West
935,2015,Kevin Minter,ILB,"$934,563",ARI,Arizona Cardinals,NFC West
936,2015,Vinny Curry,DE,"$930,453",PHI,Philadelphia Eagles,NFC East
937,2015,Josh Shaw,CB,"$928,724",CIN,Cincinnati Bengals,AFC North
938,2015,Sherrick McManis,CB,"$924,697",CHI,Chicago Bears,NFC North
939,2015,Jamari Lattimore,ILB,"$923,480",NYJ,New York Jets,AFC East
940,2015,Marvin Jones,WR,"$921,457",CIN,Cincinnati Bengals,AFC North
941,2015,Kyle Fuller,CB,"$921,015",CHI,Chicago Bears,NFC North
942,2015,Chris Johnson,RB,"$918,388",ARI,Arizona Cardinals,NFC West
943,2015,Jarvis Jenkins,DE,"$916,296",CHI,Chicago Bears,NFC North
944,2015,Stefon Diggs,WR,"$914,812",MIN,Minnesota Vikings,NFC North
945,2015,Jamarca Sanford,SS,"$911,184",NO,New Orleans Saints,NFC South
946,2015,Garrison Sanborn,LS,"$910,000",BUF,Buffalo Bills,AFC East
947,2015,Javorius Allen,RB,"$909,471",BAL,Baltimore Ravens,AFC North
948,2015,Ryan Shazier,ILB,"$905,187",PIT,Pittsburgh Steelers,AFC North
949,2015,Damien Wilson,OLB,"$901,315",DAL,Dallas Cowboys,NFC East
950,2015,Kiko Alonso,OLB,"$900,296",PHI,Philadelphia Eagles,NFC East
951,2015,Teddy Williams,CB,"$900,000",CAR,Carolina Panthers,NFC South
952,2015,Clark Harris,LS,"$900,000",CIN,Cincinnati Bengals,AFC North
953,2015,Mike Jenkins,CB,"$897,267",TB,Tampa Bay Buccaneers,NFC South
954,2015,Erin Henderson,ILB,"$896,891",NYJ,New York Jets,AFC East
955,2015,"Odell Beckham, Jr.",WR,"$896,230",NYG,New  York Giants,NFC East
956,2015,Seyi Ajirotutu,WR,"$895,067",PHI,Philadelphia Eagles,NFC East
957,2015,Brett Goode,LS,"$895,000",GB,Green Bay Packers,NFC North
958,2015,Will Tukuafu,FB,"$892,380",SEA,Seattle Seahawks,NFC West
959,2015,Matt Tobin,G,"$892,101",PHI,Philadelphia Eagles,NFC East
960,2015,Adam Hayward,OLB,"$890,625",WAS,Washington Commanders,NFC East
961,2015,Calvin Pryor,FS,"$889,077",NYJ,New York Jets,AFC East
962,2015,HaHa Clinton-Dix,FS,"$888,535",GB,Green Bay Packers,NFC North
963,2015,Johnthan Banks,CB,"$888,431",TB,Tampa Bay Buccaneers,NFC South
964,2015,Darius Slay,CB,"$885,846",DET,Detroit Lions,NFC North
965,2015,Giovani Bernard,RB,"$882,576",CIN,Cincinnati Bengals,AFC North
966,2015,Robert Alford,CB,"$880,189",ATL,Atlanta Falcons,NFC South
967,2015,Phillip Adams,CB,"$877,827",ATL,Atlanta Falcons,NFC South
968,2015,Mike Remmers,RT,"$877,514",CAR,Carolina Panthers,NFC South
969,2015,Cornellius Carradine,DE,"$876,342",SF,San Francisco 49ers,NFC West
970,2015,Tim Barnes,C,"$875,547",STL,St. Louis Rams,NFC West
971,2015,Demarcus Dobbs,DE,"$874,302",SEA,Seattle Seahawks,NFC West
972,2015,Geno Smith,QB,"$870,303",NYJ,New York Jets,AFC East
973,2015,Deshawn Shead,FS,"$870,222",SEA,Seattle Seahawks,NFC West
974,2015,J.J. Jansen,LS,"$870,000",CAR,Carolina Panthers,NFC South
975,2015,Brock Osweiler,QB,"$869,547",DEN,Denver Broncos,AFC West
976,2015,Deone Bucannon,ILB,"$867,032",ARI,Arizona Cardinals,NFC West
977,2015,Ryan Schraeder,RT,"$864,671",ATL,Atlanta Falcons,NFC South
978,2015,Brandin Cooks,WR,"$860,798",NO,New Orleans Saints,NFC South
979,2015,Jamie Collins,OLB,"$857,893",NE,New England Patriots,AFC East
980,2015,Patrick DiMarco,FB,"$850,479",ATL,Atlanta Falcons,NFC South
981,2015,Jason Verrett,CB,"$848,828",SD,San Diego Chargers,AFC West
982,2015,Robert Woods,WR,"$847,434",BUF,Buffalo Bills,AFC East
983,2015,Mike McGlynn,G,"$843,324",NO,New Orleans Saints,NFC South
984,2015,Menelik Watson,RT,"$840,896",OAK,Oakland Raiders,AFC West
985,2015,Jasper Brinkley,ILB,"$840,204",NYG,New  York Giants,NFC East
986,2015,Garry Gilliam,RT,"$839,384",SEA,Seattle Seahawks,NFC West
